Gene_name	Intron_coord	Exons_before	Exons_after
ATP8B2	chr1:154344254-154344373	18.0	8.0
ATP8B2	chr1:154337544-154340537	11.0	15.0
CKS1B	chr1:154975624-154977987	0.0	2.0
CKS1B	chr1:154975608-154977987	0.0	2.0
CKS1B	chr1:154975104-154977987	0.0	2.0
FLAD1	chr1:154988849-154989580	2.0	4.0
FLAD1	chr1:154990528-154992565	5.0	1.0
ADAM15	chr1:155061193-155061415	19.0	2.0
ADAM15	chr1:155054506-155055787	6.0	14.0
ADAM15	chr1:155053988-155054083	4.0	16.0
ADAM15	chr1:155054506-155055702	6.0	14.0
ADAM15	chr1:155051465-155052517	1.0	19.0
ADAM15	chr1:155060832-155061114	19.0	2.0
ADAM15	chr1:155062117-155062245	19.0	2.0
EFNA4-EFNA3	chr1:155085642-155085877	1.0	3.0
EFNA3	chr1:155085642-155085877	1.0	3.0
SLC50A1	chr1:155136396-155137561	2.0	2.0
MTX1	chr1:155210435-155210548	4.0	3.0
MTX1	chr1:155211546-155212127	2.0	5.0
FDPS	chr1:155318763-155318856	4.0	4.0
FDPS	chr1:155310453-155312255	1.0	8.0
FDPS	chr1:155318377-155318665	3.0	5.0
RUSC1	chr1:155325490-155325601	3.0	4.0
MSTO1	chr1:155610961-155611039	1.0	12.0
MSTO1	chr1:155611291-155611427	4.0	9.0
MSTO1	chr1:155611827-155611921	6.0	7.0
MSTO1	chr1:155610332-155610394	2.0	11.0
MSTO1	chr1:155611827-155611988	6.0	7.0
MSTO1	chr1:155612570-155612806	9.0	4.0
MSTO1	chr1:155612570-155612867	9.0	4.0
MSTO1	chr1:155611291-155611411	4.0	9.0
MSTO1	chr1:155611852-155611983	6.0	7.0
DAP3	chr1:155721680-155725382	3.0	8.0
DAP3	chr1:155731415-155731924	8.0	2.0
DAP3	chr1:155726019-155726134	0.0	6.0
LMNA	chr1:156126949-156130617	0.0	12.0
LMNA	chr1:156134523-156134805	3.0	8.0
LMNA	chr1:156136549-156136921	7.0	4.0
SEMA4A	chr1:156158486-156158702	5.0	8.0
SEMA4A	chr1:156160638-156160905	5.0	8.0
SEMA4A	chr1:156154985-156156414	1.0	12.0
SEMA4A	chr1:156158486-156158672	4.0	9.0
SLC25A44	chr1:156200472-156207891	1.0	1.0
PMF1	chr1:156213176-156220677	0.0	2.0
PMF1	chr1:156225668-156232320	0.0	2.0
NAXE	chr1:156591986-156592105	1.0	4.0
METTL25B	chr1:156734459-156735725	6.0	1.0
METTL25B	chr1:156733625-156734009	4.0	3.0
PRCC	chr1:156791162-156791253	0.0	5.0
NCSTN	chr1:160350250-160351696	5.0	9.0
NCSTN	chr1:160353501-160354118	9.0	7.0
NCSTN	chr1:160353237-160353323	10.0	6.0
NCSTN	chr1:160350250-160351200	6.0	10.0
NCSTN	chr1:160343481-160344476	1.0	4.0
NCSTN	chr1:160356754-160357129	15.0	1.0
NCSTN	chr1:160343888-160344722	0.0	5.0
NCSTN	chr1:160344614-160344722	1.0	5.0
SLAMF7	chr1:160739750-160748194	0.0	3.0
LY9	chr1:160800082-160813581	2.0	7.0
LY9	chr1:160796311-160799686	1.0	8.0
NIT1	chr1:161119388-161119493	3.0	3.0
NIT1	chr1:161118209-161118786	0.0	6.0
NIT1	chr1:161118239-161118786	0.0	6.0
UFC1	chr1:161154070-161156950	1.0	4.0
USP21	chr1:161163922-161164164	7.0	4.0
PPOX	chr1:161167486-161167610	3.0	8.0
PPOX	chr1:161169720-161170409	1.0	4.0
PPOX	chr1:161168127-161168445	5.0	6.0
PPOX	chr1:161168127-161168413	4.0	7.0
PPOX	chr1:161167234-161167995	0.0	9.0
PPOX	chr1:161167707-161167995	2.0	1.0
PPOX	chr1:161167234-161167355	2.0	9.0
PPOX	chr1:161167234-161167339	2.0	9.0
NDUFS2	chr1:161212480-161213090	10.0	3.0
NDUFS2	chr1:161202480-161203403	1.0	11.0
NDUFS2	chr1:161214020-161214156	12.0	1.0
NDUFS2	chr1:161210710-161212403	9.0	4.0
NDUFS2	chr1:161209595-161209843	5.0	7.0
NDUFS2	chr1:161214053-161214156	12.0	1.0
NDUFS2	chr1:161212654-161213090	11.0	3.0
NDUFS2	chr1:161214032-161214156	12.0	1.0
NDUFS2	chr1:161212480-161213087	10.0	3.0
SDHC	chr1:161314874-161323614	0.0	4.0
FCGR2C	chr1:161581549-161588422	2.0	4.0
FCGR2C	chr1:161589819-161591144	2.0	4.0
FCGR2C	chr1:161590218-161591144	2.0	4.0
FCGR2C	chr1:161588442-161589562	2.0	4.0
FCGR2C	chr1:161588442-161589565	2.0	4.0
FCGR2C	chr1:161589819-161590081	2.0	4.0
FCGR2B	chr1:161673229-161673464	4.0	3.0
FCRLA	chr1:161710863-161711208	2.0	2.0
FCRLA	chr1:161707472-161710760	0.0	3.0
FCRLA	chr1:161707343-161710545	1.0	2.0
FCRLA	chr1:161707343-161710440	1.0	1.0
DUSP12	chr1:161750145-161751655	1.0	4.0
ATF6	chr1:161778316-161781912	2.0	13.0
ATF6	chr1:161778695-161781912	1.0	14.0
UHMK1	chr1:162500247-162500650	2.0	5.0
HSD17B7	chr1:162806290-162812298	7.0	1.0
HSD17B7	chr1:162796677-162797828	3.0	5.0
HSD17B7	chr1:162799937-162802832	5.0	3.0
HSD17B7	chr1:162790835-162792565	1.0	7.0
NUF2	chr1:163343870-163345682	9.0	3.0
NUF2	chr1:163339477-163340368	8.0	4.0
NUF2	chr1:163328304-163328458	3.0	1.0
NUF2	chr1:163327562-163327898	2.0	2.0
NUF2	chr1:163328530-163328846	2.0	2.0
NUF2	chr1:163327930-163328228	1.0	3.0
MGST3	chr1:165652035-165653697	3.0	1.0
UCK2	chr1:165904167-165905921	4.0	2.0
MPZL1	chr1:167772488-167773238	3.0	2.0
DCAF6	chr1:167937252-167951800	0.0	20.0
C1orf112	chr1:169850566-169851817	19.0	2.0
C1orf112	chr1:169807929-169821400	6.0	15.0
GORAB	chr1:170532403-170533464	1.0	1.0
GORAB	chr1:170539571-170542491	2.0	2.0
GORAB	chr1:170532403-170539210	1.0	1.0
PRRC2C	chr1:171522556-171523221	5.0	27.0
METTL13	chr1:171782714-171783740	0.0	7.0
METTL13	chr1:171787930-171790000	4.0	3.0
DARS2	chr1:173856856-173857518	14.0	1.0
RABGAP1L	chr1:174252773-174272414	5.0	7.0
RABGAP1L	chr1:174958173-174969277	4.0	6.0
TOR3A	chr1:179082387-179082719	1.0	4.0
TOR3A	chr1:179082335-179082940	1.0	4.0
TOR3A	chr1:179082387-179082785	1.0	4.0
TOR1AIP1	chr1:179904767-179907823	5.0	4.0
TOR1AIP1	chr1:179884769-179887829	0.0	8.0
TOR1AIP1	chr1:179904022-179904652	0.0	8.0
TOR1AIP1	chr1:179887959-179889313	0.0	8.0
TOR1AIP1	chr1:179883778-179884692	0.0	9.0
CEP350	chr1:179990837-179992062	2.0	34.0
XPR1	chr1:180787854-180803393	3.0	11.0
CACNA1E	chr1:181776228-181778953	1.0	1.0
DHX9	chr1:182877047-182878021	17.0	9.0
SMG7	chr1:183518682-183526596	3.0	19.0
SMG7	chr1:183528027-183528968	6.0	16.0
SMG7	chr1:183526767-183527626	5.0	17.0
SMG7	chr1:183472649-183512841	1.0	21.0
SMG7	chr1:183515991-183517626	3.0	19.0
TSEN15	chr1:184054863-184058161	1.0	2.0
TSEN15	chr1:184051890-184054361	1.0	2.0
TSEN15	chr1:184054435-184072157	0.0	2.0
TSEN15	chr1:184054863-184070616	1.0	2.0
TSEN15	chr1:184070732-184072157	0.0	2.0
TSEN15	chr1:184058240-184072157	0.0	2.0
TSEN15	chr1:184054863-184072051	3.0	1.0
RNF2	chr1:185087640-185091565	1.0	3.0
ODR4	chr1:186388548-186389583	5.0	7.0
ODR4	chr1:186399043-186406083	9.0	2.0
PLA2G4A	chr1:186956181-186965409	13.0	3.0
RGS1	chr1:192576056-192576285	0.0	3.0
CDC73	chr1:193122561-193125112	0.0	13.0
CDC73	chr1:193138173-193141073	6.0	7.0
CDC73	chr1:193122606-193125112	0.0	13.0
PTPRC	chr1:198729171-198729634	0.0	4.0
PTPRC	chr1:198729765-198731617	13.0	16.0
CAMSAP2	chr1:200847292-200852541	0.0	4.0
INAVA	chr1:200907887-200908116	6.0	3.0
INAVA	chr1:200908549-200908730	5.0	4.0
IPO9	chr1:201829353-201847279	1.0	22.0
TIMM17A	chr1:201957574-201962804	3.0	2.0
RNPEP	chr1:201996409-201997319	3.0	7.0
RNPEP	chr1:202000072-202001376	5.0	5.0
RNPEP	chr1:201983884-201988904	0.0	7.0
TMEM183A	chr1:203016140-203017756	5.0	2.0
TMEM183A	chr1:203016140-203018501	6.0	1.0
TMEM183A	chr1:203016140-203017759	5.0	2.0
PPFIA4	chr1:203056178-203056452	0.0	4.0
PPFIA4	chr1:203048980-203049165	11.0	17.0
BTG2	chr1:203306250-203307104	0.0	1.0
LAX1	chr1:203771477-203771860	3.0	1.0
ZC3H11A	chr1:203850026-203850495	13.0	2.0
ZC3H11A	chr1:203834102-203837966	7.0	8.0
SNRPE	chr1:203862226-203863663	2.0	2.0
IKBKE	chr1:206476366-206476678	4.0	15.0
IKBKE	chr1:206485289-206487914	13.0	6.0
IKBKE	chr1:206474994-206476103	3.0	16.0
MAPKAPK2	chr1:206729475-206730001	4.0	5.0
MAPKAPK2	chr1:206732084-206732575	8.0	1.0
MAPKAPK2	chr1:206685857-206728710	0.0	9.0
MAPKAPK2	chr1:206732087-206732575	8.0	1.0
CD55	chr1:207367487-207370709	2.0	5.0
CD55	chr1:207325721-207326796	4.0	5.0
CD55	chr1:207339417-207385222	1.0	2.0
CD55	chr1:207370834-207372769	2.0	5.0
CD55	chr1:207339417-207358516	1.0	5.0
CR2	chr1:207471499-207471854	0.0	15.0
CR2	chr1:207454955-207466526	0.0	17.0
CR2	chr1:207469232-207470036	5.0	12.0
CR2	chr1:207466905-207468527	2.0	15.0
CD46	chr1:207768772-207770321	6.0	5.0
CD46	chr1:207767195-207769948	6.0	4.0
CD46	chr1:207790324-207793519	2.0	2.0
TRAF3IP3	chr1:209780606-209781350	13.0	1.0
TRAF3IP3	chr1:209775736-209777356	9.0	5.0
TRAF3IP3	chr1:209776124-209777352	9.0	5.0
TRAF3IP3	chr1:209775489-209775574	8.0	6.0
TRAF3IP3	chr1:209779374-209780475	12.0	2.0
RCOR3	chr1:211291599-211295676	0.0	3.0
RCOR3	chr1:211271874-211274210	1.0	8.0
RCOR3	chr1:211259860-211260108	1.0	9.0
RCOR3	chr1:211289396-211291524	0.0	3.0
RCOR3	chr1:211304140-211312355	10.0	1.0
PPP2R5A	chr1:212356676-212356963	9.0	3.0
PPP2R5A	chr1:212334024-212342188	2.0	10.0
PPP2R5A	chr1:212348021-212348389	5.0	7.0
PPP2R5A	chr1:212342280-212345790	4.0	8.0
PPP2R5A	chr1:212329270-212333497	3.0	9.0
NENF	chr1:212433120-212442546	1.0	2.0
TATDN3	chr1:212794840-212795095	0.0	6.0
FLVCR1	chr1:212864519-212872678	1.0	8.0
FLVCR1	chr1:212863869-212870054	1.0	7.0
FLVCR1	chr1:212863869-212864393	1.0	7.0
VASH2	chr1:212967096-212972580	3.0	3.0
VASH2	chr1:212972961-212973424	5.0	1.0
SMYD2	chr1:214334836-214336704	10.0	1.0
LYPLAL1	chr1:219174304-219179147	0.0	4.0
MTARC2	chr1:220755122-220761658	2.0	2.0
MTARC2	chr1:220748803-220754368	1.0	3.0
MIA3	chr1:222663031-222663998	20.0	2.0
MIA3	chr1:222649791-222650292	2.0	20.0
BROX	chr1:222719359-222724100	3.0	7.0
BROX	chr1:222727257-222728759	6.0	4.0
DISP1	chr1:222942970-222983080	2.0	4.0
DISP1	chr1:222991647-222991855	4.0	2.0
CAPN2	chr1:223761739-223762186	12.0	8.0
DEGS1	chr1:224183782-224189577	0.0	2.0
DEGS1	chr1:224183831-224189577	0.0	2.0
PSEN2	chr1:226883919-226885461	2.0	7.0
PSEN2	chr1:226891849-226894007	8.0	1.0
PSEN2	chr1:226890133-226890656	6.0	3.0
PSEN2	chr1:226882048-226883710	1.0	8.0
PSEN2	chr1:226889049-226889758	5.0	4.0
PSEN2	chr1:226890965-226891278	5.0	4.0
PSEN2	chr1:226891365-226891743	7.0	2.0
GUK1	chr1:228146938-228147410	4.0	3.0
GUK1	chr1:228141829-228145511	2.0	2.0
GUK1	chr1:228140363-228141124	1.0	3.0
GUK1	chr1:228141288-228145511	0.0	7.0
RNF187	chr1:228488485-228488960	0.0	2.0
RAB4A	chr1:229288843-229295020	3.0	3.0
COG2	chr1:230669122-230669356	5.0	12.0
COG2	chr1:230668784-230668927	6.0	11.0
COG2	chr1:230661557-230663141	2.0	15.0
COG2	chr1:230684440-230685085	10.0	7.0
ARV1	chr1:230979519-230988320	0.0	4.0
ARV1	chr1:230979256-230988320	1.0	3.0
ARV1	chr1:230988439-230990150	0.0	2.0
GNPAT	chr1:231267911-231270758	8.0	7.0
NTPCR	chr1:232951132-232955557	0.0	4.0
TBCE	chr1:235433171-235434204	0.0	4.0
TBCE	chr1:235414618-235427140	0.0	4.0
TBCE	chr1:235342346-235342836	0.0	1.0
TBCE	chr1:235434280-235437322	0.0	3.0
TBCE	chr1:235413997-235414433	0.0	4.0
TBCE	chr1:235427239-235434204	0.0	4.0
TBCE	chr1:235380149-235413876	1.0	3.0
TBCE	chr1:235442961-235448349	13.0	2.0
TBCE	chr1:235414618-235434204	0.0	4.0
TBCE	chr1:235438926-235441814	12.0	3.0
GPR137B	chr1:236205250-236207133	0.0	5.0
LGALS8	chr1:236537585-236538886	2.0	7.0
LGALS8	chr1:236545293-236548012	8.0	1.0
KMO	chr1:241565058-241566567	8.0	6.0
EXO1	chr1:241861502-241866585	7.0	5.0
EXO1	chr1:241857482-241858630	4.0	8.0
SDCCAG8	chr1:243256240-243270092	1.0	16.0
DESI2	chr1:244686669-244691879	2.0	1.0
DESI2	chr1:244689342-244691884	3.0	1.0
COX20	chr1:244835736-244841944	1.0	2.0
EFCAB2	chr1:245059458-245075574	0.0	4.0
EFCAB2	chr1:245075611-245082083	0.0	4.0
NOC2L	chr1:945653-946147	16.0	2.0
NOC2L	chr1:945422-945518	17.0	1.0
C1orf159	chr1:1090587-1091472	1.0	6.0
C1orf159	chr1:1084086-1084353	7.0	1.0
SDF4	chr1:1218943-1223244	4.0	1.0
SDF4	chr1:1218922-1223244	4.0	1.0
SDF4	chr1:1218628-1218769	4.0	1.0
UBE2J2	chr1:1257310-1262170	2.0	1.0
ACAP3	chr1:1304143-1307337	0.0	23.0
ACAP3	chr1:1297933-1298030	13.0	10.0
ACAP3	chr1:1298113-1298185	12.0	11.0
ACAP3	chr1:1304143-1307072	0.0	23.0
ACAP3	chr1:1300068-1300154	8.0	15.0
ACAP3	chr1:1300930-1301988	5.0	18.0
INTS11	chr1:1319843-1320456	3.0	13.0
INTS11	chr1:1319885-1320456	3.0	13.0
INTS11	chr1:1321984-1323181	2.0	1.0
INTS11	chr1:1319705-1320456	3.0	13.0
INTS11	chr1:1321093-1322892	1.0	2.0
INTS11	chr1:1319433-1320456	3.0	13.0
INTS11	chr1:1320682-1320996	2.0	14.0
AURKAIP1	chr1:1374590-1374705	1.0	1.0
CCNL2	chr1:1388743-1390230	8.0	2.0
CCNL2	chr1:1390865-1392790	4.0	6.0
CCNL2	chr1:1391575-1392679	5.0	1.0
CCNL2	chr1:1390865-1392679	4.0	6.0
MRPL20	chr1:1406346-1406909	2.0	1.0
MRPL20	chr1:1405886-1406226	1.0	2.0
CDK11B	chr1:1642508-1649499	4.0	1.0
CDK11A	chr1:1708245-1708768	8.0	10.0
CDK11A	chr1:1705732-1707525	11.0	7.0
NADK	chr1:1756608-1756739	2.0	8.0
GNB1	chr1:1815862-1817687	1.0	7.0
MORN1	chr1:2385158-2385807	5.0	1.0
PEX10	chr1:2406895-2408456	3.0	2.0
PEX10	chr1:2408858-2410261	2.0	3.0
PEX10	chr1:2410868-2412391	1.0	4.0
PEX10	chr1:2408858-2409678	1.0	4.0
PANK4	chr1:2511383-2511628	14.0	4.0
PANK4	chr1:2514466-2515258	9.0	9.0
PANK4	chr1:2521800-2525601	0.0	18.0
PANK4	chr1:2515401-2515562	0.0	12.0
PANK4	chr1:2510748-2511338	15.0	3.0
LRRC47	chr1:3782763-3783770	3.0	3.0
CEP104	chr1:3826744-3828885	13.0	7.0
CEP104	chr1:3828971-3829133	13.0	1.0
CEP104	chr1:3836692-3837288	8.0	12.0
CEP104	chr1:3835092-3836915	7.0	12.0
CEP104	chr1:3835092-3836789	7.0	12.0
CEP104	chr1:3848781-3851686	0.0	20.0
C1orf174	chr1:3891816-3892883	2.0	1.0
C1orf174	chr1:3891057-3892741	1.0	2.0
C1orf174	chr1:3891779-3892741	1.0	2.0
NPHP4	chr1:5888610-5890868	0.0	3.0
NPHP4	chr1:5877298-5879346	17.0	11.0
NPHP4	chr1:5904746-5905292	14.0	4.0
NPHP4	chr1:5905475-5905632	13.0	5.0
RPL22	chr1:6197756-6198780	0.0	3.0
ICMT	chr1:6233643-6234405	1.0	3.0
ICMT	chr1:6234970-6235717	1.0	3.0
ACOT7	chr1:6282888-6294864	7.0	1.0
DNAJC11	chr1:6638619-6639902	11.0	4.0
DNAJC11	chr1:6644669-6645041	9.0	6.0
DNAJC11	chr1:6653387-6653911	5.0	3.0
DNAJC11	chr1:6645950-6651529	7.0	8.0
DNAJC11	chr1:6644674-6644969	8.0	7.0
DNAJC11	chr1:6654287-6667709	4.0	4.0
DNAJC11	chr1:6637504-6638083	11.0	4.0
UTS2	chr1:7853120-7853307	1.0	3.0
ENO1	chr1:8868577-8870452	3.0	2.0
ENO1	chr1:8866073-8866279	6.0	4.0
SLC2A5	chr1:9038929-9039056	7.0	4.0
CLSTN1	chr1:9747012-9749461	1.0	6.0
CLSTN1	chr1:9744643-9746889	1.0	6.0
LZIC	chr1:9932898-9934772	3.0	2.0
SRM	chr1:11059380-11059777	1.0	6.0
EXOSC10	chr1:11080514-11080764	12.0	11.0
EXOSC10	chr1:11091597-11095416	2.0	21.0
EXOSC10	chr1:11076948-11077330	16.0	7.0
EXOSC10	chr1:11081238-11082534	9.0	14.0
EXOSC10	chr1:11082768-11087448	9.0	14.0
MTOR	chr1:11213566-11216144	19.0	37.0
MTOR	chr1:11144848-11144968	30.0	24.0
MTOR	chr1:11117086-11121095	0.0	8.0
MAD2L2	chr1:11677614-11680372	2.0	5.0
MTHFR	chr1:11791745-11792278	9.0	1.0
MTHFR	chr1:11801416-11802881	1.0	9.0
MTHFR	chr1:11791326-11791637	8.0	2.0
MTHFR	chr1:11794477-11794729	6.0	4.0
CASP9	chr1:15507907-15518250	2.0	6.0
CASP9	chr1:15507133-15507873	3.0	5.0
ZBTB17	chr1:15942901-15943064	1.0	2.0
FBXO42	chr1:16253181-16253635	6.0	2.0
SDHB	chr1:17022730-17023094	5.0	2.0
ALDH4A1	chr1:18879373-18881419	7.0	7.0
ALDH4A1	chr1:18882672-18883124	7.0	7.0
UBR4	chr1:19118153-19118872	71.0	34.0
UBR4	chr1:19153899-19154918	44.0	61.0
UBR4	chr1:19099677-19100078	88.0	17.0
UBR4	chr1:19076902-19077785	1.0	2.0
EMC1	chr1:19220810-19222624	21.0	1.0
EMC1	chr1:19244015-19244739	1.0	21.0
EMC1	chr1:19234308-19235130	13.0	10.0
EMC1	chr1:19242473-19243418	3.0	19.0
EMC1	chr1:19219669-19220764	21.0	1.0
AKR7A2	chr1:19307101-19308158	1.0	3.0
TMCO4	chr1:19770569-19770796	1.0	12.0
HP1BP3	chr1:20776796-20779812	2.0	9.0
HP1BP3	chr1:20773610-20775724	0.0	6.0
HP1BP3	chr1:20765526-20767584	6.0	5.0
HP1BP3	chr1:20745656-20746891	9.0	2.0
HP1BP3	chr1:20773610-20775968	2.0	9.0
HP1BP3	chr1:20749975-20757166	8.0	3.0
EIF4G3	chr1:21001307-21002713	4.0	28.0
EIF4G3	chr1:21001324-21002713	1.0	4.0
EIF4G3	chr1:20865262-20879282	16.0	16.0
EIF4G3	chr1:21176377-21176722	2.0	31.0
EIF4G3	chr1:20847943-20849415	1.0	1.0
ECE1	chr1:21290156-21344937	0.0	18.0
ECE1	chr1:21256138-21256688	6.0	12.0
USP48	chr1:21729829-21736430	9.0	17.0
USP48	chr1:21756963-21757663	2.0	24.0
USP48	chr1:21729832-21736430	9.0	17.0
USP48	chr1:21704387-21705727	19.0	7.0
USP48	chr1:21756702-21756829	1.0	25.0
USP48	chr1:21705876-21706126	18.0	8.0
HNRNPR	chr1:23306503-23310828	0.0	3.0
GALE	chr1:23798225-23798615	2.0	7.0
GALE	chr1:23797107-23797695	5.0	4.0
FUCA1	chr1:23865625-23867724	0.0	7.0
SRSF10	chr1:23978817-23979841	0.0	5.0
STPG1	chr1:24379823-24383867	2.0	5.0
STPG1	chr1:24392067-24401319	1.0	6.0
RUNX3	chr1:24907524-24919240	4.0	1.0
RSRP1	chr1:25243633-25244454	1.0	2.0
RSRP1	chr1:25243633-25244177	0.0	3.0
RSRP1	chr1:25244498-25245150	0.0	1.0
RSRP1	chr1:25244224-25244454	1.0	1.0
RSRP1	chr1:25244224-25245150	2.0	1.0
RSRP1	chr1:25245301-25245991	0.0	2.0
UBXN11	chr1:26284482-26284750	8.0	5.0
GPN2	chr1:26886133-26888897	1.0	3.0
SLC9A1	chr1:27109777-27113791	2.0	9.0
FGR	chr1:27623070-27623691	2.0	8.0
FGR	chr1:27614639-27614850	8.0	2.0
FGR	chr1:27614922-27615434	7.0	3.0
TAF12	chr1:28622165-28623942	1.0	4.0
SRSF4	chr1:29154910-29159349	3.0	2.0
SRSF4	chr1:29166866-29168503	2.0	1.0
SRSF4	chr1:29160058-29160375	2.0	3.0
SRSF4	chr1:29160091-29160375	2.0	3.0
SRSF4	chr1:29166912-29168523	2.0	1.0
SRSF4	chr1:29159486-29159864	1.0	4.0
PUM1	chr1:30966278-30967099	11.0	9.0
PUM1	chr1:30941272-30941922	18.0	2.0
PUM1	chr1:31028864-31059299	1.0	19.0
PUM1	chr1:30941272-30941626	17.0	3.0
PUM1	chr1:31055380-31059204	1.0	19.0
PUM1	chr1:30967310-30968297	9.0	11.0
PUM1	chr1:30953818-30964674	13.0	7.0
SNRNP40	chr1:31260121-31260955	8.0	1.0
PEF1	chr1:31635522-31644190	0.0	4.0
PEF1	chr1:31635522-31644262	0.0	4.0
PEF1	chr1:31635522-31644123	0.0	4.0
PEF1	chr1:31633314-31634834	1.0	3.0
PEF1	chr1:31635522-31644380	0.0	4.0
PTP4A2	chr1:31911826-31915891	2.0	2.0
TMEM234	chr1:32217577-32221131	3.0	2.0
BSDC1	chr1:32383906-32386779	3.0	7.0
BSDC1	chr1:32383939-32386779	3.0	7.0
BSDC1	chr1:32369338-32376262	9.0	1.0
ZBTB8OS	chr1:32627544-32633951	1.0	2.0
ZBTB8OS	chr1:32633354-32633645	0.0	2.0
ZBTB8OS	chr1:32627865-32631827	4.0	1.0
ZBTB8OS	chr1:32634110-32634702	1.0	4.0
ZBTB8OS	chr1:32634110-32650429	1.0	4.0
ZBTB8OS	chr1:32634792-32650402	0.0	2.0
ZBTB8OS	chr1:32634072-32650433	1.0	4.0
ZBTB8OS	chr1:32634072-32650402	0.0	5.0
ZBTB8OS	chr1:32634110-32634768	2.0	4.0
ZBTB8OS	chr1:32627544-32633262	3.0	2.0
ZBTB8OS	chr1:32632345-32633645	3.0	2.0
ZBTB8OS	chr1:32634792-32650425	0.0	2.0
YARS1	chr1:32791254-32797592	4.0	8.0
PHC2	chr1:33332404-33334185	9.0	4.0
PHC2	chr1:33331699-33332275	10.0	3.0
PHC2	chr1:33331462-33331625	9.0	4.0
ZMYM6	chr1:35010597-35010951	8.0	6.0
ZMYM6	chr1:35012739-35014697	5.0	9.0
SFPQ	chr1:35184844-35187001	0.0	3.0
SFPQ	chr1:35178036-35184569	0.0	3.0
SFPQ	chr1:35178036-35187001	0.0	3.0
KIAA0319L	chr1:35476595-35478966	0.0	5.0
KIAA0319L	chr1:35453689-35454237	9.0	10.0
KIAA0319L	chr1:35450509-35451524	11.0	8.0
KIAA0319L	chr1:35441322-35442246	18.0	1.0
KIAA0319L	chr1:35460437-35462421	6.0	13.0
KIAA0319L	chr1:35464928-35466608	0.0	5.0
KIAA0319L	chr1:35455296-35456013	9.0	10.0
KIAA0319L	chr1:35460433-35462621	7.0	12.0
CLSPN	chr1:35737421-35737698	21.0	3.0
OSCP1	chr1:36431860-36432422	3.0	6.0
MRPS15	chr1:36463850-36464219	3.0	4.0
MEAF6	chr1:37513538-37514517	0.0	6.0
GNL2	chr1:37582936-37583694	5.0	10.0
C1orf109	chr1:37683476-37686273	2.0	1.0
C1orf109	chr1:37686452-37689658	1.0	2.0
INPP5B	chr1:37889724-37890616	6.0	16.0
INPP5B	chr1:37878492-37880085	14.0	8.0
INPP5B	chr1:37889720-37891358	7.0	15.0
INPP5B	chr1:37885825-37886573	10.0	12.0
INPP5B	chr1:37891454-37931909	6.0	16.0
RRAGC	chr1:38855907-38856705	1.0	5.0
MYCBP	chr1:38867610-38872573	1.0	3.0
PABPC4	chr1:39562416-39563527	10.0	3.0
PABPC4	chr1:39570002-39571097	2.0	12.0
BMP8B	chr1:39774425-39774849	2.0	4.0
TRIT1	chr1:39857417-39876062	0.0	2.0
TRIT1	chr1:39865667-39883318	0.0	3.0
TRIT1	chr1:39852951-39853970	3.0	7.0
TRIT1	chr1:39848097-39850123	5.0	5.0
TRIT1	chr1:39850261-39853970	0.0	3.0
TRIT1	chr1:39876132-39883318	0.0	3.0
TRIT1	chr1:39847747-39847986	6.0	4.0
TRIT1	chr1:39857417-39864710	0.0	2.0
PPT1	chr1:40089582-40091329	4.0	4.0
PPT1	chr1:40092500-40097115	1.0	7.0
PPT1	chr1:40092507-40097111	1.0	7.0
PPT1	chr1:40092507-40096809	0.0	8.0
COL9A2	chr1:40314387-40315238	1.0	30.0
COL9A2	chr1:40306401-40307446	19.0	12.0
COL9A2	chr1:40304847-40304926	20.0	11.0
SCMH1	chr1:41117010-41142874	6.0	8.0
SCMH1	chr1:41034102-41037362	10.0	2.0
SCMH1	chr1:41113553-41116922	6.0	8.0
SCMH1	chr1:41037541-41046418	9.0	3.0
SCMH1	chr1:41034119-41037362	10.0	2.0
SCMH1	chr1:41037541-41045713	8.0	4.0
FOXJ3	chr1:42278784-42311050	1.0	10.0
P3H1	chr1:42750336-42751641	9.0	5.0
P3H1	chr1:42759393-42762323	2.0	12.0
P3H1	chr1:42757945-42758852	4.0	10.0
P3H1	chr1:42751834-42752274	2.0	4.0
P3H1	chr1:42751740-42752274	2.0	4.0
P3H1	chr1:42756455-42757783	5.0	9.0
SLC2A1	chr1:42929780-42930626	1.0	2.0
ELOVL1	chr1:43365097-43365186	2.0	4.0
ELOVL1	chr1:43364460-43364615	5.0	1.0
MED8	chr1:43387607-43388310	2.0	4.0
TMEM53	chr1:44660295-44673767	0.0	2.0
MUTYH	chr1:45334511-45340223	1.0	14.0
MUTYH	chr1:45334511-45340203	1.0	14.0
MUTYH	chr1:45330068-45330516	0.0	5.0
MUTYH	chr1:45333617-45334391	1.0	13.0
MUTYH	chr1:45331872-45332023	11.0	3.0
MUTYH	chr1:45333497-45334391	1.0	13.0
MUTYH	chr1:45333324-45334391	1.0	4.0
MUTYH	chr1:45334511-45339662	0.0	15.0
MUTYH	chr1:45329437-45329889	13.0	1.0
CCDC163	chr1:45497383-45498443	1.0	3.0
GPBP1L1	chr1:45633675-45634096	6.0	3.0
GPBP1L1	chr1:45655319-45658561	0.0	9.0
IPP	chr1:45714354-45716895	6.0	2.0
PIK3R3	chr1:46080750-46131902	1.0	8.0
POMGNT1	chr1:46190517-46190745	17.0	3.0
