Gene_name	Intron_coord	PTC_position	Exon_length
UHMK1	chr1:162500247-162500650	360	453
HSD17B7	chr1:162806290-162812298	771	897
HSD17B7	chr1:162796677-162797828	84	90
HSD17B7	chr1:162799937-162802832	687	702
HSD17B7	chr1:162790835-162792565	288	300
NUF2	chr1:163343870-163345682	15	135
NUF2	chr1:163339477-163340368	135	138
NUF2	chr1:163328304-163328458	381	450
NUF2	chr1:163327562-163327898	387	405
NUF2	chr1:163328530-163328846	222	303
NUF2	chr1:163327930-163328228	351	441
MGST3	chr1:165652035-165653697	561	654
UCK2	chr1:165904167-165905921	837	987
MPZL1	chr1:167772488-167773238	30	132
DCAF6	chr1:167937252-167951800	198	339
C1orf112	chr1:169850566-169851817	105	300
C1orf112	chr1:169807929-169821400	351	360
GORAB	chr1:170532403-170533464	141	186
GORAB	chr1:170539571-170542491	39	102
GORAB	chr1:170532403-170539210	282	357
PRRC2C	chr1:171522556-171523221	291	378
METTL13	chr1:171782714-171783740	573	747
METTL13	chr1:171787930-171790000	468	618
DARS2	chr1:173856856-173857518	90	189
RABGAP1L	chr1:174252773-174272414	177	294
RABGAP1L	chr1:174958173-174969277	618	717
TOR3A	chr1:179082387-179082719	300	336
TOR3A	chr1:179082335-179082940	69	114
TOR3A	chr1:179082387-179082785	219	270
TOR1AIP1	chr1:179904767-179907823	735	801
TOR1AIP1	chr1:179884769-179887829	15	102
TOR1AIP1	chr1:179904022-179904652	15	102
TOR1AIP1	chr1:179887959-179889313	15	102
TOR1AIP1	chr1:179883778-179884692	687	912
CEP350	chr1:179990837-179992062	147	330
XPR1	chr1:180787854-180803393	177	219
CACNA1E	chr1:181776228-181778953	585	588
DHX9	chr1:182877047-182878021	138	216
SMG7	chr1:183518682-183526596	768	996
SMG7	chr1:183528027-183528968	60	75
SMG7	chr1:183526767-183527626	330	402
SMG7	chr1:183472649-183512841	15	30
SMG7	chr1:183515991-183517626	150	195
TSEN15	chr1:184054863-184058161	75	84
TSEN15	chr1:184051890-184054361	69	75
TSEN15	chr1:184054435-184072157	27	96
TSEN15	chr1:184054863-184070616	75	84
TSEN15	chr1:184070732-184072157	27	96
TSEN15	chr1:184058240-184072157	27	96
TSEN15	chr1:184054863-184072051	189	261
RNF2	chr1:185087640-185091565	171	174
ODR4	chr1:186388548-186389583	75	141
ODR4	chr1:186399043-186406083	120	186
PLA2G4A	chr1:186956181-186965409	120	183
RGS1	chr1:192576056-192576285	123	264
CDC73	chr1:193122561-193125112	225	360
CDC73	chr1:193138173-193141073	864	996
CDC73	chr1:193122606-193125112	270	405
PTPRC	chr1:198729171-198729634	33	132
PTPRC	chr1:198729765-198731617	570	630
CAMSAP2	chr1:200847292-200852541	105	129
INAVA	chr1:200907887-200908116	756	825
INAVA	chr1:200908549-200908730	573	717
IPO9	chr1:201829353-201847279	33	60
TIMM17A	chr1:201957574-201962804	918	942
RNPEP	chr1:201996409-201997319	33	264
RNPEP	chr1:202000072-202001376	33	171
RNPEP	chr1:201983884-201988904	303	420
TMEM183A	chr1:203016140-203017756	801	804
TMEM183A	chr1:203016140-203018501	147	156
TMEM183A	chr1:203016140-203017759	768	801
PPFIA4	chr1:203056178-203056452	210	216
PPFIA4	chr1:203048980-203049165	573	603
BTG2	chr1:203306250-203307104	165	642
LAX1	chr1:203771477-203771860	228	288
ZC3H11A	chr1:203850026-203850495	165	186
ZC3H11A	chr1:203834102-203837966	192	312
SNRPE	chr1:203862226-203863663	33	63
IKBKE	chr1:206476366-206476678	144	162
IKBKE	chr1:206485289-206487914	9	75
IKBKE	chr1:206474994-206476103	243	261
MAPKAPK2	chr1:206729475-206730001	69	96
MAPKAPK2	chr1:206732084-206732575	144	246
MAPKAPK2	chr1:206685857-206728710	156	627
MAPKAPK2	chr1:206732087-206732575	147	249
CD55	chr1:207367487-207370709	147	189
CD55	chr1:207325721-207326796	18	42
CD55	chr1:207339417-207385222	33	81
CD55	chr1:207370834-207372769	147	189
CD55	chr1:207339417-207358516	147	189
CR2	chr1:207471499-207471854	165	174
CR2	chr1:207454955-207466526	96	537
CR2	chr1:207469232-207470036	3	66
CR2	chr1:207466905-207468527	156	189
CD46	chr1:207768772-207770321	924	993
CD46	chr1:207767195-207769948	264	414
CD46	chr1:207790324-207793519	15	36
TRAF3IP3	chr1:209780606-209781350	75	108
TRAF3IP3	chr1:209775736-209777356	108	132
TRAF3IP3	chr1:209776124-209777352	123	135
TRAF3IP3	chr1:209775489-209775574	147	162
TRAF3IP3	chr1:209779374-209780475	96	132
RCOR3	chr1:211291599-211295676	75	78
RCOR3	chr1:211271874-211274210	537	642
RCOR3	chr1:211259860-211260108	45	57
RCOR3	chr1:211289396-211291524	75	78
RCOR3	chr1:211304140-211312355	582	606
PPP2R5A	chr1:212356676-212356963	84	105
PPP2R5A	chr1:212334024-212342188	345	528
PPP2R5A	chr1:212348021-212348389	609	675
PPP2R5A	chr1:212342280-212345790	114	144
PPP2R5A	chr1:212329270-212333497	69	93
NENF	chr1:212433120-212442546	15	78
TATDN3	chr1:212794840-212795095	6	93
FLVCR1	chr1:212864519-212872678	642	795
FLVCR1	chr1:212863869-212870054	105	147
FLVCR1	chr1:212863869-212864393	105	147
VASH2	chr1:212967096-212972580	669	828
VASH2	chr1:212972961-212973424	627	645
SMYD2	chr1:214334836-214336704	516	639
LYPLAL1	chr1:219174304-219179147	180	414
MTARC2	chr1:220755122-220761658	159	162
MTARC2	chr1:220748803-220754368	738	753
MIA3	chr1:222663031-222663998	672	780
MIA3	chr1:222649791-222650292	864	963
BROX	chr1:222719359-222724100	57	66
BROX	chr1:222727257-222728759	21	69
DISP1	chr1:222942970-222983080	18	123
DISP1	chr1:222991647-222991855	222	258
CAPN2	chr1:223761739-223762186	102	159
DEGS1	chr1:224183782-224189577	255	444
DEGS1	chr1:224183831-224189577	306	495
PSEN2	chr1:226883919-226885461	75	219
PSEN2	chr1:226891849-226894007	108	117
PSEN2	chr1:226890133-226890656	624	705
PSEN2	chr1:226882048-226883710	186	210
PSEN2	chr1:226889049-226889758	369	375
PSEN2	chr1:226890965-226891278	822	930
PSEN2	chr1:226891365-226891743	84	102
GUK1	chr1:228146938-228147410	105	135
GUK1	chr1:228141829-228145511	84	114
GUK1	chr1:228140363-228141124	594	705
GUK1	chr1:228141288-228145511	819	984
RNF187	chr1:228488485-228488960	531	996
RAB4A	chr1:229288843-229295020	822	891
COG2	chr1:230669122-230669356	267	447
COG2	chr1:230668784-230668927	585	609
COG2	chr1:230661557-230663141	651	798
COG2	chr1:230684440-230685085	765	867
ARV1	chr1:230979519-230988320	252	414
ARV1	chr1:230979256-230988320	78	120
ARV1	chr1:230988439-230990150	12	114
GNPAT	chr1:231267911-231270758	0	234
NTPCR	chr1:232951132-232955557	273	420
TBCE	chr1:235433171-235434204	27	78
TBCE	chr1:235414618-235427140	84	96
TBCE	chr1:235342346-235342836	90	93
TBCE	chr1:235434280-235437322	36	69
TBCE	chr1:235413997-235414433	84	96
TBCE	chr1:235427239-235434204	84	96
TBCE	chr1:235380149-235413876	549	594
TBCE	chr1:235442961-235448349	0	111
TBCE	chr1:235414618-235434204	84	96
TBCE	chr1:235438926-235441814	51	69
GPR137B	chr1:236205250-236207133	45	54
LGALS8	chr1:236537585-236538886	174	204
LGALS8	chr1:236545293-236548012	342	546
KMO	chr1:241565058-241566567	6	45
EXO1	chr1:241861502-241866585	465	471
EXO1	chr1:241857482-241858630	48	87
SDCCAG8	chr1:243256240-243270092	60	165
DESI2	chr1:244686669-244691879	123	141
DESI2	chr1:244689342-244691884	99	138
COX20	chr1:244835736-244841944	105	114
EFCAB2	chr1:245059458-245075574	78	84
EFCAB2	chr1:245075611-245082083	78	84
NOC2L	chr1:945653-946147	123	138
NOC2L	chr1:945422-945518	261	366
C1orf159	chr1:1090587-1091472	201	234
C1orf159	chr1:1084086-1084353	102	171
SDF4	chr1:1218943-1223244	162	177
SDF4	chr1:1218922-1223244	162	177
SDF4	chr1:1218628-1218769	162	171
UBE2J2	chr1:1257310-1262170	90	222
ACAP3	chr1:1304143-1307337	138	477
ACAP3	chr1:1297933-1298030	90	111
ACAP3	chr1:1298113-1298185	54	102
ACAP3	chr1:1304143-1307072	405	744
ACAP3	chr1:1300068-1300154	33	75
ACAP3	chr1:1300930-1301988	399	423
INTS11	chr1:1319843-1320456	519	549
INTS11	chr1:1319885-1320456	519	591
INTS11	chr1:1321984-1323181	834	987
INTS11	chr1:1319705-1320456	402	411
INTS11	chr1:1321093-1322892	234	396
INTS11	chr1:1319433-1320456	90	138
INTS11	chr1:1320682-1320996	180	225
AURKAIP1	chr1:1374590-1374705	543	591
CCNL2	chr1:1388743-1390230	702	789
CCNL2	chr1:1390865-1392790	600	669
CCNL2	chr1:1391575-1392679	102	126
CCNL2	chr1:1390865-1392679	711	780
MRPL20	chr1:1406346-1406909	324	537
MRPL20	chr1:1405886-1406226	432	792
CDK11B	chr1:1642508-1649499	474	603
CDK11A	chr1:1708245-1708768	57	66
CDK11A	chr1:1705732-1707525	117	123
NADK	chr1:1756608-1756739	363	573
GNB1	chr1:1815862-1817687	135	189
MORN1	chr1:2385158-2385807	147	183
PEX10	chr1:2406895-2408456	141	177
PEX10	chr1:2408858-2410261	309	405
PEX10	chr1:2410868-2412391	387	498
PEX10	chr1:2408858-2409678	444	774
PANK4	chr1:2511383-2511628	0	45
PANK4	chr1:2514466-2515258	279	459
PANK4	chr1:2521800-2525601	729	987
PANK4	chr1:2515401-2515562	162	177
PANK4	chr1:2510748-2511338	54	69
LRRC47	chr1:3782763-3783770	156	342
CEP104	chr1:3826744-3828885	369	489
CEP104	chr1:3828971-3829133	120	240
CEP104	chr1:3836692-3837288	174	198
CEP104	chr1:3835092-3836915	222	603
CEP104	chr1:3835092-3836789	348	729
CEP104	chr1:3848781-3851686	603	720
C1orf174	chr1:3891816-3892883	96	189
C1orf174	chr1:3891057-3892741	3	255
C1orf174	chr1:3891779-3892741	3	255
NPHP4	chr1:5888610-5890868	3	33
NPHP4	chr1:5877298-5879346	726	894
NPHP4	chr1:5904746-5905292	45	132
NPHP4	chr1:5905475-5905632	114	186
RPL22	chr1:6197756-6198780	462	792
ICMT	chr1:6233643-6234405	477	570
ICMT	chr1:6234970-6235717	33	84
ACOT7	chr1:6282888-6294864	156	165
DNAJC11	chr1:6638619-6639902	318	327
DNAJC11	chr1:6644669-6645041	78	114
DNAJC11	chr1:6653387-6653911	447	558
DNAJC11	chr1:6645950-6651529	129	162
DNAJC11	chr1:6644674-6644969	66	156
DNAJC11	chr1:6654287-6667709	345	375
DNAJC11	chr1:6637504-6638083	42	282
UTS2	chr1:7853120-7853307	213	222
ENO1	chr1:8868577-8870452	576	588
ENO1	chr1:8866073-8866279	708	789
SLC2A5	chr1:9038929-9039056	288	606
CLSTN1	chr1:9747012-9749461	78	123
CLSTN1	chr1:9744643-9746889	78	123
LZIC	chr1:9932898-9934772	78	96
SRM	chr1:11059380-11059777	39	156
EXOSC10	chr1:11080514-11080764	12	18
EXOSC10	chr1:11091597-11095416	132	468
EXOSC10	chr1:11076948-11077330	27	105
EXOSC10	chr1:11081238-11082534	135	345
EXOSC10	chr1:11082768-11087448	12	81
MTOR	chr1:11213566-11216144	114	168
MTOR	chr1:11144848-11144968	192	201
MTOR	chr1:11117086-11121095	72	84
MAD2L2	chr1:11677614-11680372	48	72
MTHFR	chr1:11791745-11792278	519	537
MTHFR	chr1:11801416-11802881	201	258
MTHFR	chr1:11791326-11791637	573	741
MTHFR	chr1:11794477-11794729	117	120
CASP9	chr1:15507907-15518250	24	36
CASP9	chr1:15507133-15507873	222	234
ZBTB17	chr1:15942901-15943064	186	372
FBXO42	chr1:16253181-16253635	45	84
SDHB	chr1:17022730-17023094	810	981
ALDH4A1	chr1:18879373-18881419	276	468
ALDH4A1	chr1:18882672-18883124	882	972
UBR4	chr1:19118153-19118872	276	333
UBR4	chr1:19153899-19154918	117	132
UBR4	chr1:19099677-19100078	243	495
UBR4	chr1:19076902-19077785	144	282
EMC1	chr1:19220810-19222624	63	129
EMC1	chr1:19244015-19244739	159	294
EMC1	chr1:19234308-19235130	57	129
EMC1	chr1:19242473-19243418	192	291
EMC1	chr1:19219669-19220764	63	102
AKR7A2	chr1:19307101-19308158	183	186
TMCO4	chr1:19770569-19770796	471	687
HP1BP3	chr1:20776796-20779812	162	201
HP1BP3	chr1:20773610-20775724	867	879
HP1BP3	chr1:20765526-20767584	75	150
HP1BP3	chr1:20745656-20746891	648	765
HP1BP3	chr1:20773610-20775968	624	783
HP1BP3	chr1:20749975-20757166	213	252
EIF4G3	chr1:21001307-21002713	147	180
EIF4G3	chr1:21001324-21002713	117	126
EIF4G3	chr1:20865262-20879282	141	147
EIF4G3	chr1:21176377-21176722	66	75
EIF4G3	chr1:20847943-20849415	81	117
ECE1	chr1:21290156-21344937	0	441
ECE1	chr1:21256138-21256688	723	903
USP48	chr1:21729829-21736430	114	126
USP48	chr1:21756963-21757663	411	417
USP48	chr1:21729832-21736430	114	129
USP48	chr1:21704387-21705727	105	126
USP48	chr1:21756702-21756829	759	957
USP48	chr1:21705876-21706126	141	150
HNRNPR	chr1:23306503-23310828	21	48
GALE	chr1:23798225-23798615	27	108
GALE	chr1:23797107-23797695	39	69
FUCA1	chr1:23865625-23867724	168	561
SRSF10	chr1:23978817-23979841	345	414
STPG1	chr1:24379823-24383867	9	135
STPG1	chr1:24392067-24401319	471	507
RUNX3	chr1:24907524-24919240	258	267
RSRP1	chr1:25243633-25244454	639	849
RSRP1	chr1:25243633-25244177	168	195
RSRP1	chr1:25244498-25245150	939	948
RSRP1	chr1:25244224-25244454	639	849
RSRP1	chr1:25244224-25245150	666	675
RSRP1	chr1:25245301-25245991	204	972
UBXN11	chr1:26284482-26284750	591	792
GPN2	chr1:26886133-26888897	24	228
SLC9A1	chr1:27109777-27113791	174	252
FGR	chr1:27623070-27623691	96	99
FGR	chr1:27614639-27614850	195	210
FGR	chr1:27614922-27615434	30	72
TAF12	chr1:28622165-28623942	201	252
SRSF4	chr1:29154910-29159349	153	216
SRSF4	chr1:29166866-29168503	120	138
SRSF4	chr1:29160058-29160375	642	684
SRSF4	chr1:29160091-29160375	690	717
SRSF4	chr1:29166912-29168523	156	183
SRSF4	chr1:29159486-29159864	447	654
PUM1	chr1:30966278-30967099	216	297
PUM1	chr1:30941272-30941922	120	123
PUM1	chr1:31028864-31059299	51	69
PUM1	chr1:30941272-30941626	255	498
PUM1	chr1:31055380-31059204	270	375
PUM1	chr1:30967310-30968297	0	195
PUM1	chr1:30953818-30964674	30	105
SNRNP40	chr1:31260121-31260955	522	678
PEF1	chr1:31635522-31644190	639	675
PEF1	chr1:31635522-31644262	567	603
PEF1	chr1:31635522-31644123	705	741
PEF1	chr1:31633314-31634834	378	687
PEF1	chr1:31635522-31644380	447	483
PTP4A2	chr1:31911826-31915891	117	132
TMEM234	chr1:32217577-32221131	261	318
BSDC1	chr1:32383906-32386779	42	75
BSDC1	chr1:32383939-32386779	102	108
BSDC1	chr1:32369338-32376262	777	891
ZBTB8OS	chr1:32627544-32633951	813	843
ZBTB8OS	chr1:32633354-32633645	51	111
ZBTB8OS	chr1:32627865-32631827	354	360
ZBTB8OS	chr1:32634110-32634702	51	162
ZBTB8OS	chr1:32634110-32650429	51	162
ZBTB8OS	chr1:32634792-32650402	21	126
ZBTB8OS	chr1:32634072-32650433	51	123
ZBTB8OS	chr1:32634072-32650402	21	126
ZBTB8OS	chr1:32634110-32634768	51	162
ZBTB8OS	chr1:32627544-32633262	306	465
ZBTB8OS	chr1:32632345-32633645	495	519
ZBTB8OS	chr1:32634792-32650425	0	105
YARS1	chr1:32791254-32797592	21	252
PHC2	chr1:33332404-33334185	63	129
PHC2	chr1:33331699-33332275	288	351
PHC2	chr1:33331462-33331625	630	780
ZMYM6	chr1:35010597-35010951	48	153
ZMYM6	chr1:35012739-35014697	108	309
SFPQ	chr1:35184844-35187001	63	69
SFPQ	chr1:35178036-35184569	63	69
SFPQ	chr1:35178036-35187001	63	69
KIAA0319L	chr1:35476595-35478966	249	255
KIAA0319L	chr1:35453689-35454237	75	249
KIAA0319L	chr1:35450509-35451524	66	255
KIAA0319L	chr1:35441322-35442246	213	276
KIAA0319L	chr1:35460437-35462421	39	294
KIAA0319L	chr1:35464928-35466608	249	255
KIAA0319L	chr1:35455296-35456013	885	933
KIAA0319L	chr1:35460433-35462621	72	129
CLSPN	chr1:35737421-35737698	264	399
OSCP1	chr1:36431860-36432422	42	57
MRPS15	chr1:36463850-36464219	30	48
MEAF6	chr1:37513538-37514517	126	228
GNL2	chr1:37582936-37583694	102	240
C1orf109	chr1:37683476-37686273	129	159
C1orf109	chr1:37686452-37689658	60	180
INPP5B	chr1:37889724-37890616	738	840
INPP5B	chr1:37878492-37880085	234	306
INPP5B	chr1:37889720-37891358	51	165
INPP5B	chr1:37885825-37886573	282	432
INPP5B	chr1:37891454-37931909	87	99
RRAGC	chr1:38855907-38856705	63	378
MYCBP	chr1:38867610-38872573	261	516
PABPC4	chr1:39562416-39563527	60	216
PABPC4	chr1:39570002-39571097	132	252
BMP8B	chr1:39774425-39774849	48	120
TRIT1	chr1:39857417-39876062	93	156
TRIT1	chr1:39865667-39883318	93	162
TRIT1	chr1:39852951-39853970	171	219
TRIT1	chr1:39848097-39850123	105	111
TRIT1	chr1:39850261-39853970	93	162
TRIT1	chr1:39876132-39883318	93	162
TRIT1	chr1:39847747-39847986	195	201
TRIT1	chr1:39857417-39864710	93	156
PPT1	chr1:40089582-40091329	159	174
PPT1	chr1:40092500-40097115	84	102
PPT1	chr1:40092507-40097111	69	111
PPT1	chr1:40092507-40096809	297	429
COL9A2	chr1:40314387-40315238	339	426
COL9A2	chr1:40306401-40307446	63	258
COL9A2	chr1:40304847-40304926	744	843
SCMH1	chr1:41117010-41142874	108	243
SCMH1	chr1:41034102-41037362	87	120
SCMH1	chr1:41113553-41116922	243	270
SCMH1	chr1:41037541-41046418	174	180
SCMH1	chr1:41034119-41037362	57	138
SCMH1	chr1:41037541-41045713	645	885
FOXJ3	chr1:42278784-42311050	399	438
P3H1	chr1:42750336-42751641	450	729
P3H1	chr1:42759393-42762323	189	192
P3H1	chr1:42757945-42758852	69	162
P3H1	chr1:42751834-42752274	108	129
P3H1	chr1:42751740-42752274	108	129
P3H1	chr1:42756455-42757783	894	906
SLC2A1	chr1:42929780-42930626	12	162
ELOVL1	chr1:43365097-43365186	96	168
ELOVL1	chr1:43364460-43364615	108	135
MED8	chr1:43387607-43388310	99	105
TMEM53	chr1:44660295-44673767	552	624
MUTYH	chr1:45334511-45340223	111	123
MUTYH	chr1:45334511-45340203	33	120
MUTYH	chr1:45330068-45330516	75	111
MUTYH	chr1:45333617-45334391	174	204
MUTYH	chr1:45331872-45332023	99	135
MUTYH	chr1:45333497-45334391	75	84
MUTYH	chr1:45333324-45334391	549	561
MUTYH	chr1:45334511-45339662	411	591
MUTYH	chr1:45329437-45329889	567	669
CCDC163	chr1:45497383-45498443	621	999
GPBP1L1	chr1:45633675-45634096	129	186
GPBP1L1	chr1:45655319-45658561	426	525
IPP	chr1:45714354-45716895	18	108
PIK3R3	chr1:46080750-46131902	78	108
POMGNT1	chr1:46190517-46190745	39	45
POMGNT1	chr1:46188980-46189180	273	387
POMGNT1	chr1:46193442-46193564	117	138
POMGNT1	chr1:46190517-46192098	24	45
POMGNT1	chr1:46193639-46193777	72	147
POMGNT1	chr1:46197080-46197702	87	111
POMGNT1	chr1:46193616-46193855	12	54
POMGNT1	chr1:46190621-46190720	66	150
MKNK1	chr1:46565136-46568238	189	261
MKNK1	chr1:46561673-46562649	150	195
MKNK1	chr1:46565136-46568317	111	183
MKNK1	chr1:46580627-46582814	285	513
ATPAF1	chr1:46663923-46665256	87	108
EFCAB14	chr1:46685144-46686784	552	654
EFCAB14	chr1:46708051-46716291	135	147
STIL	chr1:47281209-47281616	690	846
FAF1	chr1:50857997-50959672	9	138
EPS15	chr1:51361293-51363866	102	123
EPS15	chr1:51508771-51519199	3	27
EPS15	chr1:51472948-51474404	3	27
EPS15	chr1:51474525-51481273	3	27
EPS15	chr1:51356846-51360425	654	930
EPS15	chr1:51447266-51448046	294	306
NRDC	chr1:51834057-51836131	36	42
NRDC	chr1:51836438-51837456	15	165
NRDC	chr1:51836438-51840226	252	306
NRDC	chr1:51795208-51798249	348	384
CC2D1B	chr1:52356442-52356755	120	372
CC2D1B	chr1:52354454-52354608	81	123
CC2D1B	chr1:52361132-52361478	135	159
CC2D1B	chr1:52357174-52357526	135	174
CC2D1B	chr1:52362925-52364552	309	324
CC2D1B	chr1:52359836-52360074	0	75
CC2D1B	chr1:52353647-52354365	81	123
ORC1	chr1:52389321-52393386	51	417
ORC1	chr1:52389321-52393390	48	414
TUT4	chr1:52408460-52409486	126	213
TUT4	chr1:52445572-52445787	39	60
COA7	chr1:52692867-52697909	87	417
ECHDC2	chr1:52905436-52906519	306	402
ECHDC2	chr1:52906611-52907014	801	942
ECHDC2	chr1:52911790-52921483	57	69
LRP8	chr1:53292292-53326873	18	93
LRP8	chr1:53248591-53249380	66	147
LRP8	chr1:53289689-53312969	18	93
LRP8	chr1:53257464-53258009	66	225
LRP8	chr1:53289689-53313573	18	93
LRP8	chr1:53247056-53248463	21	126
LRP8	chr1:53262207-53264169	24	117
LRP8	chr1:53254957-53255117	66	147
LRP8	chr1:53250862-53254911	60	276
LRP8	chr1:53274820-53275631	18	93
LRP8	chr1:53258074-53258319	792	834
LRP8	chr1:53271346-53274643	18	93
LRP8	chr1:53313743-53326873	18	93
LRP8	chr1:53326992-53327258	240	654
LRP8	chr1:53266699-53271028	24	228
YIPF1	chr1:53878722-53882943	162	333
HSPB11	chr1:53928435-53930039	48	63
CYB5RL	chr1:54187882-54190748	210	231
CYB5RL	chr1:54187739-54190738	72	87
USP24	chr1:55084421-55085942	615	648
USP24	chr1:55104020-55105400	696	864
OMA1	chr1:58533550-58533953	192	228
MYSM1	chr1:58689116-58689276	903	975
MYSM1	chr1:58689116-58689294	885	957
MYSM1	chr1:58689367-58690226	273	330
MYSM1	chr1:58667921-58668430	0	252
MYSM1	chr1:58685251-58690226	108	192
TM2D1	chr1:61724425-61724902	171	210
TM2D1	chr1:61723772-61724288	693	780
TM2D1	chr1:61724425-61724920	153	192
TM2D1	chr1:61723772-61724920	60	147
TM2D1	chr1:61723772-61724902	78	165
DOCK7	chr1:62578966-62586507	84	117
DOCK7	chr1:62495904-62496339	306	324
DOCK7	chr1:62633935-62634773	405	438
DOCK7	chr1:62633578-62633900	60	81
DOCK7	chr1:62487452-62488934	63	126
DOCK7	chr1:62638379-62647691	60	81
DOCK7	chr1:62476156-62477007	633	819
ITGB3BP	chr1:63508570-63523125	0	9
JAK1	chr1:64857774-64860105	117	120
JAK1	chr1:64879148-64882892	213	582
SERBP1	chr1:67426285-67429436	312	864
SERBP1	chr1:67424959-67425198	63	72
DEPDC1	chr1:68481612-68482641	150	171
ZRANB2	chr1:71066934-71069267	3	96
ZZZ3	chr1:77584655-77633115	69	138
USP33	chr1:77740934-77741376	33	57
USP33	chr1:77713281-77715742	39	45
FUBP1	chr1:77960495-77962772	27	153
GNG5	chr1:84501970-84505306	513	786
CTBS	chr1:84563914-84565841	135	180
CTBS	chr1:84570720-84573916	264	498
SSX2IP	chr1:84647607-84649671	654	858
SSX2IP	chr1:84651997-84655465	357	540
MCOLN2	chr1:84938082-84939626	99	102
MCOLN2	chr1:84929679-84930626	585	942
MCOLN2	chr1:84965708-84996478	312	393
MCOLN2	chr1:84947079-84952243	42	45
MCOLN2	chr1:84939700-84940879	102	147
C1orf52	chr1:85259061-85259358	510	537
C1orf52	chr1:85258722-85258935	159	699
BCL10	chr1:85270906-85275800	309	552
ODF2L	chr1:86356007-86356444	6	15
ODF2L	chr1:86355388-86356444	603	615
ODF2L	chr1:86355388-86355994	6	15
ODF2L	chr1:86385590-86386919	126	132
ODF2L	chr1:86385590-86386346	498	681
ODF2L	chr1:86354859-86355647	765	954
ODF2L	chr1:86385590-86386619	225	408
SELENOF	chr1:86868092-86880662	27	63
SELENOF	chr1:86866169-86868053	27	63
SELENOF	chr1:86863605-86866806	27	63
SELENOF	chr1:86866847-86868053	27	63
SELENOF	chr1:86863605-86866072	27	63
SELENOF	chr1:86866850-86868053	27	63
SELENOF	chr1:86903448-86913806	165	306
KYAT3	chr1:88943423-88949173	51	72
KYAT3	chr1:88962145-88964556	249	423
GBP3	chr1:89015414-89020130	300	591
GBP3	chr1:89014279-89014405	141	252
GBP3	chr1:89015414-89020126	303	594
GBP3	chr1:89009494-89013185	96	102
GBP3	chr1:89015414-89020353	78	369
GLMN	chr1:92263732-92266419	54	102
GLMN	chr1:92264638-92266540	54	102
DNTTIP2	chr1:93877862-93878548	306	600
GCLM	chr1:93889159-93893889	651	840
GCLM	chr1:93904588-93908665	171	498
DPYD	chr1:97699547-97720825	663	846
FRRS1	chr1:99711532-99712105	675	726
FRRS1	chr1:99710949-99711355	735	810
SASS6	chr1:100123977-100125882	645	768
DPH5	chr1:101001544-101013710	42	78
DPH5	chr1:100992754-100995110	69	120
AKNAD1	chr1:108816302-108816874	162	306
AKNAD1	chr1:108843284-108848752	147	150
CLCC1	chr1:108941494-108943475	45	90
CLCC1	chr1:108940142-108943475	171	174
CLCC1	chr1:108947508-108947611	33	90
CLCC1	chr1:108936401-108937077	33	90
CLCC1	chr1:108938308-108939636	123	141
CLCC1	chr1:108934942-108936244	33	90
CLCC1	chr1:108944057-108947338	261	381
SORT1	chr1:109397340-109397587	135	273
SORT1	chr1:109369589-109397207	93	684
DRAM2	chr1:111118897-111119615	240	345
DRAM2	chr1:111119959-111120532	75	81
DRAM2	chr1:111119681-111119877	828	876
DRAM2	chr1:111125650-111126227	897	909
DENND2D	chr1:111199798-111199915	351	543
DENND2D	chr1:111197253-111197706	66	285
DENND2D	chr1:111194726-111195668	237	387
DENND2D	chr1:111199798-111204146	144	207
WDR77	chr1:111443725-111443867	387	402
WDR77	chr1:111441604-111442025	15	111
WDR77	chr1:111441389-111441499	522	597
ST7L	chr1:112616895-112618247	576	867
ST7L	chr1:112578417-112582375	27	54
ST7L	chr1:112556018-112571275	27	54
RHOC	chr1:112703457-112703644	414	459
RHOC	chr1:112703012-112703644	6	12
RHOC	chr1:112703119-112703384	201	414
PHTF1	chr1:113698387-113698992	693	807
PHTF1	chr1:113699799-113700193	570	756
PHTF1	chr1:113757755-113757992	537	711
PHTF1	chr1:113700243-113700794	501	540
PHTF1	chr1:113726458-113738110	108	135
RSBN1	chr1:113767207-113767955	261	435
PTPN22	chr1:113856826-113857738	183	279
AP4B1	chr1:113902734-113904605	6	99
AP4B1	chr1:113899352-113899904	591	636
TRIM33	chr1:114402883-114405457	96	123
CSDE1	chr1:114732868-114733732	258	264
CSDE1	chr1:114720737-114723883	168	198
CSDE1	chr1:114720566-114723883	6	27
CSDE1	chr1:114730568-114732604	57	60
CSDE1	chr1:114730402-114730508	129	144
SIKE1	chr1:114780215-114780387	81	108
CD58	chr1:116519302-116521906	63	72
GDAP2	chr1:117913499-117918597	801	969
FAM72C	chr1:143968996-143970990	27	75
SRGAP2B	chr1:144906039-144914692	120	180
RNF115	chr1:145784596-145788612	276	354
PIAS3	chr1:145850939-145851051	96	168
PEX11B	chr1:145917816-145918637	15	117
PRKAB2	chr1:147159642-147160797	873	984
ACP6	chr1:147659775-147669510	249	537
NBPF11	chr1:148110616-148114437	198	240
NBPF11	chr1:148109411-148110378	78	129
NBPF11	chr1:148109335-148110458	147	171
OTUD7B	chr1:149967387-149971063	66	93
APH1A	chr1:150267254-150267356	69	180
ENSA	chr1:150625808-150627024	306	567
ENSA	chr1:150626526-150627312	18	279
ENSA	chr1:150627592-150629000	243	471
