Gene_name	Intron_coord	distance_from_start
ZC3H11A	chr1:203850026-203850495	2265
ZC3H11A	chr1:203834102-203837966	1158
SNRPE	chr1:203862226-203863663	168
IKBKE	chr1:206476366-206476678	876
IKBKE	chr1:206485289-206487914	2481
IKBKE	chr1:206474994-206476103	690
RASSF5	chr1:206584684-206585079	1536
RASSF5	chr1:206584684-206585061	1554
MAPKAPK2	chr1:206729475-206730001	951
MAPKAPK2	chr1:206732084-206732575	1527
MAPKAPK2	chr1:206685857-206728710	471
MAPKAPK2	chr1:206731919-206732206	1686
MAPKAPK2	chr1:206732087-206732575	1527
CD55	chr1:207367487-207370709	297
CD55	chr1:207325721-207326796	600
CD55	chr1:207339417-207385222	111
CD55	chr1:207370834-207372769	297
CD55	chr1:207339417-207358516	297
CR2	chr1:207471499-207471854	9
CR2	chr1:207454955-207466526	441
CR2	chr1:207469232-207470036	879
CR2	chr1:207466905-207468527	852
CD46	chr1:207790345-207793519	171
TRAF3IP3	chr1:209780606-209781350	3297
TRAF3IP3	chr1:209775736-209777356	2754
TRAF3IP3	chr1:209776124-209777352	783
TRAF3IP3	chr1:209775489-209775574	2103
TRAF3IP3	chr1:209779374-209780475	3024
TRAF3IP3	chr1:209773019-209775290	1662
RCOR3	chr1:211291599-211295676	3
RCOR3	chr1:211271874-211274210	153
RCOR3	chr1:211259860-211260108	612
RCOR3	chr1:211289396-211291524	3
RCOR3	chr1:211304140-211312355	2127
PPP2R5A	chr1:212356676-212356963	2382
PPP2R5A	chr1:212334024-212342188	759
PPP2R5A	chr1:212348021-212348389	1659
PPP2R5A	chr1:212342280-212345790	1494
PPP2R5A	chr1:212329270-212333497	441
NENF	chr1:212433120-212442546	417
TATDN3	chr1:212794840-212795095	87
FLVCR1	chr1:212864519-212872678	1629
FLVCR1	chr1:212863869-212870054	315
FLVCR1	chr1:212863869-212864393	315
VASH2	chr1:212967096-212972580	465
VASH2	chr1:212972961-212973424	1167
SMYD2	chr1:214334836-214336704	1923
LYPLAL1	chr1:219174304-219179147	234
MTARC2	chr1:220755122-220761658	450
MTARC2	chr1:220780062-220780168	2127
MTARC2	chr1:220748803-220754368	285
MIA3	chr1:222663031-222663998	4419
MIA3	chr1:222649791-222650292	696
BROX	chr1:222719359-222724100	312
BROX	chr1:222727257-222728759	696
DISP1	chr1:222942970-222983080	606
DISP1	chr1:222991647-222991855	951
CAPN2	chr1:223761739-223762186	2253
DEGS1	chr1:224183782-224189577	189
DEGS1	chr1:224183831-224189577	189
PSEN2	chr1:226883919-226885461	639
PSEN2	chr1:226891849-226894007	1479
PSEN2	chr1:226890133-226890656	1251
PSEN2	chr1:226882048-226883710	306
PSEN2	chr1:226889049-226889758	1077
PSEN2	chr1:226884682-226885538	501
SNAP47	chr1:227767083-227770417	1359
GUK1	chr1:228146938-228147410	342
GUK1	chr1:228141829-228145511	471
GUK1	chr1:228140363-228141124	156
GUK1	chr1:228141288-228145511	165
RNF187	chr1:228488485-228488960	465
RNF187	chr1:228489056-228493053	897
RAB4A	chr1:229288843-229295020	294
COG2	chr1:230669122-230669356	1650
COG2	chr1:230668784-230668927	1716
COG2	chr1:230661557-230663141	687
COG2	chr1:230643040-230659464	270
ARV1	chr1:230979519-230988320	255
ARV1	chr1:230979256-230988320	192
ARV1	chr1:230988439-230990150	771
GNPAT	chr1:231267911-231270758	2346
NTPCR	chr1:232951132-232955557	147
NTPCR	chr1:232970118-232976302	921
TBCE	chr1:235433171-235434204	1038
TBCE	chr1:235414618-235427140	12
TBCE	chr1:235342346-235342836	3
TBCE	chr1:235342883-235363014	741
GPR137B	chr1:236205250-236207133	9
LGALS8	chr1:236537585-236538886	207
LGALS8	chr1:236545293-236548012	2907
KMO	chr1:241565058-241566567	1476
EXO1	chr1:241861502-241866585	2013
EXO1	chr1:241857482-241858630	972
SDCCAG8	chr1:243256240-243270092	171
DESI2	chr1:244686669-244691879	174
DESI2	chr1:244689342-244691884	288
COX20	chr1:244842058-244842199	342
COX20	chr1:244835736-244841944	30
EFCAB2	chr1:245059458-245075574	6
EFCAB2	chr1:245075611-245082083	6
SCCPDH	chr1:246764344-246766058	2529
NOC2L	chr1:945653-946147	1956
NOC2L	chr1:945422-945518	2157
C1orf159	chr1:1090587-1091472	105
C1orf159	chr1:1084086-1084353	570
C1orf159	chr1:1091374-1091472	297
SDF4	chr1:1218943-1223244	744
SDF4	chr1:1218922-1223244	723
SDF4	chr1:1218628-1218769	723
ACAP3	chr1:1304143-1307337	339
ACAP3	chr1:1297933-1298030	1020
ACAP3	chr1:1298113-1298185	1146
ACAP3	chr1:1304143-1307072	339
ACAP3	chr1:1300068-1300154	708
ACAP3	chr1:1300930-1301988	360
AURKAIP1	chr1:1374590-1374705	99
CCNL2	chr1:1391575-1392790	711
CCNL2	chr1:1388743-1390230	1092
CCNL2	chr1:1390865-1392790	663
CCNL2	chr1:1391575-1392679	681
CCNL2	chr1:1390865-1392679	663
MRPL20	chr1:1406346-1406909	411
MRPL20	chr1:1405886-1406226	447
MRPL20	chr1:1402425-1405809	315
CDK11B	chr1:1642508-1649499	621
CDK11A	chr1:1708245-1708768	1038
CDK11A	chr1:1705732-1707525	1122
NADK	chr1:1756608-1756779	471
GNB1	chr1:1815862-1817687	111
MORN1	chr1:2385158-2385807	483
PEX10	chr1:2406895-2408456	630
PEX10	chr1:2408858-2410261	399
PEX10	chr1:2410868-2412391	222
PEX10	chr1:2408858-2409678	441
PANK4	chr1:2511383-2511628	1827
PANK4	chr1:2514466-2515258	1398
PANK4	chr1:2521800-2525601	258
PANK4	chr1:2515401-2515562	15
PANK4	chr1:2510748-2511338	1848
LRRC47	chr1:3782763-3783770	1380
LRRC47	chr1:3783911-3783996	63
CEP104	chr1:3826744-3828885	2163
CEP104	chr1:3828971-3829133	1989
CEP104	chr1:3836692-3837288	1146
CEP104	chr1:3835092-3836915	1272
CEP104	chr1:3835092-3836789	1272
CEP104	chr1:3848781-3851686	117
NPHP4	chr1:5888610-5890868	30
NPHP4	chr1:5877298-5879346	2652
NPHP4	chr1:5904746-5905292	2037
NPHP4	chr1:5905475-5905632	1830
RPL22	chr1:6197756-6198780	330
ICMT	chr1:6233643-6234405	288
ICMT	chr1:6234970-6235717	246
ACOT7	chr1:6282888-6294864	741
DNAJC11	chr1:6638619-6639902	1260
DNAJC11	chr1:6644669-6645041	1014
DNAJC11	chr1:6653387-6653911	618
DNAJC11	chr1:6645950-6651529	735
DNAJC11	chr1:6644674-6644969	984
DNAJC11	chr1:6654287-6667709	408
DNAJC11	chr1:6637504-6638083	1491
UTS2	chr1:7853118-7853307	177
ENO1	chr1:8868577-8870452	252
ENO1	chr1:8861421-8862887	1257
ENO1	chr1:8866073-8866279	747
SLC2A5	chr1:9038929-9039056	1203
CLSTN1	chr1:9747012-9749461	72
CLSTN1	chr1:9744643-9746889	72
LZIC	chr1:9932898-9934772	342
DFFA	chr1:10461702-10462988	807
SRM	chr1:11059380-11059777	282
EXOSC10	chr1:11080514-11080764	1590
EXOSC10	chr1:11091597-11095416	582
EXOSC10	chr1:11076948-11077330	1992
EXOSC10	chr1:11081238-11082534	1299
EXOSC10	chr1:11082768-11087448	1158
MTOR	chr1:11213566-11216144	3174
MTOR	chr1:11144848-11144968	4560
MTOR	chr1:11117086-11121095	75
MAD2L2	chr1:11677614-11680372	162
MTHFR	chr1:11791745-11792278	1650
MTHFR	chr1:11801416-11802881	291
MTHFR	chr1:11791326-11791637	1698
MTHFR	chr1:11794477-11794729	1167
CASP9	chr1:15507907-15518250	288
CASP9	chr1:15507133-15507873	465
ZBTB17	chr1:15943715-15944300	138
FBXO42	chr1:16253181-16253635	903
SDHB	chr1:17022730-17023094	711
ALDH4A1	chr1:18879373-18881419	870
ALDH4A1	chr1:18882672-18883124	768
UBR4	chr1:19118153-19118872	10596
UBR4	chr1:19153899-19154918	6471
UBR4	chr1:19099677-19100078	13275
UBR4	chr1:19076902-19077785	594
EMC1	chr1:19220810-19222624	2700
EMC1	chr1:19244015-19244739	228
EMC1	chr1:19234308-19235130	1503
EMC1	chr1:19244015-19251415	48
EMC1	chr1:19242473-19243418	384
EMC1	chr1:19219669-19220764	2709
AKR7A2	chr1:19307101-19308158	84
TMCO4	chr1:19770569-19770796	393
HP1BP3	chr1:20776796-20779812	234
HP1BP3	chr1:20773610-20775724	12
HP1BP3	chr1:20765526-20767584	810
HP1BP3	chr1:20779911-20780350	105
EIF4G3	chr1:21001307-21002713	225
EIF4G3	chr1:21001324-21002713	39
EIF4G3	chr1:20865262-20879282	1659
EIF4G3	chr1:21176377-21176722	327
EIF4G3	chr1:20847943-20849415	45
ECE1	chr1:21290156-21344937	441
ECE1	chr1:21256138-21256688	894
USP48	chr1:21729829-21736430	1197
USP48	chr1:21756963-21757663	261
USP48	chr1:21729832-21736430	1200
USP48	chr1:21704387-21705727	2403
USP48	chr1:21756702-21756829	330
USP48	chr1:21705876-21706126	2280
GALE	chr1:23798225-23798615	318
GALE	chr1:23797107-23797695	630
FUCA1	chr1:23865625-23867724	393
SRSF10	chr1:23978817-23979841	69
STPG1	chr1:24379823-24383867	315
STPG1	chr1:24392067-24401319	105
RUNX3	chr1:24907524-24919240	594
RSRP1	chr1:25243633-25244454	729
RSRP1	chr1:25243633-25244177	27
RSRP1	chr1:25244498-25245150	681
RSRP1	chr1:25244224-25244454	729
RSRP1	chr1:25244224-25245150	681
RSRP1	chr1:25245301-25245991	768
GPN2	chr1:26886133-26888897	615
SLC9A1	chr1:27109777-27113791	924
FGR	chr1:27613350-27614447	1332
FGR	chr1:27623070-27623691	258
FGR	chr1:27614639-27614850	1110
FGR	chr1:27614922-27615434	1059
TAF12	chr1:28622165-28623942	126
SRSF4	chr1:29154910-29159349	450
SRSF4	chr1:29166866-29168503	261
SRSF4	chr1:29160058-29160375	291
SRSF4	chr1:29160091-29160375	276
SRSF4	chr1:29166912-29168523	249
SRSF4	chr1:29159486-29159864	312
SNRNP40	chr1:31260121-31260955	1074
PEF1	chr1:31635522-31644190	36
PEF1	chr1:31630750-31632495	630
PEF1	chr1:31635522-31644262	36
PEF1	chr1:31635522-31644123	36
PEF1	chr1:31633314-31634834	333
PEF1	chr1:31635522-31644380	36
PTP4A2	chr1:31911826-31915891	207
PTP4A2	chr1:31913843-31915895	201
TMEM234	chr1:32217577-32221131	291
BSDC1	chr1:32383906-32386779	222
BSDC1	chr1:32383939-32386779	195
BSDC1	chr1:32369338-32376262	1269
ZBTB8OS	chr1:32627544-32633951	126
ZBTB8OS	chr1:32634110-32650402	105
YARS1	chr1:32791254-32797592	741
PHC2	chr1:33332404-33333844	249
ZMYM6	chr1:35010597-35010951	1251
ZMYM6	chr1:35012739-35014697	996
SFPQ	chr1:35184593-35186947	2040
SFPQ	chr1:35184844-35187001	6
SFPQ	chr1:35178036-35184569	6
SFPQ	chr1:35178036-35187001	6
KIAA0319L	chr1:35476595-35478966	6
KIAA0319L	chr1:35453689-35454237	1830
KIAA0319L	chr1:35450509-35451524	2100
KIAA0319L	chr1:35441322-35442246	2931
KIAA0319L	chr1:35435597-35441047	3078
KIAA0319L	chr1:35460437-35462421	1455
KIAA0319L	chr1:35464928-35466608	6
KIAA0319L	chr1:35455296-35456013	1704
KIAA0319L	chr1:35460433-35462621	1350
CLSPN	chr1:35737421-35737698	3693
OSCP1	chr1:36431860-36432422	450
MRPS15	chr1:36463850-36464219	195
MEAF6	chr1:37495918-37496547	567
GNL2	chr1:37582936-37583694	705
C1orf109	chr1:37683476-37686273	483
C1orf109	chr1:37686452-37689658	342
INPP5B	chr1:37889724-37890616	633
INPP5B	chr1:37878492-37880085	1611
INPP5B	chr1:37889720-37891358	741
INPP5B	chr1:37885825-37886573	1164
INPP5B	chr1:37891454-37931909	546
RRAGC	chr1:38855907-38856705	552
MYCBP	chr1:38867610-38872573	270
BMP8B	chr1:39774425-39774849	594
TRIT1	chr1:39857417-39876062	63
TRIT1	chr1:39865667-39883318	69
TRIT1	chr1:39852951-39853970	462
TRIT1	chr1:39848097-39850123	705
TRIT1	chr1:39850261-39853970	69
TRIT1	chr1:39876132-39883318	69
TRIT1	chr1:39847747-39847986	819
TRIT1	chr1:39857417-39864710	63
COL9A2	chr1:40314387-40315238	162
COL9A2	chr1:40306401-40307446	1203
COL9A2	chr1:40315664-40316651	270
SCMH1	chr1:41028745-41033983	1836
SCMH1	chr1:41117010-41142874	639
SCMH1	chr1:41034102-41037362	1680
SCMH1	chr1:41113553-41116922	528
SCMH1	chr1:41037541-41046418	1461
SCMH1	chr1:41034119-41037362	1728
SCMH1	chr1:41037541-41045713	1515
FOXJ3	chr1:42278784-42311050	81
P3H1	chr1:42750336-42751641	1752
P3H1	chr1:42759393-42762323	621
P3H1	chr1:42757945-42758852	1032
P3H1	chr1:42751834-42752274	186
P3H1	chr1:42751740-42752274	186
P3H1	chr1:42756455-42757783	1092
SLC2A1	chr1:42929780-42930626	162
ELOVL1	chr1:43365097-43365186	309
ELOVL1	chr1:43364460-43364619	600
ELOVL1	chr1:43364460-43364615	435
TMEM53	chr1:44660295-44673767	72
CCDC163	chr1:45495545-45496556	357
CCDC163	chr1:45496623-45497304	294
CCDC163	chr1:45497383-45498443	456
GPBP1L1	chr1:45633675-45634096	942
GPBP1L1	chr1:45655319-45658561	99
IPP	chr1:45714354-45716895	1398
PIK3R3	chr1:46080750-46131902	81
POMGNT1	chr1:46190517-46190745	1584
POMGNT1	chr1:46188980-46189180	2031
POMGNT1	chr1:46193442-46193564	1047
POMGNT1	chr1:46190517-46192098	1560
POMGNT1	chr1:46193639-46193777	954
POMGNT1	chr1:46197080-46197702	144
POMGNT1	chr1:46193616-46193855	990
POMGNT1	chr1:46190621-46190720	1686
MKNK1	chr1:46565136-46568238	528
MKNK1	chr1:46561673-46562649	849
MKNK1	chr1:46565136-46568317	528
MKNK1	chr1:46580627-46582814	228
ATPAF1	chr1:46663923-46665256	144
EFCAB14	chr1:46685144-46686784	1176
EFCAB14	chr1:46708051-46716291	348
STIL	chr1:47281209-47281616	1287
FAF1	chr1:50857997-50959672	129
EPS15	chr1:51361293-51363866	1437
EPS15	chr1:51508771-51519199	24
EPS15	chr1:51472948-51474404	24
EPS15	chr1:51507657-51519199	24
NRDC	chr1:51834057-51836131	921
NRDC	chr1:51836438-51837456	780
NRDC	chr1:51840514-51877983	345
CC2D1B	chr1:52356442-52356755	2022
CC2D1B	chr1:52354454-52354608	2520
CC2D1B	chr1:52361132-52361478	375
CC2D1B	chr1:52357174-52357526	1809
CC2D1B	chr1:52353223-52353518	42
ORC1	chr1:52389321-52393386	1086
ORC1	chr1:52389321-52393390	1086
TUT4	chr1:52408460-52409486	87
TUT4	chr1:52445572-52445787	21
COA7	chr1:52692867-52697909	330
ECHDC2	chr1:52914095-52921483	198
ECHDC2	chr1:52905436-52906519	552
ECHDC2	chr1:52906611-52907014	417
ECHDC2	chr1:52914095-52921398	273
ECHDC2	chr1:52911790-52921483	201
CZIB	chr1:53216056-53216778	360
LRP8	chr1:53292292-53326873	75
LRP8	chr1:53248591-53249380	81
LRP8	chr1:53289689-53312969	75
LRP8	chr1:53257464-53258009	2676
LRP8	chr1:53289689-53313573	75
LRP8	chr1:53247056-53248463	129
LRP8	chr1:53262207-53264169	93
LRP8	chr1:53254957-53255117	81
LRP8	chr1:53250862-53254911	2649
LRP8	chr1:53274820-53275631	75
LRP8	chr1:53258074-53258319	2250
LRP8	chr1:53271346-53274643	75
LRP8	chr1:53313743-53326873	75
LRP8	chr1:53326992-53327258	414
LRP8	chr1:53266699-53271028	1455
YIPF1	chr1:53878722-53882943	201
HSPB11	chr1:53928435-53930039	219
CYB5RL	chr1:54187882-54190748	366
CYB5RL	chr1:54187739-54190738	372
CYB5RL	chr1:54187882-54190738	450
USP24	chr1:55084421-55085942	6798
USP24	chr1:55069107-55071806	7806
USP24	chr1:55104020-55105400	4929
OMA1	chr1:58533550-58533953	60
MYSM1	chr1:58689116-58689276	366
MYSM1	chr1:58689116-58689294	366
MYSM1	chr1:58689367-58690226	375
MYSM1	chr1:58667921-58668430	1968
MYSM1	chr1:58685251-58690226	300
TM2D1	chr1:61724425-61724902	39
TM2D1	chr1:61723772-61724288	87
TM2D1	chr1:61724425-61724920	39
TM2D1	chr1:61723772-61724920	87
TM2D1	chr1:61723772-61724902	87
DOCK7	chr1:62578966-62586507	45
DOCK7	chr1:62495904-62496339	4914
DOCK7	chr1:62633935-62634773	1068
DOCK7	chr1:62633578-62633900	21
DOCK7	chr1:62487452-62488934	5583
DOCK7	chr1:62638379-62647691	21
DOCK7	chr1:62476156-62477007	5667
ITGB3BP	chr1:63447614-63453918	513
ITGB3BP	chr1:63508570-63523125	9
JAK1	chr1:64857774-64860105	1335
JAK1	chr1:64879148-64882892	375
SERBP1	chr1:67426285-67429436	552
SERBP1	chr1:67424959-67425198	498
DEPDC1	chr1:68481612-68482641	1188
ZRANB2	chr1:71065748-71066776	933
ZRANB2	chr1:71066934-71069267	774
ZZZ3	chr1:77584655-77633115	309
USP33	chr1:77740934-77741376	252
USP33	chr1:77713281-77715742	39
FUBP1	chr1:77947547-77949155	1929
FUBP1	chr1:77960495-77962772	1467
GNG5	chr1:84501970-84505306	273
CTBS	chr1:84563914-84565841	741
CTBS	chr1:84570720-84573916	234
SSX2IP	chr1:84647607-84649671	1626
SSX2IP	chr1:84651997-84655465	1398
MCOLN2	chr1:84938082-84939626	1038
MCOLN2	chr1:84929679-84930626	1692
MCOLN2	chr1:84965708-84996478	81
MCOLN2	chr1:84947079-84952243	750
MCOLN2	chr1:84939700-84940879	1005
C1orf52	chr1:85259061-85259358	303
C1orf52	chr1:85258722-85258935	540
BCL10	chr1:85270906-85275800	243
ODF2L	chr1:86356007-86356444	9
ODF2L	chr1:86355388-86356444	1443
ODF2L	chr1:86355388-86355994	9
ODF2L	chr1:86385590-86386919	114
ODF2L	chr1:86385590-86386346	183
ODF2L	chr1:86354859-86355647	1548
ODF2L	chr1:86385590-86386619	183
SELENOF	chr1:86880725-86903281	288
KYAT3	chr1:88943423-88949173	978
KYAT3	chr1:88962145-88964556	477
GBP3	chr1:89015414-89020130	291
GBP3	chr1:89014279-89014405	429
GBP3	chr1:89015414-89020126	291
GBP3	chr1:89009494-89013185	120
GBP3	chr1:89015414-89020353	291
GBP5	chr1:89260817-89262072	1776
GLMN	chr1:92263732-92266419	48
GLMN	chr1:92264638-92266540	48
DNTTIP2	chr1:93877862-93878548	294
GCLM	chr1:93889159-93893889	729
GCLM	chr1:93904588-93908665	327
DPYD	chr1:97699547-97720825	504
FRRS1	chr1:99711532-99712105	1530
FRRS1	chr1:99710949-99711355	1494
SASS6	chr1:100123977-100125882	249
DPH5	chr1:101001544-101013710	405
DPH5	chr1:100992754-100995110	579
AKNAD1	chr1:108816302-108816874	2391
AKNAD1	chr1:108843284-108848752	1248
CLCC1	chr1:108941494-108943475	747
CLCC1	chr1:108940142-108943475	3
CLCC1	chr1:108930204-108934625	3
SORT1	chr1:109397340-109397587	138
SORT1	chr1:109369589-109397207	591
DRAM2	chr1:111118897-111119615	621
DRAM2	chr1:111119959-111120532	507
DRAM2	chr1:111119681-111119877	648
DRAM2	chr1:111125650-111126227	210
DENND2D	chr1:111199798-111199915	192
DENND2D	chr1:111197253-111197706	573
DENND2D	chr1:111194726-111195668	654
DENND2D	chr1:111199798-111204146	63
WDR77	chr1:111443725-111443867	633
WDR77	chr1:111441604-111442025	909
WDR77	chr1:111441389-111441499	873
RHOC	chr1:112703457-112703644	201
RHOC	chr1:112703012-112703644	162
RHOC	chr1:112703806-112704282	222
PHTF1	chr1:113698387-113698992	2160
PHTF1	chr1:113699799-113700193	2076
PHTF1	chr1:113757755-113757992	174
PHTF1	chr1:113700243-113700794	2085
PHTF1	chr1:113726458-113738110	399
RSBN1	chr1:113767207-113767955	1830
PTPN22	chr1:113856826-113857738	504
AP4B1	chr1:113902734-113904605	204
AP4B1	chr1:113899352-113899904	1158
TRIM33	chr1:114402883-114405457	2748
CSDE1	chr1:114732868-114733732	750
CSDE1	chr1:114720737-114723883	1809
CSDE1	chr1:114720566-114723883	1800
CSDE1	chr1:114730568-114732604	960
CSDE1	chr1:114730402-114730508	1113
SIKE1	chr1:114780215-114780387	246
CD58	chr1:116519302-116521906	714
GDAP2	chr1:117913499-117918597	483
FAM72C	chr1:143968996-143970990	198
SRGAP2B	chr1:144906039-144914692	546
RNF115	chr1:145784596-145788612	180
PIAS3	chr1:145850939-145851051	1215
PEX11B	chr1:145917816-145918637	153
PRKAB2	chr1:147159642-147160797	783
ACP6	chr1:147659775-147669510	288
NBPF11	chr1:148110616-148114437	1677
NBPF11	chr1:148109411-148110378	1851
NBPF11	chr1:148109335-148110458	1797
OTUD7B	chr1:149967387-149971063	300
APH1A	chr1:150267254-150267356	591
ENSA	chr1:150625808-150627024	318
ENSA	chr1:150625808-150627312	318
GOLPH3L	chr1:150649227-150661814	477
CTSS	chr1:150748285-150750006	1053
ARNT	chr1:150853278-150858349	168
ARNT	chr1:150852840-150858349	183
TMOD4	chr1:151171059-151171433	768
TMOD4	chr1:151174531-151174753	132
PI4KB	chr1:151294541-151298960	1914
RFX5	chr1:151345443-151345928	153
RFX5	chr1:151344604-151344728	561
RFX5	chr1:151345961-151346215	129
RFX5	chr1:151345957-151346205	135
RFX5	chr1:151345188-151345286	195
MRPL9	chr1:151762025-151762113	15
MRPL9	chr1:151760899-151762113	555
MRPL9	chr1:151760899-151761447	669
MRPL9	chr1:151762500-151762950	369
MRPL9	chr1:151762025-151762105	495
MRPL9	chr1:151762010-151762105	585
TDRKH	chr1:151782019-151782899	177
TDRKH	chr1:151779242-151780051	423
THEM4	chr1:151890214-151895008	324
GATAD2B	chr1:153819735-153827558	537
GATAD2B	chr1:153813950-153816273	1302
DENND4B	chr1:153942113-153942556	9
CRTC2	chr1:153948900-153949115	726
CRTC2	chr1:153955166-153958146	189
CRTC2	chr1:153948644-153948834	801
CRTC2	chr1:153955166-153958116	189
CRTC2	chr1:153955166-153958061	189
CRTC2	chr1:153955166-153957717	189
JTB	chr1:153977013-153977159	87
TPM3	chr1:154171488-154172029	534
TPM3	chr1:154173636-154176115	339
TPM3	chr1:154170711-154170791	549
TPM3	chr1:154161778-154169305	111
TPM3	chr1:154191733-154191902	177
TPM3	chr1:154191311-154191629	345
TPM3	chr1:154170465-154170649	627
C1orf43	chr1:154207648-154212286	570
C1orf43	chr1:154213303-154213893	450
C1orf43	chr1:154212624-154213182	378
UBE2Q1	chr1:154553172-154554516	702
ADAR	chr1:154598572-154601041	792
ADAR	chr1:154586941-154588125	2256
ADAR	chr1:154597976-154598076	957
ADAR	chr1:154589928-154590342	1482
ADAR	chr1:154598190-154598402	936
KCNN3	chr1:154733144-154736843	1497
KCNN3	chr1:154733144-154736804	1497
KCNN3	chr1:154713533-154714690	1833
PMVK	chr1:154932415-154936395	105
PBXIP1	chr1:154948401-154951232	444
SHC1	chr1:154968525-154968771	891
KRTCAP2	chr1:155169857-155172351	231
GBA1	chr1:155240077-155240177	123
GBA1	chr1:155235311-155235463	1392
GBA1	chr1:155239962-155240630	156
GBA1	chr1:155240299-155240630	195
SCAMP3	chr1:155261734-155261946	162
SCAMP3	chr1:155257657-155258791	525
SCAMP3	chr1:155260659-155261279	165
CLK2	chr1:155263708-155263950	1344
CLK2	chr1:155268146-155268293	594
CLK2	chr1:155266895-155267994	672
CLK2	chr1:155263400-155263573	1338
GON4L	chr1:155821544-155822286	891
GON4L	chr1:155773210-155774963	2376
GON4L	chr1:155775169-155776395	2265
RIT1	chr1:155904610-155904731	249
KHDC4	chr1:155929745-155933633	303
KHDC4	chr1:155916709-155917499	1533
SSR2	chr1:156012565-156014961	402
SSR2	chr1:156015069-156018132	276
SSR2	chr1:156015073-156018270	264
SSR2	chr1:156019266-156020013	189
UBQLN4	chr1:156050579-156051110	540
UBQLN4	chr1:156050359-156051110	507
UBQLN4	chr1:156051793-156053594	138
PAQR6	chr1:156245277-156245782	399
SMG5	chr1:156259134-156260451	2370
SMG5	chr1:156279034-156281793	78
SMG5	chr1:156274686-156277053	597
SMG5	chr1:156266380-156266507	1293
SMG5	chr1:156273648-156274597	624
GLMP	chr1:156293209-156293618	861
GLMP	chr1:156294758-156295526	216
GLMP	chr1:156293710-156294018	810
GLMP	chr1:156294759-156295526	195
GLMP	chr1:156294565-156294676	591
GLMP	chr1:156295016-156295297	147
IQGAP3	chr1:156565432-156566027	465
MRPL24	chr1:156737534-156737731	465
HDGF	chr1:156744570-156745008	363
HDGF	chr1:156744348-156744501	426
ARHGEF11	chr1:156938513-156939149	4143
ARHGEF11	chr1:156939285-156939548	4278
ARHGEF11	chr1:156984948-156986082	147
FCRL5	chr1:157543022-157544262	870
FCRL5	chr1:157520561-157521017	2535
FCRL5	chr1:157547165-157549560	195
TAGLN2	chr1:159920537-159922640	39
TAGLN2	chr1:159920537-159923192	39
DCAF8	chr1:160221210-160222651	90
DCAF8	chr1:160237186-160238607	897
PEX19	chr1:160279582-160279801	840
PEX19	chr1:160282502-160282826	471
COPA	chr1:160305773-160306455	1368
COPA	chr1:160305773-160306342	1446
COPA	chr1:160313167-160323431	3
COPA	chr1:160314125-160317354	18
COPA	chr1:160317435-160323431	3
CD84	chr1:160550846-160550938	597
SLAMF1	chr1:160637529-160646014	96
SLAMF1	chr1:160637529-160646023	96
SLAMF1	chr1:160634892-160637191	435
SLAMF1	chr1:160634709-160637191	423
SLAMF1	chr1:160620676-160624096	822
CD244	chr1:160838518-160838820	909
CD244	chr1:160832719-160834051	990
USF1	chr1:161042882-161043253	12
ARHGAP30	chr1:161056447-161059614	270
ARHGAP30	chr1:161056528-161059614	351
ARHGAP30	chr1:161060262-161069528	192
DEDD	chr1:161123174-161123839	441
DEDD	chr1:161123946-161124133	348
ALDH9A1	chr1:165695397-165698250	279
ALDH9A1	chr1:165667450-165668167	1248
TMCO1	chr1:165743255-165752102	102
TMCO1	chr1:165768269-165768759	219
NME7	chr1:169324469-169367708	90
SELL	chr1:169703440-169704036	813
SELL	chr1:169710517-169711069	60
SELL	chr1:169710517-169711024	60
SELL	chr1:169710517-169711148	60
SELL	chr1:169710517-169710637	60
SELL	chr1:169704094-169704568	813
SCYL3	chr1:169869128-169870255	768
VAMP4	chr1:171709744-171710760	303
CENPL	chr1:173803505-173806459	567
CENPL	chr1:173807310-173811132	174
MRPS14	chr1:175018576-175023272	183
COP1	chr1:176168748-176175910	135
COP1	chr1:176184692-176206349	417
GLUL	chr1:182385887-182386362	597
EDEM3	chr1:184708210-184710394	1662
TRMT1L	chr1:185120271-185120359	1953
IVNS1ABP	chr1:185305643-185306485	711
TPR	chr1:186356739-186357397	1821
DENND1B	chr1:197715074-197735306	66
DENND1B	chr1:197772932-197774487	21
KIF21B	chr1:201002350-201003079	1257
KIF21B	chr1:200990719-200990917	2790
TMEM9	chr1:201143951-201146771	297
TMEM9	chr1:201136067-201143820	492
PTPN7	chr1:202157938-202159281	171
PTPN7	chr1:202153850-202154186	621
UBE2T	chr1:202335058-202335642	144
KDM5B	chr1:202740812-202741546	2787
KDM5B	chr1:202774735-202776105	336
KDM5B	chr1:202776220-202777017	39
KDM5B	chr1:202773284-202774613	570
KDM5B	chr1:202777094-202807963	369
ADIPOR1	chr1:202945195-202946439	489
PIK3C2B	chr1:204459937-204460324	1509
PIK3C2B	chr1:204457874-204459176	1674
PIK3C2B	chr1:204432334-204433316	3957
RBBP5	chr1:205114905-205115858	75
RBBP5	chr1:205103963-205105028	393
RBBP5	chr1:205096852-205097326	1230
RAB29	chr1:205771648-205774833	189
RAB29	chr1:205771648-205772496	261
FAM72A	chr1:206199879-206201874	198
FAM72A	chr1:206195876-206199133	234
EIF2D	chr1:206600308-206608280	102
EIF2D	chr1:206594407-206595718	1158
