Gene_name	Intron_coord	Exons_before	Exons_after
SLC44A5	chr1:75218595-75219257	15.0	7.0
PIGK	chr1:77169372-77206640	3.0	7.0
ZZZ3	chr1:77576755-77578774	7.0	3.0
ZZZ3	chr1:77584655-77633115	1.0	9.0
USP33	chr1:77718641-77720279	14.0	9.0
USP33	chr1:77740934-77741376	3.0	20.0
USP33	chr1:77713281-77715742	1.0	3.0
USP33	chr1:77718641-77720262	14.0	9.0
USP33	chr1:77701643-77711747	21.0	2.0
USP33	chr1:77720586-77721172	2.0	10.0
FUBP1	chr1:77960495-77962772	14.0	5.0
TTLL7	chr1:83870082-83882669	18.0	1.0
TTLL7	chr1:83917704-83919699	12.0	3.0
TTLL7	chr1:83917686-83919699	12.0	3.0
TTLL7	chr1:83919834-83920523	10.0	5.0
TTLL7	chr1:83906523-83907456	15.0	4.0
TTLL7	chr1:83920615-83921087	11.0	4.0
GNG5	chr1:84501970-84505306	0.0	1.0
CTBS	chr1:84563914-84565841	4.0	2.0
CTBS	chr1:84570720-84573916	0.0	6.0
SSX2IP	chr1:84656476-84658318	8.0	4.0
SSX2IP	chr1:84651997-84655465	9.0	3.0
SSX2IP	chr1:84669941-84670646	2.0	10.0
SSX2IP	chr1:84669856-84670646	2.0	10.0
SSX2IP	chr1:84647607-84649671	10.0	1.0
MCOLN2	chr1:84938082-84939626	9.0	4.0
MCOLN2	chr1:84929679-84930626	11.0	2.0
MCOLN2	chr1:84947132-84952278	6.0	7.0
MCOLN2	chr1:84952304-84952446	5.0	8.0
MCOLN2	chr1:84947079-84952243	6.0	7.0
MCOLN2	chr1:84965708-84996818	1.0	12.0
MCOLN2	chr1:84938082-84939187	8.0	5.0
MCOLN2	chr1:84939700-84940879	8.0	5.0
MCOLN3	chr1:85032817-85032872	4.0	7.0
MCOLN3	chr1:85022400-85025612	7.0	4.0
MCOLN3	chr1:85026279-85029106	6.0	5.0
C1orf52	chr1:85259061-85259358	1.0	1.0
C1orf52	chr1:85258722-85258935	0.0	2.0
BCL10	chr1:85270906-85275800	0.0	2.0
ZNHIT6	chr1:85679448-85680836	6.0	3.0
ODF2L	chr1:86356007-86356444	0.0	3.0
ODF2L	chr1:86371130-86372431	8.0	8.0
ODF2L	chr1:86355388-86356444	13.0	3.0
ODF2L	chr1:86355388-86355994	0.0	3.0
ODF2L	chr1:86385590-86386919	1.0	15.0
ODF2L	chr1:86385590-86386346	0.0	16.0
ODF2L	chr1:86354859-86355647	12.0	4.0
ODF2L	chr1:86385590-86386619	0.0	16.0
SELENOF	chr1:86903448-86913806	0.0	4.0
SELENOF	chr1:86863605-86866072	2.0	2.0
SELENOF	chr1:86866169-86868053	2.0	2.0
KYAT3	chr1:88949277-88952306	7.0	4.0
KYAT3	chr1:88955225-88961213	6.0	5.0
KYAT3	chr1:88943423-88949173	9.0	2.0
KYAT3	chr1:88962145-88964556	3.0	9.0
GBP3	chr1:89015414-89020130	0.0	5.0
GBP3	chr1:89014279-89014405	2.0	3.0
GBP3	chr1:89015414-89020126	0.0	5.0
GBP3	chr1:89013324-89014083	4.0	1.0
GBP3	chr1:89009494-89013185	1.0	1.0
GBP3	chr1:89015414-89020353	0.0	5.0
GBP1	chr1:89059043-89059175	2.0	7.0
GBP1	chr1:89059032-89059317	3.0	6.0
GBP1	chr1:89059426-89060171	2.0	7.0
GBP2	chr1:89114296-89116661	4.0	5.0
GBP5	chr1:89262420-89262683	8.0	1.0
GBP5	chr1:89263244-89263736	7.0	2.0
GBP5	chr1:89266705-89266957	4.0	5.0
HFM1	chr1:91378480-91379059	8.0	29.0
GLMN	chr1:92290330-92291418	3.0	14.0
GLMN	chr1:92268130-92269723	9.0	8.0
GLMN	chr1:92263732-92266419	0.0	8.0
GLMN	chr1:92264638-92266540	0.0	8.0
GFI1	chr1:92478753-92480077	3.0	2.0
GFI1	chr1:92481409-92482864	2.0	3.0
EVI5	chr1:92703619-92703737	2.0	18.0
DNTTIP2	chr1:93877862-93878548	0.0	6.0
GCLM	chr1:93889159-93893889	5.0	1.0
GCLM	chr1:93904588-93908665	0.0	6.0
ALG14	chr1:95065017-95072256	0.0	3.0
DPYD	chr1:97700302-97721510	5.0	17.0
DPYD	chr1:97699547-97720825	4.0	18.0
DPYD	chr1:97721580-97740392	5.0	17.0
FRRS1	chr1:99710949-99711942	11.0	3.0
FRRS1	chr1:99712508-99715586	10.0	4.0
FRRS1	chr1:99709259-99710444	12.0	2.0
FRRS1	chr1:99711532-99712105	12.0	2.0
FRRS1	chr1:99710949-99711355	11.0	3.0
SASS6	chr1:100126764-100132750	1.0	15.0
SASS6	chr1:100123977-100125882	2.0	14.0
EXTL2	chr1:100874430-100876033	2.0	1.0
EXTL2	chr1:100877903-100878351	1.0	3.0
DPH5	chr1:101001544-101013710	3.0	3.0
SLC25A24	chr1:108155135-108156701	4.0	5.0
AKNAD1	chr1:108816302-108816874	13.0	1.0
AKNAD1	chr1:108843284-108848752	4.0	8.0
CLCC1	chr1:108941494-108943475	5.0	4.0
CLCC1	chr1:108940142-108943475	0.0	2.0
CLCC1	chr1:108947508-108947611	0.0	8.0
CLCC1	chr1:108936401-108937077	0.0	8.0
CLCC1	chr1:108938308-108939636	0.0	2.0
CLCC1	chr1:108934942-108936244	0.0	8.0
CLCC1	chr1:108944057-108947338	2.0	7.0
WDR47	chr1:109004718-109011643	5.0	8.0
SORT1	chr1:109325089-109327000	11.0	6.0
SORT1	chr1:109397340-109397587	0.0	1.0
SORT1	chr1:109369589-109397207	0.0	19.0
DRAM2	chr1:111118897-111119615	4.0	2.0
DRAM2	chr1:111119959-111120532	4.0	2.0
DRAM2	chr1:111119681-111119877	5.0	1.0
DRAM2	chr1:111125650-111126227	2.0	4.0
DENND2D	chr1:111199798-111199915	0.0	11.0
DENND2D	chr1:111197253-111197706	3.0	8.0
DENND2D	chr1:111194726-111195668	5.0	6.0
DENND2D	chr1:111199798-111204146	0.0	11.0
WDR77	chr1:111443725-111443867	6.0	3.0
WDR77	chr1:111441604-111442025	0.0	8.0
WDR77	chr1:111443394-111443667	5.0	4.0
WDR77	chr1:111441389-111441499	8.0	1.0
ST7L	chr1:112616895-112618247	0.0	14.0
ST7L	chr1:112616844-112618247	0.0	14.0
ST7L	chr1:112578417-112582375	1.0	6.0
ST7L	chr1:112616895-112617891	0.0	6.0
ST7L	chr1:112556018-112571275	1.0	6.0
RHOC	chr1:112703457-112703644	1.0	2.0
RHOC	chr1:112703119-112703384	0.0	3.0
PPM1J	chr1:112711474-112711971	0.0	4.0
PPM1J	chr1:112713611-112714634	0.0	5.0
PPM1J	chr1:112714727-112714976	0.0	5.0
PHTF1	chr1:113698387-113698992	15.0	2.0
PHTF1	chr1:113699799-113700193	14.0	3.0
PHTF1	chr1:113757755-113757992	0.0	17.0
PHTF1	chr1:113700243-113700794	15.0	2.0
PHTF1	chr1:113726458-113738110	5.0	12.0
RSBN1	chr1:113767207-113767955	4.0	2.0
PTPN22	chr1:113856826-113857738	5.0	14.0
AP4B1	chr1:113902734-113904605	1.0	8.0
AP4B1	chr1:113901383-113901759	3.0	6.0
AP4B1	chr1:113896465-113897812	7.0	2.0
AP4B1	chr1:113899352-113899904	5.0	4.0
TRIM33	chr1:114402883-114405457	15.0	4.0
TRIM33	chr1:114421636-114424571	10.0	9.0
TRIM33	chr1:114444186-114463104	0.0	17.0
TRIM33	chr1:114405704-114406941	14.0	5.0
TRIM33	chr1:114405580-114406941	14.0	5.0
BCAS2	chr1:114581391-114581528	1.0	5.0
DENND2C	chr1:114594578-114595355	13.0	4.0
DENND2C	chr1:114623099-114623560	2.0	15.0
CSDE1	chr1:114732868-114733732	6.0	10.0
CSDE1	chr1:114720737-114723883	13.0	3.0
CSDE1	chr1:114720566-114723883	13.0	3.0
CSDE1	chr1:114730568-114732604	7.0	9.0
CSDE1	chr1:114730402-114730508	8.0	8.0
SIKE1	chr1:114780215-114780387	1.0	3.0
CD58	chr1:116519302-116521906	4.0	1.0
IGSF3	chr1:116616457-116666105	0.0	10.0
GDAP2	chr1:117878115-117881823	11.0	1.0
GDAP2	chr1:117899178-117906506	5.0	7.0
GDAP2	chr1:117899239-117906506	5.0	7.0
GDAP2	chr1:117913499-117918597	2.0	10.0
WARS2	chr1:119076603-119140555	1.0	4.0
WARS2	chr1:119076607-119140268	0.0	5.0
NOTCH2	chr1:119969739-119986960	5.0	28.0
FAM72B	chr1:121177332-121180600	1.0	2.0
FAM72C	chr1:143964913-143968924	2.0	1.0
FAM72C	chr1:143968996-143970990	1.0	2.0
FAM72C	chr1:143964979-143968250	1.0	2.0
NBPF15	chr1:144427910-144428606	8.0	6.0
SRGAP2B	chr1:144906039-144914692	4.0	4.0
PDZK1	chr1:145678645-145680383	3.0	4.0
RNF115	chr1:145784596-145788612	1.0	7.0
PIAS3	chr1:145854127-145854458	8.0	6.0
PIAS3	chr1:145850939-145851051	11.0	3.0
PIAS3	chr1:145856431-145856773	3.0	10.0
ITGA10	chr1:145901235-145901516	12.0	17.0
ITGA10	chr1:145897919-145898110	18.0	11.0
ITGA10	chr1:145902956-145904052	7.0	22.0
PEX11B	chr1:145917806-145918633	1.0	2.0
PEX11B	chr1:145917816-145918637	1.0	2.0
PEX11B	chr1:145912566-145916596	2.0	1.0
PEX11B	chr1:145917816-145917955	0.0	3.0
NBPF10	chr1:146126328-146127028	13.0	76.0
NOTCH2NLA	chr1:146147747-146156139	2.0	1.0
PRKAB2	chr1:147159642-147160797	5.0	1.0
FMO5	chr1:147201343-147208852	5.0	2.0
ACP6	chr1:147656672-147658960	0.0	5.0
ACP6	chr1:147659039-147659401	3.0	3.0
ACP6	chr1:147659775-147669510	0.0	9.0
ACP6	chr1:147650977-147652449	1.0	4.0
ACP6	chr1:147659775-147669529	0.0	9.0
NBPF11	chr1:148110616-148114437	11.0	8.0
NBPF11	chr1:148109335-148110458	13.0	6.0
NBPF11	chr1:148109411-148110378	12.0	7.0
NBPF14	chr1:148579312-148583141	11.0	6.0
NOTCH2NLB	chr1:148640097-148679462	1.0	3.0
NBPF9	chr1:149063725-149064431	13.0	10.0
NBPF9	chr1:149065764-149069594	11.0	12.0
SV2A	chr1:149909280-149909504	6.0	5.0
SV2A	chr1:149909644-149909801	5.0	6.0
MTMR11	chr1:149931379-149931944	12.0	4.0
OTUD7B	chr1:149967387-149971063	2.0	8.0
APH1A	chr1:150267254-150267356	3.0	2.0
ENSA	chr1:150625808-150627024	1.0	1.0
ENSA	chr1:150626526-150627312	1.0	3.0
ENSA	chr1:150627592-150629000	0.0	3.0
ENSA	chr1:150625808-150627574	2.0	1.0
GOLPH3L	chr1:150663763-150693458	1.0	3.0
HORMAD1	chr1:150717307-150719473	1.0	12.0
CTSS	chr1:150748285-150750006	5.0	1.0
CTSK	chr1:150799705-150804021	4.0	2.0
CTSK	chr1:150806365-150806686	1.0	5.0
CTSK	chr1:150806224-150806315	0.0	6.0
ARNT	chr1:150852837-150858349	2.0	19.0
ARNT	chr1:150853278-150858349	2.0	19.0
ARNT	chr1:150852840-150858349	2.0	19.0
SEMA6C	chr1:151137799-151138009	8.0	8.0
TMOD4	chr1:151171059-151171433	6.0	2.0
TMOD4	chr1:151174531-151174753	1.0	7.0
RFX5	chr1:151345443-151345928	2.0	6.0
RFX5	chr1:151344604-151344728	5.0	3.0
RFX5	chr1:151345961-151346215	1.0	7.0
RFX5	chr1:151345957-151346205	1.0	7.0
RFX5	chr1:151345188-151345286	1.0	7.0
POGZ	chr1:151424286-151427823	0.0	1.0
MRPL9	chr1:151762025-151762113	0.0	5.0
MRPL9	chr1:151762500-151762950	2.0	3.0
MRPL9	chr1:151760899-151761447	3.0	2.0
MRPL9	chr1:151762025-151762105	0.0	3.0
MRPL9	chr1:151762500-151762955	2.0	3.0
MRPL9	chr1:151761552-151761962	3.0	3.0
TDRKH	chr1:151782019-151782899	1.0	10.0
TDRKH	chr1:151779242-151780051	3.0	8.0
THEM4	chr1:151890214-151895008	2.0	3.0
GATAD2B	chr1:153819735-153827558	0.0	9.0
GATAD2B	chr1:153813950-153816273	6.0	3.0
DENND4B	chr1:153934302-153934764	17.0	9.0
DENND4B	chr1:153932255-153932642	22.0	4.0
DENND4B	chr1:153930857-153931023	24.0	2.0
DENND4B	chr1:153934927-153936060	16.0	10.0
CRTC2	chr1:153948900-153949115	3.0	1.0
CRTC2	chr1:153955166-153958146	0.0	13.0
CRTC2	chr1:153948644-153948834	2.0	2.0
CRTC2	chr1:153955166-153958061	0.0	13.0
RAB13	chr1:153984781-153986017	0.0	7.0
TPM3	chr1:154171488-154172029	5.0	4.0
TPM3	chr1:154173636-154176115	2.0	5.0
TPM3	chr1:154170711-154170791	4.0	3.0
TPM3	chr1:154161778-154169305	2.0	2.0
TPM3	chr1:154191733-154191902	1.0	8.0
TPM3	chr1:154191311-154191629	0.0	9.0
C1orf43	chr1:154213303-154213893	4.0	1.0
C1orf43	chr1:154212624-154213182	3.0	2.0
ADAR	chr1:154598572-154601041	1.0	12.0
ADAR	chr1:154586941-154588125	10.0	3.0
ADAR	chr1:154589928-154590342	6.0	7.0
KCNN3	chr1:154733144-154736843	3.0	5.0
PBXIP1	chr1:154945676-154947417	7.0	1.0
PBXIP1	chr1:154948401-154951232	4.0	5.0
DCST2	chr1:155023959-155026302	0.0	1.0
DCST2	chr1:155023620-155023832	12.0	2.0
KRTCAP2	chr1:155169857-155172351	2.0	2.0
MUC1	chr1:155192310-155192687	0.0	4.0
MUC1	chr1:155187576-155188163	3.0	1.0
THBS3	chr1:155206406-155206971	0.0	22.0
THBS3	chr1:155205316-155205518	1.0	21.0
THBS3	chr1:155198261-155198409	17.0	5.0
THBS3	chr1:155198737-155199804	16.0	6.0
THBS3	chr1:155203305-155203417	4.0	18.0
THBS3	chr1:155201137-155201417	12.0	10.0
THBS3	chr1:155197953-155198042	18.0	4.0
THBS3	chr1:155199852-155199995	17.0	5.0
THBS3	chr1:155205263-155206200	2.0	20.0
THBS3	chr1:155197209-155197463	20.0	2.0
THBS3	chr1:155203592-155204855	4.0	18.0
THBS3	chr1:155199856-155199982	15.0	7.0
GBA1	chr1:155240077-155240177	1.0	9.0
GBA1	chr1:155236082-155236245	8.0	2.0
GBA1	chr1:155235311-155235463	8.0	2.0
GBA1	chr1:155239962-155240630	2.0	8.0
GBA1	chr1:155240299-155240630	2.0	8.0
SCAMP3	chr1:155261734-155261946	0.0	8.0
SCAMP3	chr1:155257657-155258791	4.0	4.0
CLK2	chr1:155268146-155268293	4.0	7.0
CLK2	chr1:155269716-155270066	0.0	11.0
CLK2	chr1:155263400-155263573	10.0	1.0
YY1AP1	chr1:155672727-155675010	3.0	4.0
YY1AP1	chr1:155670464-155672521	3.0	4.0
YY1AP1	chr1:155676746-155679158	1.0	7.0
YY1AP1	chr1:155672757-155675010	3.0	4.0
YY1AP1	chr1:155670464-155672272	3.0	4.0
YY1AP1	chr1:155672731-155674685	3.0	5.0
GON4L	chr1:155822476-155826441	1.0	29.0
GON4L	chr1:155813821-155814330	8.0	22.0
GON4L	chr1:155795151-155804478	9.0	21.0
GON4L	chr1:155821544-155822286	3.0	27.0
GON4L	chr1:155773210-155774963	15.0	15.0
RIT1	chr1:155904498-155904731	3.0	1.0
RIT1	chr1:155904610-155904731	3.0	1.0
KHDC4	chr1:155929745-155933633	3.0	9.0
KHDC4	chr1:155916709-155917499	12.0	1.0
ARHGEF2	chr1:155983200-155983470	1.0	22.0
ARHGEF2	chr1:155962711-155962933	8.0	13.0
ARHGEF2	chr1:155962341-155962593	9.0	12.0
SSR2	chr1:156012565-156014961	3.0	1.0
SSR2	chr1:156015069-156018132	1.0	2.0
SSR2	chr1:156015073-156018270	2.0	1.0
SSR2	chr1:156019266-156020013	1.0	2.0
UBQLN4	chr1:156050359-156051110	3.0	7.0
UBQLN4	chr1:156051793-156053594	1.0	9.0
UBQLN4	chr1:156042377-156042774	7.0	3.0
PAQR6	chr1:156245277-156245782	3.0	1.0
SMG5	chr1:156259134-156260451	15.0	6.0
SMG5	chr1:156279034-156281793	0.0	21.0
SMG5	chr1:156266380-156266507	11.0	10.0
SMG5	chr1:156273648-156274597	5.0	16.0
GLMP	chr1:156293209-156293618	3.0	1.0
GLMP	chr1:156293429-156293618	0.0	2.0
GLMP	chr1:156293576-156293990	4.0	1.0
GLMP	chr1:156293710-156294018	4.0	1.0
GLMP	chr1:156294758-156295526	1.0	3.0
GLMP	chr1:156294759-156295526	1.0	3.0
GLMP	chr1:156294565-156294676	2.0	3.0
MEF2D	chr1:156468299-156468758	7.0	2.0
IQGAP3	chr1:156565432-156566027	4.0	33.0
IQGAP3	chr1:156554392-156555834	11.0	26.0
IQGAP3	chr1:156530313-156531160	33.0	4.0
IQGAP3	chr1:156561329-156561838	10.0	27.0
IQGAP3	chr1:156564691-156565336	3.0	34.0
IQGAP3	chr1:156544299-156544389	20.0	17.0
IQGAP3	chr1:156556818-156560934	11.0	26.0
IQGAP3	chr1:156561021-156561135	9.0	28.0
IQGAP3	chr1:156534137-156534501	31.0	6.0
IQGAP3	chr1:156554392-156555951	11.0	26.0
IQGAP3	chr1:156540855-156543981	22.0	15.0
IQGAP3	chr1:156556821-156560934	11.0	26.0
IQGAP3	chr1:156554392-156556451	12.0	25.0
HDGF	chr1:156744570-156745008	3.0	2.0
HDGF	chr1:156744348-156744501	2.0	3.0
SH2D2A	chr1:156816053-156816675	2.0	5.0
ARHGEF11	chr1:156947897-156948181	24.0	16.0
ARHGEF11	chr1:156938513-156939149	36.0	4.0
ARHGEF11	chr1:156939285-156939548	37.0	3.0
ARHGEF11	chr1:156957846-156958742	17.0	23.0
ARHGEF11	chr1:156936928-156937249	39.0	1.0
ARHGEF11	chr1:156984948-156986082	2.0	38.0
ARHGEF11	chr1:156980486-156984286	3.0	37.0
FCRL5	chr1:157518782-157519011	12.0	4.0
FCRL5	chr1:157519048-157519743	13.0	3.0
FCRL5	chr1:157543022-157544262	5.0	11.0
FCRL5	chr1:157547695-157549560	2.0	14.0
FCRL5	chr1:157520561-157521017	11.0	5.0
FCRL5	chr1:157547165-157549560	2.0	14.0
FCRL5	chr1:157520639-157521017	11.0	5.0
FCRL4	chr1:157581730-157586168	6.0	5.0
FCRL4	chr1:157589916-157596328	2.0	9.0
FCRL3	chr1:157676768-157678595	13.0	1.0
FCRL3	chr1:157679185-157680702	12.0	2.0
FCRL3	chr1:157697329-157697659	4.0	9.0
FCRL3	chr1:157697294-157697659	4.0	9.0
FCRL2	chr1:157767478-157768414	5.0	6.0
FCRL1	chr1:157797132-157797681	8.0	2.0
FCRL1	chr1:157797129-157797681	8.0	2.0
FCRL1	chr1:157801591-157801915	5.0	5.0
AIM2	chr1:159066329-159068363	1.0	3.0
CFAP45	chr1:159884563-159886511	6.0	5.0
CFAP45	chr1:159876789-159877349	9.0	2.0
TAGLN2	chr1:159920537-159923192	0.0	4.0
IGSF8	chr1:160092695-160093210	4.0	1.0
IGSF8	chr1:160095246-160097712	0.0	5.0
IGSF8	chr1:160095246-160097952	0.0	5.0
IGSF8	chr1:160095332-160098409	1.0	4.0
IGSF8	chr1:160093327-160093710	3.0	2.0
DCAF8	chr1:160221210-160222651	1.0	1.0
PEX19	chr1:160282502-160282826	3.0	4.0
COPA	chr1:160305773-160306455	15.0	17.0
COPA	chr1:160312018-160312869	9.0	23.0
COPA	chr1:160311989-160313085	12.0	20.0
COPA	chr1:160309176-160310042	11.0	21.0
COPA	chr1:160313167-160323431	0.0	3.0
CD84	chr1:160549979-160550611	5.0	2.0
CD84	chr1:160550846-160550938	6.0	1.0
CD84	chr1:160553497-160553869	3.0	3.0
SLAMF1	chr1:160634892-160637191	2.0	4.0
CD244	chr1:160839761-160841210	3.0	5.0
CD244	chr1:160838518-160838820	4.0	4.0
CD244	chr1:160841397-160841584	2.0	6.0
CD244	chr1:160832719-160834051	7.0	1.0
F11R	chr1:161000007-161000146	5.0	4.0
USF1	chr1:161040330-161040526	7.0	2.0
USF1	chr1:161042217-161042586	3.0	6.0
ARHGAP30	chr1:161056447-161059614	3.0	8.0
ARHGAP30	chr1:161056528-161059614	3.0	8.0
ARHGAP30	chr1:161060262-161069528	1.0	10.0
DEDD	chr1:161123174-161123839	2.0	1.0
DEDD	chr1:161123946-161124133	1.0	2.0
MPZ	chr1:161306464-161306883	3.0	2.0
ALDH9A1	chr1:165695397-165698250	0.0	10.0
TADA1	chr1:166862407-166863824	4.0	3.0
ILDR2	chr1:166923192-166927067	7.0	2.0
CD247	chr1:167435434-167438187	3.0	4.0
CD247	chr1:167438650-167439180	2.0	5.0
CD247	chr1:167434098-167435399	2.0	2.0
CD247	chr1:167435431-167438187	0.0	4.0
NME7	chr1:169298763-169302307	4.0	7.0
SELL	chr1:169703440-169704036	4.0	4.0
SELL	chr1:169710517-169711069	0.0	8.0
SELL	chr1:169710517-169711024	0.0	8.0
SELL	chr1:169710517-169711148	0.0	8.0
SELL	chr1:169710517-169710637	0.0	8.0
SELL	chr1:169704094-169704568	5.0	3.0
SCYL3	chr1:169878819-169888664	0.0	12.0
SCYL3	chr1:169878819-169888650	0.0	12.0
SCYL3	chr1:169862797-169864458	8.0	4.0
SCYL3	chr1:169855932-169859041	11.0	1.0
SCYL3	chr1:169869128-169870255	5.0	7.0
SCYL3	chr1:169869107-169870255	5.0	7.0
KIFAP3	chr1:169972810-169978085	15.0	3.0
VAMP4	chr1:171709800-171710714	4.0	2.0
VAMP4	chr1:171719221-171728035	1.0	5.0
RC3H1	chr1:173985155-173992755	1.0	17.0
RC3H1	chr1:173982894-173983418	3.0	15.0
MRPS14	chr1:175018576-175023272	1.0	1.0
COP1	chr1:176168748-176175910	1.0	2.0
COP1	chr1:176149074-176175910	1.0	2.0
ABL2	chr1:179120270-179121595	5.0	7.0
ABL2	chr1:179110845-179112309	10.0	2.0
TOR1AIP2	chr1:179848388-179850845	2.0	1.0
TOR1AIP2	chr1:179848348-179850845	2.0	1.0
GLUL	chr1:182385887-182386362	4.0	1.0
EDEM3	chr1:184708210-184710394	16.0	3.0
EDEM3	chr1:184708815-184710394	16.0	3.0
EDEM3	chr1:184711877-184711960	13.0	7.0
EDEM3	chr1:184706827-184708153	17.0	2.0
EDEM3	chr1:184723856-184726314	7.0	13.0
EDEM3	chr1:184702952-184706643	18.0	1.0
NIBAN1	chr1:184894169-184899179	2.0	11.0
TRMT1L	chr1:185128747-185137442	9.0	5.0
TRMT1L	chr1:185125110-185128394	10.0	4.0
TRMT1L	chr1:185147717-185150379	3.0	11.0
IVNS1ABP	chr1:185305643-185306485	4.0	8.0
TPR	chr1:186356739-186357397	14.0	36.0
TPR	chr1:186332327-186333122	37.0	13.0
TPR	chr1:186360384-186360765	10.0	40.0
GLRX2	chr1:193101204-193105230	2.0	1.0
GLRX2	chr1:193101204-193105197	2.0	1.0
DENND1B	chr1:197647943-197652235	7.0	15.0
DENND1B	chr1:197546822-197553022	17.0	5.0
DENND1B	chr1:197772932-197774487	0.0	22.0
DENND1B	chr1:197715074-197735306	0.0	13.0
DENND1B	chr1:197772932-197774724	0.0	22.0
KIF14	chr1:200615609-200618552	1.0	27.0
KIF21B	chr1:200977698-200979535	29.0	4.0
KIF21B	chr1:200999704-200999883	12.0	21.0
KIF21B	chr1:201002350-201003079	7.0	26.0
KIF21B	chr1:201005442-201005528	4.0	29.0
KIF21B	chr1:201004455-201004755	6.0	27.0
TMEM9	chr1:201143951-201146771	3.0	1.0
LAD1	chr1:201382805-201383074	7.0	2.0
PTPN7	chr1:202157938-202158118	4.0	4.0
PTPN7	chr1:202153850-202154186	5.0	3.0
UBE2T	chr1:202335058-202335642	1.0	4.0
KDM5B	chr1:202740812-202741546	19.0	7.0
KDM5B	chr1:202774735-202776105	1.0	25.0
KDM5B	chr1:202776220-202777017	1.0	7.0
KDM5B	chr1:202773284-202774613	3.0	23.0
KDM5B	chr1:202777094-202807963	1.0	2.0
ADIPOR1	chr1:202945195-202946439	3.0	3.0
CYB5R1	chr1:202966109-202966528	4.0	4.0
CYB5R1	chr1:202963727-202964446	5.0	3.0
CHI3L1	chr1:203181285-203182177	5.0	4.0
CHI3L1	chr1:203182304-203182731	0.0	3.0
CHI3L1	chr1:203184044-203184576	4.0	5.0
CHI3L1	chr1:203185270-203186316	2.0	7.0
CHIT1	chr1:203218091-203219216	9.0	1.0
CHIT1	chr1:203217133-203217302	9.0	1.0
PIK3C2B	chr1:204446144-204446925	13.0	18.0
PIK3C2B	chr1:204459937-204460324	6.0	25.0
PIK3C2B	chr1:204457590-204457728	8.0	23.0
PIK3C2B	chr1:204456198-204457037	9.0	22.0
PIK3C2B	chr1:204449296-204449846	12.0	19.0
PIK3C2B	chr1:204447023-204447436	14.0	18.0
PIK3C2B	chr1:204457874-204459176	6.0	25.0
PIK3C2B	chr1:204441563-204442515	20.0	11.0
PIK3C2B	chr1:204432334-204433316	25.0	6.0
RBBP5	chr1:205096856-205097326	11.0	2.0
RBBP5	chr1:205101662-205103857	5.0	8.0
RBBP5	chr1:205101690-205103857	5.0	8.0
RBBP5	chr1:205114905-205115858	2.0	11.0
RBBP5	chr1:205103963-205105028	4.0	9.0
NUAK2	chr1:205305614-205306188	5.0	1.0
ELK4	chr1:205616644-205618698	2.0	1.0
SLC45A3	chr1:205663618-205663720	0.0	3.0
SLC45A3	chr1:205662648-205662833	2.0	1.0
RAB29	chr1:205771648-205774833	1.0	2.0
FAM72A	chr1:206199879-206201874	1.0	2.0
FAM72A	chr1:206195876-206199133	1.0	2.0
EIF2D	chr1:206611374-206611456	0.0	12.0
EIF2D	chr1:206600308-206608280	2.0	2.0
EIF2D	chr1:206594407-206595718	11.0	1.0
EIF2D	chr1:206611374-206612175	0.0	12.0
EIF2D	chr1:206599092-206600263	2.0	2.0
EIF2D	chr1:206605507-206608280	4.0	8.0
EIF2D	chr1:206611584-206612287	1.0	11.0
EIF2D	chr1:206603204-206604609	4.0	10.0
EIF2D	chr1:206611374-206612122	0.0	12.0
IL10	chr1:206769894-206770399	2.0	2.0
IL10	chr1:206771415-206772106	0.0	4.0
IL10	chr1:206769894-206770082	2.0	2.0
FCMR	chr1:206913042-206913862	2.0	5.0
FCMR	chr1:206909858-206910210	5.0	2.0
PIGR	chr1:206930413-206930915	8.0	1.0
PIGR	chr1:206931802-206932227	6.0	3.0
FCAMR	chr1:206967651-206969227	0.0	6.0
NEK2	chr1:211671913-211673483	3.0	4.0
NEK2	chr1:211670393-211671202	4.0	3.0
LPGAT1	chr1:211750050-211750743	5.0	1.0
LPGAT1	chr1:211793190-211829235	1.0	5.0
LPGAT1	chr1:211779040-211783229	4.0	2.0
INTS7	chr1:212007399-212011375	5.0	14.0
INTS7	chr1:211968603-211975166	13.0	6.0
INTS7	chr1:212020268-212020721	1.0	18.0
INTS7	chr1:211988414-212006639	7.0	12.0
INTS7	chr1:212020754-212021083	2.0	17.0
PACC1	chr1:212375300-212376794	5.0	2.0
PACC1	chr1:212387732-212410425	2.0	5.0
PACC1	chr1:212387100-212410126	1.0	6.0
BATF3	chr1:212697078-212699673	1.0	1.0
NSL1	chr1:212787637-212791534	2.0	3.0
ANGEL2	chr1:213013418-213015654	1.0	7.0
ANGEL2	chr1:213013418-213015439	0.0	8.0
ANGEL2	chr1:213013418-213015149	0.0	8.0
ANGEL2	chr1:213000912-213004581	2.0	4.0
ANGEL2	chr1:213013418-213015226	0.0	8.0
ANGEL2	chr1:213005554-213007129	2.0	4.0
BPNT1	chr1:220062954-220067030	3.0	3.0
RAB3GAP2	chr1:220193379-220195083	12.0	22.0
RAB3GAP2	chr1:220164795-220167293	26.0	8.0
RAB3GAP2	chr1:220182350-220182718	21.0	13.0
RAB3GAP2	chr1:220171107-220171889	23.0	11.0
TAF1A	chr1:222579890-222584128	2.0	7.0
