Gene_name	Intron_coord	Strand	Annot	Coding	UTR
AK2	chr1:33010833-33013207	-	True	True	False
AK2	chr1:33010833-33012074	-	True	True	False
AK2	chr1:33010833-33011448	-	True	False	False
AK2	chr1:33009894-33010765	-	False	False	True
AK2	chr1:33008920-33010765	-	False	False	True
AK2	chr1:33008687-33008884	-	False	False	True
AK2	chr1:33008687-33008777	-	False	False	True
TRIM62	chr1:33181494-33181994	-	True	False	True
TRIM62	chr1:33181421-33181994	-	True	False	True
TRIM62	chr1:33165566-33181025	-	True	True	False
TRIM62	chr1:33165566-33176408	-	True	True	False
TRIM62	chr1:33164349-33165471	-	False	False	False
TRIM62	chr1:33164346-33165471	-	False	False	False
TRIM62	chr1:33159973-33165471	-	False	False	False
TRIM62	chr1:33159944-33165471	-	True	True	False
TRIM62	chr1:33158368-33159688	-	True	True	False
TRIM62	chr1:33147727-33158253	-	True	True	False
PHC2	chr1:33375593-33430976	-	True	True	True
PHC2	chr1:33375593-33430181	-	True	True	True
PHC2	chr1:33375593-33392682	-	True	False	True
PHC2	chr1:33372447-33375366	-	True	True	True
PHC2	chr1:33371094-33372289	-	True	True	True
PHC2	chr1:33370585-33371017	-	True	True	True
PHC2	chr1:33368688-33370421	-	True	True	True
PHC2	chr1:33368622-33370421	-	True	True	True
PHC2	chr1:33367428-33370421	-	True	True	True
PHC2	chr1:33367428-33368536	-	True	True	True
PHC2	chr1:33355253-33367116	-	True	True	True
PHC2	chr1:33354566-33354841	-	True	True	True
PHC2	chr1:33354566-33354838	-	True	True	True
PHC2	chr1:33353439-33354401	-	True	False	True
PHC2	chr1:33335359-33349597	-	False	False	True
PHC2	chr1:33334292-33354401	-	True	True	True
PHC2	chr1:33334292-33349597	-	True	True	True
PHC2	chr1:33334292-33349053	-	False	False	True
PHC2	chr1:33334292-33335166	-	True	False	True
PHC2	chr1:33334290-33349597	-	True	False	True
PHC2	chr1:33333932-33334185	-	True	True	True
PHC2	chr1:33332404-33334185	-	True	False	True
PHC2	chr1:33332404-33334090	-	True	True	True
PHC2	chr1:33332404-33333844	-	True	True	True
PHC2	chr1:33331699-33332275	-	True	False	False
PHC2	chr1:33331462-33332275	-	True	True	False
PHC2	chr1:33331462-33331625	-	True	False	False
PHC2	chr1:33330212-33331348	-	True	True	False
PHC2	chr1:33329146-33330071	-	True	True	False
PHC2	chr1:33327427-33328870	-	False	False	False
PHC2	chr1:33326149-33328870	-	False	False	False
PHC2	chr1:33325961-33328870	-	True	False	False
PHC2	chr1:33325961-33326078	-	False	False	False
PHC2	chr1:33325019-33328870	-	True	True	False
PHC2	chr1:33325019-33327348	-	False	False	False
PHC2	chr1:33325019-33325795	-	True	False	False
SMIM12	chr1:34856739-34858840	-	True	True	True
SMIM12	chr1:34855982-34859677	-	True	True	True
SMIM12	chr1:34855982-34859652	-	True	True	True
SMIM12	chr1:34855982-34859455	-	True	True	True
SMIM12	chr1:34855982-34858840	-	False	False	True
SMIM12	chr1:34855982-34858813	-	False	False	True
SMIM12	chr1:34855982-34857655	-	False	False	True
SMIM12	chr1:34855982-34857451	-	False	False	True
SMIM12	chr1:34855982-34857186	-	True	True	True
SMIM12	chr1:34855982-34856556	-	True	True	True
SMIM12	chr1:34718409-34855771	-	True	False	True
SMIM12	chr1:34716489-34718268	-	True	False	True
SMIM12	chr1:34714620-34716169	-	True	False	True
SMIM12	chr1:34711570-34718268	-	False	False	True
ENSG00000284773	chr1:34983947-34992234	-	False	False	False
ENSG00000284773	chr1:34983947-34985198	-	False	False	False
ENSG00000284773	chr1:34977402-34985198	-	True	True	False
TMEM35B	chr1:34983947-34992234	-	False	False	False
TMEM35B	chr1:34983947-34985198	-	True	True	False
TMEM35B	chr1:34982119-34983767	-	True	True	False
TMEM35B	chr1:34977402-34985198	-	False	False	True
ZMYM6	chr1:35031337-35031631	-	True	True	True
ZMYM6	chr1:35030756-35031631	-	True	False	True
ZMYM6	chr1:35030713-35031815	-	True	True	True
ZMYM6	chr1:35030713-35031631	-	False	False	True
ZMYM6	chr1:35030713-35031526	-	True	True	True
ZMYM6	chr1:35030713-35031267	-	True	True	True
ZMYM6	chr1:35020467-35031815	-	True	False	False
ZMYM6	chr1:35020467-35030547	-	True	True	False
ZMYM6	chr1:35019602-35020383	-	True	True	False
ZMYM6	chr1:35015162-35020383	-	True	False	False
ZMYM6	chr1:35015162-35019353	-	True	True	False
ZMYM6	chr1:35014888-35014988	-	True	True	False
ZMYM6	chr1:35012581-35014697	-	True	True	False
ZMYM6	chr1:35012581-35012668	-	False	False	False
ZMYM6	chr1:35012005-35012431	-	True	True	False
ZMYM6	chr1:35011036-35011890	-	True	True	False
ZMYM6	chr1:35010597-35010951	-	False	False	False
ZMYM6	chr1:35010597-35010758	-	True	True	False
ZMYM6	chr1:35008924-35010447	-	True	True	False
ZMYM6	chr1:35007098-35008752	-	True	True	False
ZMYM6	chr1:35005272-35006951	-	True	True	False
ZMYM6	chr1:35004005-35005132	-	True	True	False
ZMYM6	chr1:34992387-35003968	-	True	True	False
ZMYM6	chr1:34990314-34992234	-	False	False	False
ZMYM6	chr1:34990311-34992234	-	True	False	False
ZMYM6	chr1:34988935-34992234	-	True	True	False
ZMYM6	chr1:34983947-34992234	-	False	False	True
SFPQ	chr1:35191529-35192222	-	True	True	False
SFPQ	chr1:35190995-35191341	-	True	True	False
SFPQ	chr1:35190593-35190694	-	True	True	False
SFPQ	chr1:35189382-35190498	-	True	True	False
SFPQ	chr1:35189087-35189186	-	True	True	False
SFPQ	chr1:35188090-35189003	-	True	True	False
SFPQ	chr1:35187251-35187973	-	True	True	False
SFPQ	chr1:35187122-35187203	-	True	True	False
SFPQ	chr1:35184593-35187001	-	True	True	False
SFPQ	chr1:35178036-35187001	-	True	False	True
SFPQ	chr1:35178036-35181135	-	True	False	True
SFPQ	chr1:35178036-35178665	-	True	False	True
SFPQ	chr1:35177399-35177989	-	True	False	True
SFPQ	chr1:35176474-35177319	-	True	False	True
SFPQ	chr1:35176471-35177319	-	True	False	True
KIAA0319L	chr1:35556757-35557207	-	True	False	True
KIAA0319L	chr1:35554519-35557711	-	True	False	True
KIAA0319L	chr1:35554519-35557550	-	True	True	True
KIAA0319L	chr1:35554519-35557362	-	True	True	True
KIAA0319L	chr1:35554519-35557207	-	True	True	True
KIAA0319L	chr1:35554519-35557048	-	True	False	True
KIAA0319L	chr1:35554519-35554900	-	True	True	True
KIAA0319L	chr1:35554519-35554789	-	True	True	True
KIAA0319L	chr1:35538583-35554350	-	True	False	False
KIAA0319L	chr1:35533441-35554350	-	True	False	False
KIAA0319L	chr1:35507135-35557550	-	True	False	False
KIAA0319L	chr1:35507135-35554350	-	True	True	False
KIAA0319L	chr1:35507135-35538466	-	True	False	False
KIAA0319L	chr1:35479212-35554350	-	True	False	False
KIAA0319L	chr1:35479212-35506612	-	True	True	False
KIAA0319L	chr1:35476595-35478966	-	True	False	False
KIAA0319L	chr1:35474906-35554350	-	True	True	False
KIAA0319L	chr1:35474906-35506612	-	True	False	False
KIAA0319L	chr1:35474906-35478966	-	True	True	False
KIAA0319L	chr1:35474906-35476269	-	True	False	False
KIAA0319L	chr1:35470960-35554350	-	True	True	False
KIAA0319L	chr1:35470960-35478966	-	True	True	False
KIAA0319L	chr1:35470960-35474805	-	True	True	False
KIAA0319L	chr1:35466695-35474805	-	True	False	False
KIAA0319L	chr1:35466695-35470863	-	True	True	False
KIAA0319L	chr1:35464928-35466608	-	True	False	False
KIAA0319L	chr1:35462713-35474805	-	True	True	False
KIAA0319L	chr1:35462713-35470863	-	True	False	False
KIAA0319L	chr1:35462713-35466608	-	True	True	False
KIAA0319L	chr1:35460437-35466608	-	True	True	False
KIAA0319L	chr1:35460437-35462621	-	True	True	False
KIAA0319L	chr1:35460433-35462621	-	True	False	False
KIAA0319L	chr1:35456241-35470863	-	True	False	False
KIAA0319L	chr1:35456241-35460305	-	True	True	False
KIAA0319L	chr1:35454485-35506612	-	True	True	False
KIAA0319L	chr1:35454485-35474805	-	True	False	False
KIAA0319L	chr1:35454485-35470863	-	True	True	False
KIAA0319L	chr1:35454485-35456013	-	True	True	False
KIAA0319L	chr1:35454485-35454614	-	True	False	False
KIAA0319L	chr1:35453689-35454362	-	True	True	False
KIAA0319L	chr1:35453689-35454237	-	True	False	False
KIAA0319L	chr1:35451791-35453557	-	True	True	False
KIAA0319L	chr1:35451776-35453557	-	True	True	False
KIAA0319L	chr1:35450509-35451628	-	True	True	False
KIAA0319L	chr1:35450509-35451524	-	True	False	False
KIAA0319L	chr1:35450005-35450358	-	True	True	False
KIAA0319L	chr1:35448332-35451628	-	True	True	False
KIAA0319L	chr1:35448332-35449867	-	True	True	False
KIAA0319L	chr1:35447233-35448173	-	True	False	False
KIAA0319L	chr1:35444303-35449867	-	True	False	False
KIAA0319L	chr1:35444303-35448173	-	True	True	False
KIAA0319L	chr1:35444303-35447142	-	False	False	False
KIAA0319L	chr1:35444303-35447046	-	True	False	False
KIAA0319L	chr1:35443335-35444165	-	True	True	False
KIAA0319L	chr1:35443335-35444161	-	False	False	False
KIAA0319L	chr1:35443028-35448173	-	True	False	False
KIAA0319L	chr1:35443028-35444161	-	True	True	False
KIAA0319L	chr1:35443028-35443158	-	False	True	False
KIAA0319L	chr1:35442772-35442906	-	False	False	False
KIAA0319L	chr1:35442336-35442906	-	True	True	False
KIAA0319L	chr1:35441322-35442246	-	True	False	False
KIAA0319L	chr1:35441138-35442906	-	True	True	False
KIAA0319L	chr1:35441138-35442246	-	True	True	False
KIAA0319L	chr1:35441138-35441243	-	True	False	False
KIAA0319L	chr1:35435597-35441047	-	True	False	False
KIAA0319L	chr1:35435385-35441047	-	False	True	False
KIAA0319L	chr1:35435081-35441047	-	True	True	False
KIAA0319L	chr1:35435081-35435305	-	True	True	False
KIAA0319L	chr1:35397556-35441047	-	True	False	True
KIAA0319L	chr1:35394526-35397335	-	True	False	True
KIAA0319L	chr1:35393910-35394433	-	True	False	True
PSMB2	chr1:35636432-35641417	-	False	True	True
PSMB2	chr1:35636432-35641342	-	True	True	True
PSMB2	chr1:35631344-35641342	-	False	True	True
PSMB2	chr1:35631344-35636310	-	True	True	True
PSMB2	chr1:35631344-35631436	-	True	True	True
PSMB2	chr1:35609408-35631274	-	True	True	True
PSMB2	chr1:35605282-35609246	-	True	True	False
PSMB2	chr1:35603374-35605233	-	True	True	False
C1orf216	chr1:35716675-35718707	-	True	False	True
C1orf216	chr1:35716326-35736914	-	False	False	True
C1orf216	chr1:35716326-35718707	-	True	True	True
C1orf216	chr1:35716326-35716501	-	True	False	True
CLSPN	chr1:35765326-35769859	-	False	True	False
CLSPN	chr1:35765326-35769847	-	True	True	False
CLSPN	chr1:35764714-35769847	-	False	False	False
CLSPN	chr1:35764714-35765218	-	True	True	False
CLSPN	chr1:35763321-35764266	-	True	True	False
CLSPN	chr1:35762481-35764266	-	False	True	False
CLSPN	chr1:35762481-35763160	-	True	True	False
CLSPN	chr1:35762070-35762404	-	True	True	False
CLSPN	chr1:35761204-35761998	-	True	True	False
CLSPN	chr1:35760916-35761096	-	True	True	False
CLSPN	chr1:35753936-35760342	-	True	True	False
CLSPN	chr1:35751506-35760342	-	True	True	False
CLSPN	chr1:35751506-35753745	-	True	True	False
CLSPN	chr1:35749811-35751250	-	True	True	False
CLSPN	chr1:35749652-35751250	-	True	True	False
CLSPN	chr1:35749531-35749633	-	True	True	False
CLSPN	chr1:35748604-35749467	-	True	True	False
CLSPN	chr1:35748061-35748405	-	True	True	False
CLSPN	chr1:35746992-35747907	-	True	True	False
CLSPN	chr1:35746977-35747907	-	False	True	False
CLSPN	chr1:35745562-35747907	-	False	False	False
CLSPN	chr1:35745562-35746766	-	True	True	False
CLSPN	chr1:35743530-35747907	-	False	True	False
CLSPN	chr1:35743530-35745451	-	True	True	False
CLSPN	chr1:35743241-35743455	-	True	True	False
CLSPN	chr1:35739529-35743141	-	True	True	False
CLSPN	chr1:35739257-35739365	-	True	True	False
CLSPN	chr1:35738582-35739136	-	True	True	False
CLSPN	chr1:35738097-35738455	-	True	True	False
CLSPN	chr1:35737421-35737992	-	True	True	False
CLSPN	chr1:35737421-35737698	-	True	False	False
CLSPN	chr1:35737417-35737992	-	False	False	False
CLSPN	chr1:35737075-35737992	-	False	False	False
CLSPN	chr1:35737075-35737339	-	True	True	False
CLSPN	chr1:35736606-35736914	-	True	True	False
CLSPN	chr1:35727220-35736914	-	False	False	False
CLSPN	chr1:35723685-35736914	-	False	True	False
CLSPN	chr1:35720980-35736914	-	True	True	False
CLSPN	chr1:35720980-35736485	-	False	False	False
CLSPN	chr1:35720980-35736247	-	False	False	False
CLSPN	chr1:35720980-35723620	-	False	True	False
CLSPN	chr1:35720977-35736914	-	False	True	False
CLSPN	chr1:35720977-35736485	-	False	False	False
CLSPN	chr1:35720977-35736247	-	False	False	False
CLSPN	chr1:35720977-35723620	-	False	True	False
CLSPN	chr1:35716326-35736914	-	False	False	True
TRAPPC3	chr1:36140166-36155883	-	True	True	True
TRAPPC3	chr1:36140166-36149337	-	True	True	True
TRAPPC3	chr1:36140166-36149260	-	True	True	True
TRAPPC3	chr1:36140166-36149092	-	True	True	True
TRAPPC3	chr1:36139843-36140069	-	True	True	True
TRAPPC3	chr1:36139819-36140069	-	True	True	False
TRAPPC3	chr1:36138232-36139720	-	True	True	False
TRAPPC3	chr1:36137978-36149337	-	True	True	False
TRAPPC3	chr1:36137978-36139720	-	True	True	False
TRAPPC3	chr1:36137978-36138084	-	True	True	False
TRAPPC3	chr1:36137322-36149337	-	True	True	False
TRAPPC3	chr1:36137322-36137796	-	True	True	False
EVA1B	chr1:36323067-36323893	-	True	True	True
EVA1B	chr1:36323067-36323459	-	True	True	True
EVA1B	chr1:36322725-36323459	-	False	False	False
EVA1B	chr1:36322725-36322971	-	True	True	False
STK40	chr1:36372774-36385723	-	True	False	True
STK40	chr1:36368084-36385723	-	True	True	True
STK40	chr1:36368084-36372649	-	True	False	True
STK40	chr1:36362656-36367852	-	False	False	True
STK40	chr1:36361340-36385723	-	True	True	True
STK40	chr1:36361340-36367861	-	False	False	True
STK40	chr1:36361340-36367852	-	True	False	True
STK40	chr1:36361340-36367848	-	True	True	True
STK40	chr1:36361340-36365971	-	True	False	True
STK40	chr1:36361340-36362559	-	True	False	True
STK40	chr1:36358837-36361221	-	True	True	False
STK40	chr1:36358822-36385723	-	False	False	False
STK40	chr1:36358822-36361221	-	True	True	False
STK40	chr1:36358382-36358737	-	True	True	False
STK40	chr1:36355433-36358239	-	True	True	False
STK40	chr1:36354416-36355206	-	True	True	False
STK40	chr1:36348815-36354364	-	True	True	False
STK40	chr1:36348815-36349189	-	False	False	False
STK40	chr1:36344264-36348700	-	True	True	False
STK40	chr1:36343979-36344120	-	True	True	False
STK40	chr1:36343448-36343860	-	True	True	False
STK40	chr1:36341973-36343364	-	True	True	False
STK40	chr1:36341967-36343364	-	False	True	False
LSM10	chr1:36395768-36397767	-	False	False	True
LSM10	chr1:36394153-36397767	-	True	True	True
LSM10	chr1:36394153-36397618	-	True	False	True
LSM10	chr1:36394153-36395653	-	False	False	True
LSM10	chr1:36394063-36397767	-	False	False	False
LSM10	chr1:36392487-36393766	-	True	False	True
LSM10	chr1:36391604-36392358	-	True	False	True
OSCP1	chr1:36447887-36450258	-	True	False	True
OSCP1	chr1:36444033-36450258	-	True	True	True
OSCP1	chr1:36438910-36450258	-	True	True	True
OSCP1	chr1:36438910-36447813	-	True	False	True
OSCP1	chr1:36438910-36444004	-	True	True	True
OSCP1	chr1:36438910-36440819	-	True	True	True
OSCP1	chr1:36432589-36438756	-	True	True	False
OSCP1	chr1:36431882-36432422	-	True	True	False
OSCP1	chr1:36431860-36432422	-	False	False	False
OSCP1	chr1:36428475-36431802	-	True	True	False
OSCP1	chr1:36423466-36431802	-	True	True	False
OSCP1	chr1:36422970-36423363	-	False	False	False
OSCP1	chr1:36422896-36423363	-	True	True	False
OSCP1	chr1:36422219-36422768	-	True	True	False
OSCP1	chr1:36420615-36422150	-	True	True	False
OSCP1	chr1:36419054-36422150	-	True	True	False
OSCP1	chr1:36419054-36420476	-	True	True	False
OSCP1	chr1:36418255-36422150	-	True	True	False
OSCP1	chr1:36418255-36418991	-	True	True	False
OSCP1	chr1:36416095-36418991	-	True	True	False
MRPS15	chr1:36463850-36464219	-	False	False	False
MRPS15	chr1:36463850-36464146	-	True	True	False
MRPS15	chr1:36462163-36463806	-	True	True	False
MRPS15	chr1:36461312-36462088	-	True	True	False
MRPS15	chr1:36460776-36461264	-	True	True	False
MRPS15	chr1:36459126-36464282	-	True	False	False
MRPS15	chr1:36457981-36460692	-	True	True	False
MRPS15	chr1:36456378-36457923	-	True	True	False
MRPS15	chr1:36455925-36456187	-	True	True	False
MEAF6	chr1:37513538-37519496	-	False	False	False
MEAF6	chr1:37513538-37514657	-	True	True	False
MEAF6	chr1:37513538-37514517	-	True	False	False
MEAF6	chr1:37509542-37513423	-	True	True	False
MEAF6	chr1:37509323-37509455	-	True	True	False
MEAF6	chr1:37501996-37509278	-	True	True	False
MEAF6	chr1:37496736-37501804	-	True	True	False
MEAF6	chr1:37496604-37501804	-	True	True	False
MEAF6	chr1:37496604-37496707	-	True	True	False
MEAF6	chr1:37495918-37501804	-	True	True	False
MEAF6	chr1:37495918-37496707	-	True	True	False
MEAF6	chr1:37495918-37496547	-	True	True	False
MEAF6	chr1:37494107-37495885	-	True	True	False
MEAF6	chr1:37493814-37501804	-	True	True	False
SNIP1	chr1:37552747-37554192	-	True	True	False
SNIP1	chr1:37552747-37554006	-	True	True	False
SNIP1	chr1:37548987-37552645	-	True	False	False
SNIP1	chr1:37540755-37552645	-	True	True	False
SNIP1	chr1:37540755-37548821	-	True	False	False
SNIP1	chr1:37538012-37540157	-	True	True	False
GNL2	chr1:37593846-37595759	-	True	True	False
GNL2	chr1:37592806-37593762	-	True	True	False
GNL2	chr1:37590845-37592712	-	True	True	False
GNL2	chr1:37587495-37590706	-	True	True	False
GNL2	chr1:37583933-37587311	-	True	True	False
GNL2	chr1:37582936-37583867	-	True	True	False
GNL2	chr1:37582936-37583694	-	False	False	False
GNL2	chr1:37582336-37582778	-	True	True	False
GNL2	chr1:37581545-37582223	-	True	True	False
GNL2	chr1:37576556-37582223	-	True	True	False
GNL2	chr1:37576556-37581342	-	True	True	False
GNL2	chr1:37575699-37576428	-	True	True	False
GNL2	chr1:37574823-37575595	-	True	True	False
GNL2	chr1:37574456-37574665	-	True	True	False
GNL2	chr1:37569302-37574343	-	True	True	False
GNL2	chr1:37568357-37568851	-	True	True	False
GNL2	chr1:37567764-37568275	-	True	True	False
GNL2	chr1:37567007-37567673	-	True	True	False
C1orf109	chr1:37691581-37692030	-	True	False	True
C1orf109	chr1:37690438-37692030	-	True	True	True
C1orf109	chr1:37690438-37691459	-	True	False	True
C1orf109	chr1:37690434-37692026	-	True	True	True
C1orf109	chr1:37689886-37692030	-	True	True	True
C1orf109	chr1:37689886-37690334	-	False	False	True
C1orf109	chr1:37689886-37690216	-	True	True	True
C1orf109	chr1:37689886-37690002	-	True	False	True
C1orf109	chr1:37689883-37692189	-	True	True	True
C1orf109	chr1:37689883-37691459	-	False	False	True
C1orf109	chr1:37689883-37690334	-	True	True	True
C1orf109	chr1:37689883-37690216	-	True	True	True
C1orf109	chr1:37689883-37690002	-	True	True	True
C1orf109	chr1:37686452-37689658	-	True	False	False
C1orf109	chr1:37686452-37689606	-	True	True	False
C1orf109	chr1:37686452-37689491	-	False	False	False
C1orf109	chr1:37686452-37687791	-	False	False	False
C1orf109	chr1:37683476-37686273	-	True	False	False
C1orf109	chr1:37683441-37686273	-	True	True	False
C1orf109	chr1:37683437-37686273	-	True	True	False
C1orf109	chr1:37683427-37686273	-	False	True	False
C1orf109	chr1:37683160-37683319	-	True	True	False
MTF1	chr1:37858573-37859531	-	False	False	True
MTF1	chr1:37857709-37860596	-	False	False	True
MTF1	chr1:37857709-37859531	-	True	True	True
MTF1	chr1:37857709-37858488	-	True	False	True
MTF1	chr1:37857499-37857576	-	False	False	False
MTF1	chr1:37847378-37857251	-	False	False	False
MTF1	chr1:37846488-37857251	-	False	False	False
MTF1	chr1:37844988-37857251	-	False	False	False
MTF1	chr1:37840158-37857576	-	False	False	False
MTF1	chr1:37840158-37857251	-	True	True	False
MTF1	chr1:37840158-37847234	-	False	False	False
MTF1	chr1:37840158-37844938	-	False	False	False
MTF1	chr1:37838756-37839920	-	True	True	False
MTF1	chr1:37835744-37838625	-	True	True	False
MTF1	chr1:37835215-37835671	-	True	True	False
MTF1	chr1:37832322-37835079	-	True	True	False
MTF1	chr1:37823812-37832245	-	True	True	False
MTF1	chr1:37822716-37823710	-	True	True	False
MTF1	chr1:37818098-37822121	-	False	False	False
MTF1	chr1:37817482-37822121	-	True	True	False
MTF1	chr1:37817479-37822121	-	False	True	False
MTF1	chr1:37815566-37822121	-	False	False	False
MTF1	chr1:37815566-37817419	-	True	True	False
INPP5B	chr1:37946334-37946990	-	True	True	True
INPP5B	chr1:37946334-37946774	-	False	False	True
INPP5B	chr1:37945850-37946252	-	True	True	True
INPP5B	chr1:37943893-37945756	-	True	True	True
INPP5B	chr1:37943669-37945756	-	False	False	True
INPP5B	chr1:37943669-37943796	-	True	True	True
INPP5B	chr1:37942264-37943640	-	True	False	True
INPP5B	chr1:37940798-37943640	-	True	True	True
INPP5B	chr1:37940798-37942083	-	True	False	True
INPP5B	chr1:37940792-37943640	-	False	True	True
INPP5B	chr1:37932053-37940688	-	True	True	True
INPP5B	chr1:37891454-37931913	-	True	True	False
INPP5B	chr1:37891454-37931909	-	False	False	False
INPP5B	chr1:37891454-37931673	-	True	True	False
INPP5B	chr1:37890681-37891358	-	False	False	False
INPP5B	chr1:37889724-37891358	-	True	True	False
INPP5B	chr1:37889724-37890616	-	False	False	False
INPP5B	chr1:37889720-37891358	-	False	False	False
INPP5B	chr1:37889668-37891358	-	False	False	False
INPP5B	chr1:37888344-37889557	-	True	True	False
INPP5B	chr1:37887465-37888243	-	True	True	False
INPP5B	chr1:37887004-37887351	-	True	True	False
INPP5B	chr1:37886658-37886888	-	False	False	False
INPP5B	chr1:37885825-37886888	-	True	True	False
INPP5B	chr1:37885825-37886573	-	False	False	False
INPP5B	chr1:37882918-37886888	-	False	False	False
INPP5B	chr1:37882918-37885638	-	True	True	False
INPP5B	chr1:37880194-37882807	-	True	True	False
INPP5B	chr1:37878492-37880085	-	False	False	False
INPP5B	chr1:37878323-37880085	-	True	True	False
INPP5B	chr1:37875716-37878188	-	True	True	False
INPP5B	chr1:37874155-37875606	-	True	True	False
INPP5B	chr1:37874143-37875606	-	False	True	False
INPP5B	chr1:37873165-37873993	-	True	True	False
INPP5B	chr1:37870720-37872930	-	True	False	False
INPP5B	chr1:37870014-37870670	-	True	False	False
INPP5B	chr1:37868614-37872930	-	True	True	False
INPP5B	chr1:37868614-37869925	-	True	False	False
INPP5B	chr1:37866543-37872930	-	False	True	False
INPP5B	chr1:37866543-37868501	-	True	True	False
INPP5B	chr1:37865923-37866459	-	False	False	False
INPP5B	chr1:37865888-37866459	-	True	True	False
INPP5B	chr1:37864423-37865761	-	True	True	False
INPP5B	chr1:37862430-37872930	-	True	True	False
INPP5B	chr1:37862430-37864312	-	True	True	False
SF3A3	chr1:37989595-37989870	-	True	True	False
SF3A3	chr1:37987836-37989548	-	True	True	False
SF3A3	chr1:37987678-37987784	-	True	True	False
SF3A3	chr1:37984779-37989548	-	True	True	False
SF3A3	chr1:37984779-37987573	-	True	True	False
SF3A3	chr1:37984260-37984707	-	True	True	False
SF3A3	chr1:37981811-37984169	-	True	True	False
SF3A3	chr1:37980724-37981729	-	True	True	False
SF3A3	chr1:37979533-37980586	-	True	True	False
SF3A3	chr1:37979055-37979465	-	True	True	False
SF3A3	chr1:37978827-37978988	-	True	True	False
SF3A3	chr1:37976953-37978720	-	True	True	False
SF3A3	chr1:37969735-37979465	-	False	True	False
SF3A3	chr1:37969735-37976884	-	True	True	False
SF3A3	chr1:37969464-37969571	-	True	True	False
SF3A3	chr1:37968134-37969354	-	True	True	False
SF3A3	chr1:37960175-37968044	-	True	True	False
SF3A3	chr1:37958263-37968044	-	False	False	False
SF3A3	chr1:37958263-37960120	-	True	True	False
FHL3	chr1:37999432-38005673	-	False	False	True
FHL3	chr1:37999432-38005439	-	True	False	True
FHL3	chr1:37999432-38005357	-	True	True	True
FHL3	chr1:37999432-38004408	-	False	False	True
FHL3	chr1:37999432-38004342	-	False	False	True
FHL3	chr1:37999148-38005439	-	False	False	False
FHL3	chr1:37999148-38005357	-	True	False	False
FHL3	chr1:37999148-37999257	-	True	True	False
FHL3	chr1:37998132-37998974	-	True	True	False
FHL3	chr1:37997870-37998974	-	True	False	False
FHL3	chr1:37997870-37997963	-	True	True	False
FHL3	chr1:37997559-37997688	-	False	True	False
FHL3	chr1:37997559-37997684	-	True	True	False
RRAGC	chr1:38857082-38859410	-	True	True	False
RRAGC	chr1:38857082-38858131	-	False	False	False
RRAGC	chr1:38856980-38859410	-	False	True	False
RRAGC	chr1:38855907-38856879	-	True	True	False
RRAGC	chr1:38855907-38856705	-	True	False	False
RRAGC	chr1:38852488-38855708	-	True	True	False
RRAGC	chr1:38851757-38852374	-	True	True	False
RRAGC	chr1:38846087-38851615	-	True	True	False
RRAGC	chr1:38839704-38845939	-	True	True	False
MYCBP	chr1:38873090-38873291	-	True	True	False
MYCBP	chr1:38867610-38873059	-	False	True	False
MYCBP	chr1:38867610-38873018	-	True	True	False
MYCBP	chr1:38867610-38872573	-	True	False	False
MYCBP	chr1:38867009-38867562	-	True	True	False
MYCBP	chr1:38866999-38873059	-	False	True	False
MYCBP	chr1:38866999-38873018	-	True	True	False
MYCBP	chr1:38864714-38866880	-	True	True	False
MYCBP	chr1:38864262-38864637	-	False	False	True
MYCBP	chr1:38864262-38864632	-	False	False	True
ENSG00000274944	chr1:38876193-38881432	-	True	False	True
ENSG00000274944	chr1:38873909-38874778	-	True	False	False
ENSG00000274944	chr1:38873090-38881432	-	True	True	False
ENSG00000274944	chr1:38873090-38873595	-	True	False	False
ENSG00000274944	chr1:38867610-38873059	-	False	False	False
ENSG00000274944	chr1:38867610-38873018	-	True	True	False
ENSG00000274944	chr1:38867009-38867562	-	True	True	False
ENSG00000274944	chr1:38866999-38881432	-	True	True	False
ENSG00000274944	chr1:38866999-38873059	-	False	False	False
ENSG00000274944	chr1:38866999-38873018	-	False	False	False
ENSG00000274944	chr1:38864714-38866880	-	True	True	False
ENSG00000274944	chr1:38864262-38864637	-	False	False	True
ENSG00000274944	chr1:38864262-38864632	-	False	False	True
PABPC4	chr1:39576233-39576552	-	True	True	True
PABPC4	chr1:39576223-39576552	-	True	True	True
PABPC4	chr1:39572586-39576552	-	False	False	True
PABPC4	chr1:39572586-39575759	-	True	True	True
PABPC4	chr1:39572586-39575632	-	True	True	True
PABPC4	chr1:39571705-39572393	-	True	True	True
PABPC4	chr1:39571349-39572393	-	True	True	True
PABPC4	chr1:39571349-39571607	-	True	True	True
PABPC4	chr1:39570002-39571234	-	True	True	True
PABPC4	chr1:39570002-39571097	-	True	False	True
PABPC4	chr1:39569689-39569863	-	True	True	True
PABPC4	chr1:39568939-39569863	-	True	False	True
PABPC4	chr1:39568939-39569595	-	True	True	True
PABPC4	chr1:39567846-39568802	-	True	True	True
PABPC4	chr1:39565378-39567751	-	True	True	False
PABPC4	chr1:39565378-39567357	-	True	True	False
PABPC4	chr1:39565366-39567751	-	True	True	False
PABPC4	chr1:39564773-39565106	-	True	True	False
PABPC4	chr1:39564542-39565106	-	True	False	False
PABPC4	chr1:39564542-39564701	-	True	True	False
PABPC4	chr1:39564542-39564686	-	True	True	False
