Gene_name	Intron_coord	distance_from_start
ACP6	chr1:147659039-147659401	489
ACP6	chr1:147659775-147669510	288
ACP6	chr1:147650977-147652449	117
ACP6	chr1:147659775-147669529	288
NBPF11	chr1:148110616-148114437	1677
NBPF11	chr1:148109335-148110458	1797
NBPF11	chr1:148109411-148110378	1851
NBPF14	chr1:148579312-148583141	1677
NOTCH2NLB	chr1:148640097-148679462	39
NBPF9	chr1:149063725-149064431	1863
NBPF9	chr1:149065764-149069594	1677
SV2A	chr1:149909280-149909504	1302
SV2A	chr1:149909644-149909801	1266
MTMR11	chr1:149931379-149931944	1239
OTUD7B	chr1:149967387-149971063	300
APH1A	chr1:150267254-150267356	591
ENSA	chr1:150625808-150627024	318
ENSA	chr1:150625808-150627312	318
GOLPH3L	chr1:150663763-150693458	303
GOLPH3L	chr1:150649227-150661814	477
HORMAD1	chr1:150717307-150719473	51
HORMAD1	chr1:150698965-150700112	876
CTSS	chr1:150748285-150750006	1053
CTSK	chr1:150806806-150807130	252
ARNT	chr1:150852837-150858349	180
ARNT	chr1:150853278-150858349	168
ARNT	chr1:150852840-150858349	183
TMOD4	chr1:151171059-151171433	768
TMOD4	chr1:151174531-151174753	132
RFX5	chr1:151345443-151345928	153
RFX5	chr1:151344604-151344728	561
RFX5	chr1:151345961-151346215	129
RFX5	chr1:151345957-151346205	135
RFX5	chr1:151345188-151345286	195
MRPL9	chr1:151762025-151762113	15
MRPL9	chr1:151760899-151762113	555
MRPL9	chr1:151762500-151762950	369
MRPL9	chr1:151760899-151761447	669
MRPL9	chr1:151762025-151762105	495
MRPL9	chr1:151762010-151762105	585
TDRKH	chr1:151782019-151782899	177
TDRKH	chr1:151779242-151780051	423
THEM4	chr1:151890214-151895008	324
GATAD2B	chr1:153819735-153827558	537
GATAD2B	chr1:153813950-153816273	1302
DENND4B	chr1:153934302-153934764	2841
DENND4B	chr1:153932255-153932642	3792
DENND4B	chr1:153930857-153931023	4173
DENND4B	chr1:153934927-153936060	2637
CRTC2	chr1:153948900-153949115	726
CRTC2	chr1:153955166-153958146	189
CRTC2	chr1:153948644-153948834	801
CRTC2	chr1:153955166-153958061	189
RAB13	chr1:153984781-153986017	219
TPM3	chr1:154171488-154172029	534
TPM3	chr1:154173636-154176115	339
TPM3	chr1:154170711-154170791	549
TPM3	chr1:154161778-154169305	111
TPM3	chr1:154191733-154191902	177
TPM3	chr1:154191311-154191629	345
C1orf43	chr1:154213303-154213893	450
C1orf43	chr1:154212624-154213182	378
ADAR	chr1:154598572-154601041	792
ADAR	chr1:154586941-154588125	2256
ADAR	chr1:154589928-154590342	1482
KCNN3	chr1:154733144-154736843	1497
PBXIP1	chr1:154945676-154947417	816
PBXIP1	chr1:154948401-154951232	444
DCST2	chr1:155023959-155026302	99
DCST2	chr1:155023620-155023832	1920
KRTCAP2	chr1:155169857-155172351	231
THBS3	chr1:155206406-155206971	267
THBS3	chr1:155205316-155205518	321
THBS3	chr1:155205316-155206193	363
GBA1	chr1:155240077-155240177	123
GBA1	chr1:155236082-155236245	1260
GBA1	chr1:155235311-155235463	1392
GBA1	chr1:155239962-155240630	156
GBA1	chr1:155240299-155240630	195
SCAMP3	chr1:155256791-155257298	864
SCAMP3	chr1:155261734-155261946	162
SCAMP3	chr1:155257657-155258791	525
SCAMP3	chr1:155257334-155257498	825
CLK2	chr1:155263708-155263950	1344
CLK2	chr1:155268146-155268293	594
CLK2	chr1:155269716-155270066	174
CLK2	chr1:155263400-155263573	1338
GON4L	chr1:155822476-155826441	720
GON4L	chr1:155813821-155814330	1347
GON4L	chr1:155795151-155804478	1722
GON4L	chr1:155821544-155822286	891
GON4L	chr1:155773210-155774963	2376
RIT1	chr1:155904498-155904731	267
RIT1	chr1:155904610-155904731	249
KHDC4	chr1:155929745-155933633	303
KHDC4	chr1:155916709-155917499	1533
SSR2	chr1:156012565-156014961	402
SSR2	chr1:156015069-156018132	276
SSR2	chr1:156015073-156018270	264
SSR2	chr1:156019266-156020013	189
UBQLN4	chr1:156050359-156051110	507
UBQLN4	chr1:156051793-156053594	138
UBQLN4	chr1:156042377-156042774	1284
PAQR6	chr1:156245277-156245782	399
SMG5	chr1:156259134-156260451	2370
SMG5	chr1:156279034-156281793	78
SMG5	chr1:156266380-156266507	1293
SMG5	chr1:156273648-156274597	624
GLMP	chr1:156293209-156293618	861
GLMP	chr1:156293429-156293618	378
GLMP	chr1:156293576-156293990	1011
GLMP	chr1:156293710-156294018	810
GLMP	chr1:156294758-156295526	216
GLMP	chr1:156293209-156293990	879
GLMP	chr1:156294759-156295526	195
GLMP	chr1:156294565-156294676	591
GLMP	chr1:156295016-156295297	147
MEF2D	chr1:156468299-156468758	1227
IQGAP3	chr1:156565432-156566027	465
IQGAP3	chr1:156554392-156555834	1440
IQGAP3	chr1:156530313-156531160	4209
IQGAP3	chr1:156561329-156561838	1227
IQGAP3	chr1:156564691-156565336	477
IQGAP3	chr1:156544299-156544389	2394
IQGAP3	chr1:156556818-156560934	1137
IQGAP3	chr1:156561021-156561135	1080
IQGAP3	chr1:156534137-156534501	4008
IQGAP3	chr1:156554392-156555951	1440
IQGAP3	chr1:156540855-156543981	2565
IQGAP3	chr1:156556821-156560934	1140
IQGAP3	chr1:156554392-156556451	1374
MRPL24	chr1:156737534-156737731	465
HDGF	chr1:156744570-156745008	363
HDGF	chr1:156744348-156744501	426
SH2D2A	chr1:156816053-156816675	129
ARHGEF11	chr1:156947897-156948181	2160
ARHGEF11	chr1:156938513-156939149	4143
ARHGEF11	chr1:156939285-156939548	4278
ARHGEF11	chr1:156957846-156958742	1545
ARHGEF11	chr1:156936928-156937249	4461
ARHGEF11	chr1:156984948-156986082	147
ARHGEF11	chr1:156980486-156984286	291
FCRL5	chr1:157518782-157519011	2664
FCRL5	chr1:157519048-157519743	2664
FCRL5	chr1:157543022-157544262	870
FCRL5	chr1:157547695-157549560	99
FCRL5	chr1:157520561-157521017	2535
FCRL5	chr1:157547165-157549560	195
FCRL5	chr1:157520639-157521017	2613
FCRL4	chr1:157581730-157586168	1158
FCRL4	chr1:157589916-157596328	69
FCRL3	chr1:157676768-157678595	2205
FCRL3	chr1:157679185-157680702	2253
FCRL3	chr1:157697329-157697659	600
FCRL3	chr1:157697294-157697659	666
FCRL2	chr1:157767478-157768414	942
FCRL1	chr1:157797132-157797681	1299
FCRL1	chr1:157797129-157797681	1299
FCRL1	chr1:157801591-157801915	900
AIM2	chr1:159066329-159068363	405
CFAP45	chr1:159884563-159886511	828
CFAP45	chr1:159876789-159877349	1296
TAGLN2	chr1:159920537-159923192	39
IGSF8	chr1:160092695-160093210	1056
IGSF8	chr1:160095246-160097712	132
IGSF8	chr1:160095246-160097952	132
IGSF8	chr1:160095332-160098409	240
IGSF8	chr1:160093327-160093710	918
DCAF8	chr1:160221210-160222651	90
PEX19	chr1:160282502-160282826	471
COPA	chr1:160305773-160306455	1368
COPA	chr1:160312018-160312869	960
COPA	chr1:160311989-160313085	1122
COPA	chr1:160309176-160310042	1221
COPA	chr1:160313167-160323431	3
CD84	chr1:160549979-160550611	525
CD84	chr1:160550846-160550938	597
CD84	chr1:160553497-160553869	708
SLAMF1	chr1:160634892-160637191	435
CD244	chr1:160839761-160841210	672
CD244	chr1:160838518-160838820	909
CD244	chr1:160841397-160841584	423
CD244	chr1:160832719-160834051	990
F11R	chr1:161000007-161000146	696
USF1	chr1:161042882-161043253	12
ARHGAP30	chr1:161056447-161059614	270
ARHGAP30	chr1:161056528-161059614	351
ARHGAP30	chr1:161060262-161069528	192
DEDD	chr1:161123174-161123839	441
DEDD	chr1:161123946-161124133	348
MPZ	chr1:161306464-161306883	309
ALDH9A1	chr1:165695397-165698250	279
TADA1	chr1:166862407-166863824	393
ILDR2	chr1:166923192-166927067	996
CD247	chr1:167439400-167439516	180
NME7	chr1:169132817-169169433	1107
NME7	chr1:169324469-169367708	90
SLC19A2	chr1:169465924-169468111	1395
SELL	chr1:169703440-169704036	813
SELL	chr1:169710517-169711069	60
SELL	chr1:169710517-169711024	60
SELL	chr1:169710517-169711148	60
SELL	chr1:169710517-169710637	60
SELL	chr1:169704094-169704568	813
SCYL3	chr1:169878819-169888664	174
SCYL3	chr1:169878819-169888650	174
SCYL3	chr1:169862797-169864458	951
SCYL3	chr1:169855932-169859041	1485
SCYL3	chr1:169869128-169870255	768
SCYL3	chr1:169869107-169870255	747
KIFAP3	chr1:169972810-169978085	1827
VAMP4	chr1:171709800-171710714	321
VAMP4	chr1:171719221-171728035	117
VAMP4	chr1:171709744-171710760	303
RC3H1	chr1:173985155-173992755	234
RC3H1	chr1:173982894-173983418	708
MRPS14	chr1:175018576-175023272	183
COP1	chr1:176168748-176175910	135
COP1	chr1:176184692-176206349	417
ABL2	chr1:179120270-179121595	930
ABL2	chr1:179110845-179112309	1647
TOR1AIP2	chr1:179848388-179850845	624
TOR1AIP2	chr1:179848348-179850845	564
GLUL	chr1:182385887-182386362	597
EDEM3	chr1:184708210-184710394	1662
EDEM3	chr1:184708815-184710394	1860
EDEM3	chr1:184711877-184711960	1548
EDEM3	chr1:184706827-184708153	1851
EDEM3	chr1:184723856-184726314	711
EDEM3	chr1:184702952-184706643	1983
NIBAN1	chr1:184894169-184899179	213
TRMT1L	chr1:185120271-185120359	1953
TRMT1L	chr1:185128747-185137442	1581
TRMT1L	chr1:185125110-185128394	1674
TRMT1L	chr1:185147717-185150379	537
IVNS1ABP	chr1:185305643-185306485	711
TPR	chr1:186356739-186357397	1821
TPR	chr1:186332327-186333122	5505
TPR	chr1:186360384-186360765	1176
GLRX2	chr1:193101204-193105230	231
GLRX2	chr1:193101204-193105197	264
DENND1B	chr1:197647943-197652235	552
DENND1B	chr1:197546822-197553022	1395
DENND1B	chr1:197772932-197774487	21
DENND1B	chr1:197715074-197735306	66
DENND1B	chr1:197772932-197774724	21
KIF14	chr1:200615609-200618552	201
KIF21B	chr1:200973578-200974787	4749
KIF21B	chr1:200977698-200979535	4125
KIF21B	chr1:200999704-200999883	1971
KIF21B	chr1:201002350-201003079	1257
KIF21B	chr1:201005442-201005528	618
KIF21B	chr1:201004455-201004755	930
TMEM9	chr1:201143951-201146771	297
TMEM9	chr1:201136067-201143820	492
LAD1	chr1:201382805-201383074	1395
PTPN7	chr1:202157938-202158118	591
PTPN7	chr1:202153850-202154186	621
UBE2T	chr1:202335058-202335642	144
KDM5B	chr1:202740812-202741546	2787
KDM5B	chr1:202774735-202776105	336
KDM5B	chr1:202776220-202777017	39
KDM5B	chr1:202773284-202774613	570
KDM5B	chr1:202777094-202807963	369
ADIPOR1	chr1:202945195-202946439	489
CYB5R1	chr1:202966109-202966528	471
CYB5R1	chr1:202963727-202964446	573
CHI3L1	chr1:203181285-203182177	591
CHI3L1	chr1:203182304-203182731	45
CHI3L1	chr1:203184044-203184576	318
CHI3L1	chr1:203185270-203186316	69
CHIT1	chr1:203218091-203219216	1086
CHIT1	chr1:203217133-203217302	1164
CHIT1	chr1:203217372-203217739	1164
PIK3C2B	chr1:204446144-204446925	2493
PIK3C2B	chr1:204459937-204460324	1509
PIK3C2B	chr1:204457590-204457728	1770
PIK3C2B	chr1:204456198-204457037	1755
PIK3C2B	chr1:204449296-204449846	2319
PIK3C2B	chr1:204447023-204447436	2532
PIK3C2B	chr1:204457874-204459176	1674
PIK3C2B	chr1:204441563-204442515	3291
PIK3C2B	chr1:204432334-204433316	3957
RBBP5	chr1:205096856-205097326	1170
RBBP5	chr1:205101662-205103857	558
RBBP5	chr1:205101690-205103857	555
RBBP5	chr1:205114905-205115858	75
RBBP5	chr1:205103963-205105028	393
NUAK2	chr1:205305614-205306188	768
ELK4	chr1:205616644-205618698	1209
SLC45A3	chr1:205663618-205663720	453
SLC45A3	chr1:205662648-205662833	987
RAB29	chr1:205771648-205774833	189
SLC41A1	chr1:205792316-205794870	1383
FAM72A	chr1:206199879-206201874	198
FAM72A	chr1:206195876-206199133	234
EIF2D	chr1:206611374-206611456	60
EIF2D	chr1:206600308-206608280	102
EIF2D	chr1:206594407-206595718	1158
EIF2D	chr1:206611374-206612175	60
EIF2D	chr1:206599092-206600263	102
EIF2D	chr1:206605507-206608280	420
EIF2D	chr1:206611584-206612287	87
EIF2D	chr1:206603204-206604609	744
EIF2D	chr1:206611374-206612122	60
IL10	chr1:206769894-206770399	429
IL10	chr1:206771415-206772106	96
IL10	chr1:206769894-206770082	429
FCMR	chr1:206913042-206913862	378
FCMR	chr1:206909858-206910210	864
PIGR	chr1:206930413-206930915	2322
PIGR	chr1:206931802-206932227	2064
FCAMR	chr1:206967651-206969227	48
NEK2	chr1:211671913-211673483	582
NEK2	chr1:211670393-211671202	645
LPGAT1	chr1:211750050-211750743	972
LPGAT1	chr1:211793190-211829235	87
LPGAT1	chr1:211779040-211783229	753
LPGAT1	chr1:211750878-211750961	975
INTS7	chr1:212007399-212011375	570
INTS7	chr1:211968603-211975166	1875
INTS7	chr1:212020268-212020721	228
INTS7	chr1:211988414-212006639	1083
INTS7	chr1:212020754-212021083	447
PACC1	chr1:212375300-212376794	807
PACC1	chr1:212387732-212410425	207
PACC1	chr1:212387100-212410126	189
BATF3	chr1:212697078-212699673	111
NSL1	chr1:212787637-212791534	354
ANGEL2	chr1:213013418-213015654	117
ANGEL2	chr1:213013418-213015439	135
ANGEL2	chr1:213013418-213015149	135
ANGEL2	chr1:213000912-213004581	666
ANGEL2	chr1:213013418-213015226	135
ANGEL2	chr1:213005554-213007129	267
BPNT1	chr1:220062954-220067030	378
RAB3GAP2	chr1:220193379-220195083	1146
RAB3GAP2	chr1:220164795-220167293	3111
RAB3GAP2	chr1:220182350-220182718	2319
RAB3GAP2	chr1:220171107-220171889	2658
TAF1A	chr1:222579890-222584128	294
TAF1A	chr1:222579825-222584128	321
AIDA	chr1:222687068-222687595	531
AIDA	chr1:222703217-222711379	114
TP53BP2	chr1:223796590-223799899	51
TP53BP2	chr1:223802344-223802429	1044
TP53BP2	chr1:223803417-223804174	747
TP53BP2	chr1:223802344-223802670	1044
TP53BP2	chr1:223814353-223821069	189
NVL	chr1:224231296-224232895	1920
NVL	chr1:224317786-224317878	189
NVL	chr1:224232182-224233201	1944
NVL	chr1:224232972-224233201	84
NVL	chr1:224317925-224326391	162
WDR26	chr1:224397326-224398097	6
WDR26	chr1:224411565-224413253	6
WDR26	chr1:224422044-224424518	6
WDR26	chr1:224413335-224418260	6
WDR26	chr1:224401069-224402004	6
WDR26	chr1:224394013-224397167	6
WDR26	chr1:224424719-224431477	999
WDR26	chr1:224398593-224399025	6
WDR26	chr1:224424719-224431525	102
WDR26	chr1:224431777-224433684	762
WDR26	chr1:224402109-224404430	6
LBR	chr1:225410818-225411337	1236
TMEM63A	chr1:225849029-225849912	2094
TMEM63A	chr1:225847213-225848210	2307
TMEM63A	chr1:225866050-225866574	729
TMEM63A	chr1:225866208-225866574	759
ENSG00000255835	chr1:225923771-225923911	150
ENSG00000255835	chr1:225922383-225923001	201
PYCR2	chr1:225923771-225923911	150
SDE2	chr1:225995383-225998545	261
PARP1	chr1:226364070-226364234	2739
PARP1	chr1:226392980-226402214	327
PARP1	chr1:226392498-226402214	303
PARP1	chr1:226385680-226386219	942
CDC42BPA	chr1:227013126-227016080	21
CDC42BPA	chr1:227094086-227100992	21
CDC42BPA	chr1:227085744-227091886	21
CDC42BPA	chr1:227199648-227213136	384
CDC42BPA	chr1:227087296-227091886	21
CDC42BPA	chr1:227081017-227087189	21
CDC42BPA	chr1:227026152-227029060	21
CDC42BPA	chr1:227081017-227084620	21
CDC42BPA	chr1:227081017-227085668	21
CDC42BPA	chr1:227084729-227091886	21
CDC42BPA	chr1:227031459-227033334	21
JMJD4	chr1:227733027-227733304	1089
C1orf35	chr1:228101914-228102080	570
C1orf35	chr1:228101473-228101735	537
TRIM11	chr1:228396567-228396947	111
CCSAP	chr1:229327006-229341706	423
CCSAP	chr1:229327558-229342099	390
NUP133	chr1:229496047-229497684	831
NUP133	chr1:229506158-229507919	186
NUP133	chr1:229486528-229487022	1650
ABCB10	chr1:229531731-229538814	1347
ABCB10	chr1:229540748-229542237	1080
TTC13	chr1:230954403-230956421	252
TTC13	chr1:230933861-230934853	252
TTC13	chr1:230954378-230958224	525
TTC13	chr1:230933861-230936158	252
TTC13	chr1:230956560-230958224	252
TTC13	chr1:230907019-230907850	2310
TTC13	chr1:230931875-230933779	840
C1orf131	chr1:231225523-231226391	726
EGLN1	chr1:231368187-231370562	1257
PCNX2	chr1:233095863-233125903	15
PCNX2	chr1:233112966-233135013	15
PCNX2	chr1:233095863-233112845	15
PCNX2	chr1:233139855-233161271	3
PCNX2	chr1:233095863-233112799	15
PCNX2	chr1:233263122-233295326	216
PCNX2	chr1:233126206-233135013	15
PCNX2	chr1:233057290-233065445	15
PCNX2	chr1:233065661-233090061	15
PCNX2	chr1:233208610-233217899	135
PCNX2	chr1:233025608-233054268	330
PCNX2	chr1:233017154-233054268	15
TARBP1	chr1:234393476-234393646	4545
TARBP1	chr1:234465708-234466738	1287
TARBP1	chr1:234450566-234457357	1743
TARBP1	chr1:234401262-234405312	3993
TARBP1	chr1:234429555-234430087	2616
TARBP1	chr1:234398553-234400853	4095
TOMM20	chr1:235113910-235119339	264
RBM34	chr1:235155112-235160893	6
ARID4B	chr1:235225562-235229231	909
B3GALNT2	chr1:235455684-235456973	1248
B3GALNT2	chr1:235489352-235494681	429
B3GALNT2	chr1:235494828-235495986	273
B3GALNT2	chr1:235494823-235504141	150
B3GALNT2	chr1:235484504-235489168	492
NID1	chr1:235980653-235981649	3222
ERO1B	chr1:236269994-236281467	177
ERO1B	chr1:236236398-236242829	531
HEATR1	chr1:236590919-236591993	1506
FH	chr1:241508760-241511967	579
FH	chr1:241517316-241519060	171
OPN3	chr1:241597997-241604420	570
OPN3	chr1:241615936-241639882	21
OPN3	chr1:241614164-241615854	21
OPN3	chr1:241628493-241639882	21
CEP170	chr1:243176816-243185779	15
CEP170	chr1:243172846-243176702	15
AKT3	chr1:243637708-243645893	495
AKT3	chr1:243553090-243563720	996
AKT3	chr1:243564387-243572926	888
ADSS2	chr1:244424387-244431991	483
ADSS2	chr1:244433496-244436825	363
HNRNPU	chr1:244848856-244854318	456
HNRNPU	chr1:244856096-244856457	1890
HNRNPU	chr1:244848856-244854382	456
HNRNPU	chr1:244848856-244854973	9
SMYD3	chr1:245928033-245929512	501
ZNF695	chr1:246967792-246988121	402
ZNF124	chr1:247159867-247171848	84
ZNF496	chr1:247309806-247310079	795
ZNF496	chr1:247310235-247310324	885
SH3BP5L	chr1:248814877-248816534	453
SH3BP5L	chr1:248812370-248813132	645
SH3BP5L	chr1:248813600-248814449	558
SH3BP5L	chr1:248813245-248814449	603
ZNF692	chr1:248858065-248858131	291
ZNF692	chr1:248857497-248857739	219
ZNF692	chr1:248850781-248850863	3
ZNF692	chr1:248854002-248855380	1080
ZNF692	chr1:248858017-248858131	243
ZNF692	chr1:248850947-248853937	1197
ZNF692	chr1:248858034-248858131	210
ZNF692	chr1:248854051-248855367	1131
KLHL17	chr1:962913-963032	66
KLHL17	chr1:962471-962616	1794
KLHL17	chr1:961980-962355	798
KLHL17	chr1:964167-964349	2439
KLHL17	chr1:963823-963920	2289
AGRN	chr1:1051815-1053725	6660
SCNN1D	chr1:1280666-1280837	285
PUSL1	chr1:1309000-1309086	642
ATAD3B	chr1:1477350-1477751	495
ATAD3B	chr1:1489274-1489692	3000
ATAD3B	chr1:1472306-1477274	507
ATAD3B	chr1:1489811-1490257	2889
ATAD3A	chr1:1518990-1519492	1032
ATAD3A	chr1:1527809-1529223	3141
ATAD3A	chr1:1512690-1516012	507
MIB2	chr1:1623482-1623774	243
MIB2	chr1:1624901-1624965	630
MIB2	chr1:1625653-1626367	1455
PLCH2	chr1:2503643-2503922	111
TNFRSF14	chr1:2556997-2557726	117
TP73	chr1:3722207-3723359	1146
DFFB	chr1:3858844-3865643	465
DFFB	chr1:3858844-3865762	357
DFFB	chr1:3858866-3865812	462
DFFB	chr1:3866398-3867974	930
DFFB	chr1:3872572-3883512	1344
DFFB	chr1:3873137-3883507	1305
RNF207	chr1:6206726-6207064	249
RNF207	chr1:6212898-6213066	2973
RNF207	chr1:6212903-6213066	2973
RNF207	chr1:6211118-6211923	2076
ZBTB48	chr1:6586030-6586577	1935
ZBTB48	chr1:6582223-6585919	1644
ZBTB48	chr1:6588196-6588282	2913
ZBTB48	chr1:6587291-6587515	3018
ZBTB48	chr1:6586050-6586695	1902
ZBTB48	chr1:6588201-6588278	3066
ZBTB48	chr1:6586030-6586595	1917
THAP3	chr1:6628691-6629643	558
THAP3	chr1:6625292-6627763	195
CAMTA1	chr1:6825210-6828314	45
CAMTA1	chr1:6807088-6820181	72
VAMP3	chr1:7771916-7773442	6
PER3	chr1:7787246-7788045	438
PARK7	chr1:7965425-7969085	594
H6PD	chr1:9245561-9246784	1350
H6PD	chr1:9240018-9244933	141
H6PD	chr1:9247083-9262027	1464
TMEM201	chr1:9609911-9610615	2433
TMEM201	chr1:9602336-9607557	2115
TMEM201	chr1:9611073-9611753	2715
PIK3CD	chr1:9716241-9716440	1047
PIK3CD	chr1:9716619-9716970	1635
PIK3CD	chr1:9717108-9717457	2295
PIK3CD	chr1:9724405-9724804	6687
PIK3CD	chr1:9718158-9718694	2382
UBE4B	chr1:10101199-10102948	483
UBE4B	chr1:10127067-10129392	1809
UBE4B	chr1:10161286-10166244	9
UBE4B	chr1:10122859-10126794	1500
UBE4B	chr1:10179167-10179416	6627
UBE4B	chr1:10101224-10102948	474
UBE4B	chr1:10168270-10171105	5781
KIF1B	chr1:10282533-10287292	63
KIF1B	chr1:10365245-10365495	7107
KIF1B	chr1:10320165-10321709	4086
KIF1B	chr1:10272306-10274915	2091
KIF1B	chr1:10344917-10345845	5598
PGD	chr1:10399704-10400376	198
CENPS-CORT	chr1:10431401-10433842	336
CENPS	chr1:10431401-10433842	336
PEX14	chr1:10495721-10536213	177
PEX14	chr1:10475740-10495274	168
TARDBP	chr1:11013965-11016123	243
TARDBP	chr1:11017007-11018374	666
TARDBP	chr1:11022715-11023193	2193
TARDBP	chr1:11016254-11016844	417
TARDBP	chr1:11022177-11023156	2262
FBXO44	chr1:11656100-11658269	306
AGTRAP	chr1:11745837-11745988	219
AGTRAP	chr1:11745837-11745930	129
CLCN6	chr1:11819554-11822703	1074
CLCN6	chr1:11822934-11823707	1221
CLCN6	chr1:11828872-11829196	2454
CLCN6	chr1:11815911-11816619	681
CLCN6	chr1:11829299-11833515	2562
CLCN6	chr1:11806349-11806821	252
CLCN6	chr1:11836183-11836999	3576
CLCN6	chr1:11837156-11837377	3951
CLCN6	chr1:11819554-11822783	1137
CLCN6	chr1:11826214-11827115	1830
CLCN6	chr1:11826224-11827089	2004
CLCN6	chr1:11833638-11833887	2913
PLOD1	chr1:11957014-11957090	1128
PLOD1	chr1:11952735-11954574	807
MFN2	chr1:11989343-11992279	183
MFN2	chr1:12007295-12009592	3600
TNFRSF8	chr1:12063995-12084464	75
TNFRSF8	chr1:12064276-12084464	75
TNFRSF8	chr1:12064491-12084464	75
TNFRSF8	chr1:12063826-12084464	75
TNFRSF1B	chr1:12191085-12191829	408
TNFRSF1B	chr1:12194025-12194584	1104
VPS13D	chr1:12268863-12270994	4740
VPS13D	chr1:12234363-12241895	111
PRDM2	chr1:13731196-13732779	192
DNAJC16	chr1:15564359-15565182	3318
DNAJC16	chr1:15534289-15536475	234
DNAJC16	chr1:15566410-15567099	3339
DNAJC16	chr1:15566180-15567103	3357
DNAJC16	chr1:15565453-15565919	9
DNAJC16	chr1:15560329-15562142	2154
DNAJC16	chr1:15566421-15567099	3339
DNAJC16	chr1:15566299-15567099	3339
DDI2	chr1:15633879-15643522	75
DDI2	chr1:15651895-15656421	1557
DDI2	chr1:15633565-15643522	75
DDI2	chr1:15633565-15633798	75
PLEKHM2	chr1:15720487-15721329	843
PLEKHM2	chr1:15731102-15731192	2844
PLEKHM2	chr1:15728313-15728669	2148
SLC25A34	chr1:15739097-15739224	2298
CLCNKA	chr1:16028119-16028720	1446
CLCNKA	chr1:16026257-16026536	585
SZRD1	chr1:16367308-16390550	123
SZRD1	chr1:16367308-16387055	66
SZRD1	chr1:16368015-16391375	216
NECAP2	chr1:16443732-16449093	129
NECAP2	chr1:16448141-16448249	639
NECAP2	chr1:16447942-16448060	309
CROCC	chr1:16948926-16953302	24
CROCC	chr1:16945606-16946300	4440
CROCC	chr1:16969340-16969716	11598
CROCC	chr1:16948524-16953302	24
CROCC	chr1:16946991-16951913	24
MRTO4	chr1:19252248-19254782	93
SLC66A1	chr1:19328053-19328572	1530
SLC66A1	chr1:19324762-19325526	435
MICOS10	chr1:19597853-19622100	345
OTUD3	chr1:19904378-19904891	1071
OTUD3	chr1:19882720-19890385	441
NBPF3	chr1:21472915-21473223	825
NBPF3	chr1:21445219-21465735	192
NBPF3	chr1:21445219-21449791	141
NBPF3	chr1:21478227-21479349	879
LDLRAD2	chr1:21821611-21821724	819
LDLRAD2	chr1:21821902-21822202	861
LDLRAD2	chr1:21821921-21822202	861
CDC42	chr1:22078583-22078706	231
ZBTB40	chr1:22501971-22502299	1209
ZBTB40	chr1:22501684-22501877	1167
ZBTB40	chr1:22517643-22520061	3393
ZBTB40	chr1:22520285-22521496	3654
KDM1A	chr1:23082509-23083179	3084
RPL11	chr1:23692060-23692609	135
ELOA	chr1:23744270-23749021	132
PITHD1	chr1:23786423-23787258	879
SRRM1	chr1:24647149-24648859	405
SRRM1	chr1:24653032-24654306	1875
SRRM1	chr1:24643347-24645283	138
SRRM1	chr1:24643732-24645984	90
MACO1	chr1:25489293-25491346	1215
MACO1	chr1:25458892-25484127	1305
MACO1	chr1:25489293-25491462	1251
LDLRAP1	chr1:25554020-25554860	192
CNKSR1	chr1:26182082-26182361	732
CNKSR1	chr1:26183830-26184214	150
CNKSR1	chr1:26183830-26184142	150
CNKSR1	chr1:26177580-26180453	225
CEP85	chr1:26274612-26274964	12
CEP85	chr1:26269364-26269460	2823
CEP85	chr1:26272071-26274534	3681
SH3BGRL3	chr1:26280932-26281029	564
CD52	chr1:26318640-26320171	159
DHDDS	chr1:26438284-26442335	465
DHDDS	chr1:26438284-26441599	429
DHDDS	chr1:26438284-26442708	465
DHDDS	chr1:26447660-26453481	180
HMGN2	chr1:26473585-26473703	165
HMGN2	chr1:26472627-26473460	90
HMGN2	chr1:26473817-26474085	183
RPS6KA1	chr1:26551723-26552818	1053
RPS6KA1	chr1:26555625-26556076	1626
RPS6KA1	chr1:26556163-26556654	1830
RPS6KA1	chr1:26530902-26536925	279
ARID1A	chr1:26773898-26774116	18
ARID1A	chr1:26773898-26775577	18
ARID1A	chr1:26773717-26773802	18
PIGV	chr1:26794206-26794803	303
ZDHHC18	chr1:26852865-26853462	1197
ZDHHC18	chr1:26853566-26853726	1158
WDTC1	chr1:27296401-27296900	1473
WDTC1	chr1:27287861-27292219	813
TMEM222	chr1:27331137-27332070	222
TMEM222	chr1:27334754-27335379	729
TMEM222	chr1:27334281-27334667	750
SYTL1	chr1:27350272-27350389	1242
FAM76A	chr1:27734183-27744151	807
FAM76A	chr1:27734183-27744658	783
FAM76A	chr1:27726809-27727472	327
FAM76A	chr1:27749154-27755262	966
THEMIS2	chr1:27880054-27882513	657
THEMIS2	chr1:27876733-27879644	525
THEMIS2	chr1:27876728-27879949	321
THEMIS2	chr1:27872640-27876588	192
SMPDL3B	chr1:27945445-27948994	309
SESN2	chr1:28271871-28272318	1113
PHACTR4	chr1:28438488-28459085	54
PHACTR4	chr1:28457859-28459085	192
PHACTR4	chr1:28439361-28457832	54
PHACTR4	chr1:28489894-28490951	1848
RCC1	chr1:28535380-28535610	1239
RCC1	chr1:28535656-28535871	1434
TRNAU1AP	chr1:28564985-28567294	543
