Gene_name	Intron_coord	PTC_position	Exon_length
CLCC1	chr1:108936401-108937077	33	90
CLCC1	chr1:108938308-108939636	123	141
CLCC1	chr1:108934942-108936244	33	90
CLCC1	chr1:108944057-108947338	261	381
WDR47	chr1:109004718-109011643	111	180
SORT1	chr1:109325089-109327000	96	189
SORT1	chr1:109397340-109397587	135	273
SORT1	chr1:109369589-109397207	93	684
DRAM2	chr1:111118897-111119615	240	345
DRAM2	chr1:111119959-111120532	75	81
DRAM2	chr1:111119681-111119877	828	876
DRAM2	chr1:111125650-111126227	897	909
DENND2D	chr1:111199798-111199915	351	543
DENND2D	chr1:111197253-111197706	66	285
DENND2D	chr1:111194726-111195668	237	387
DENND2D	chr1:111199798-111204146	144	207
WDR77	chr1:111443725-111443867	387	402
WDR77	chr1:111441604-111442025	15	111
WDR77	chr1:111443394-111443667	111	255
WDR77	chr1:111441389-111441499	522	597
ST7L	chr1:112616895-112618247	576	867
ST7L	chr1:112616844-112618247	576	867
ST7L	chr1:112578417-112582375	27	54
ST7L	chr1:112616895-112617891	54	153
ST7L	chr1:112556018-112571275	27	54
RHOC	chr1:112703457-112703644	414	459
RHOC	chr1:112703119-112703384	201	414
PPM1J	chr1:112711474-112711971	195	207
PPM1J	chr1:112713611-112714634	441	621
PPM1J	chr1:112714727-112714976	99	279
PHTF1	chr1:113698387-113698992	693	807
PHTF1	chr1:113699799-113700193	570	756
PHTF1	chr1:113757755-113757992	537	711
PHTF1	chr1:113700243-113700794	501	540
PHTF1	chr1:113726458-113738110	108	135
RSBN1	chr1:113767207-113767955	261	435
PTPN22	chr1:113856826-113857738	183	279
AP4B1	chr1:113902734-113904605	6	99
AP4B1	chr1:113901383-113901759	132	147
AP4B1	chr1:113896465-113897812	153	207
AP4B1	chr1:113899352-113899904	591	636
TRIM33	chr1:114402883-114405457	96	123
TRIM33	chr1:114421636-114424571	162	201
TRIM33	chr1:114444186-114463104	69	132
TRIM33	chr1:114405704-114406941	252	294
TRIM33	chr1:114405580-114406941	126	171
BCAS2	chr1:114581391-114581528	45	93
DENND2C	chr1:114594578-114595355	420	519
DENND2C	chr1:114623099-114623560	87	114
CSDE1	chr1:114732868-114733732	258	264
CSDE1	chr1:114720737-114723883	168	198
CSDE1	chr1:114720566-114723883	6	27
CSDE1	chr1:114730568-114732604	57	60
CSDE1	chr1:114730402-114730508	129	144
SIKE1	chr1:114780215-114780387	81	108
CD58	chr1:116519302-116521906	63	72
IGSF3	chr1:116616457-116666105	144	222
GDAP2	chr1:117878115-117881823	99	105
GDAP2	chr1:117899178-117906506	39	120
GDAP2	chr1:117899239-117906506	165	183
GDAP2	chr1:117913499-117918597	801	969
WARS2	chr1:119076603-119140555	165	252
WARS2	chr1:119076607-119140268	189	375
NOTCH2	chr1:119969739-119986960	204	228
FAM72B	chr1:121177332-121180600	666	750
FAM72C	chr1:143964913-143968924	57	60
FAM72C	chr1:143968996-143970990	27	75
FAM72C	chr1:143964979-143968250	669	753
NBPF15	chr1:144427910-144428606	81	93
SRGAP2B	chr1:144906039-144914692	120	180
PDZK1	chr1:145678645-145680383	495	723
RNF115	chr1:145784596-145788612	276	354
PIAS3	chr1:145854127-145854458	303	315
PIAS3	chr1:145850939-145851051	96	168
PIAS3	chr1:145856431-145856773	0	51
ITGA10	chr1:145901235-145901516	3	99
ITGA10	chr1:145897919-145898110	57	105
ITGA10	chr1:145902956-145904052	144	147
PEX11B	chr1:145917806-145918633	15	108
PEX11B	chr1:145917816-145918637	15	117
PEX11B	chr1:145912566-145916596	165	423
PEX11B	chr1:145917816-145917955	597	732
NBPF10	chr1:146126328-146127028	81	93
NOTCH2NLA	chr1:146147747-146156139	153	678
PRKAB2	chr1:147159642-147160797	873	984
FMO5	chr1:147201343-147208852	183	192
ACP6	chr1:147656672-147658960	12	30
ACP6	chr1:147659039-147659401	63	78
ACP6	chr1:147659775-147669510	249	537
ACP6	chr1:147650977-147652449	12	87
ACP6	chr1:147659775-147669529	231	519
NBPF11	chr1:148110616-148114437	198	240
NBPF11	chr1:148109335-148110458	147	171
NBPF11	chr1:148109411-148110378	78	129
NBPF14	chr1:148579312-148583141	198	240
NOTCH2NLB	chr1:148640097-148679462	45	81
NBPF9	chr1:149063725-149064431	81	93
NBPF9	chr1:149065764-149069594	198	240
SV2A	chr1:149909280-149909504	33	90
SV2A	chr1:149909644-149909801	96	183
MTMR11	chr1:149931379-149931944	3	120
OTUD7B	chr1:149967387-149971063	66	93
APH1A	chr1:150267254-150267356	69	180
ENSA	chr1:150625808-150627024	306	567
ENSA	chr1:150626526-150627312	18	279
ENSA	chr1:150627592-150629000	243	471
ENSA	chr1:150625808-150627574	153	168
GOLPH3L	chr1:150663763-150693458	594	714
HORMAD1	chr1:150717307-150719473	150	168
CTSS	chr1:150748285-150750006	249	510
CTSK	chr1:150799705-150804021	78	162
CTSK	chr1:150806365-150806686	225	264
CTSK	chr1:150806224-150806315	330	489
ARNT	chr1:150852837-150858349	33	78
ARNT	chr1:150853278-150858349	486	519
ARNT	chr1:150852840-150858349	33	81
SEMA6C	chr1:151137799-151138009	186	219
TMOD4	chr1:151171059-151171433	96	138
TMOD4	chr1:151174531-151174753	132	141
RFX5	chr1:151345443-151345928	333	336
RFX5	chr1:151344604-151344728	60	81
RFX5	chr1:151345961-151346215	9	33
RFX5	chr1:151345957-151346205	9	30
RFX5	chr1:151345188-151345286	597	678
POGZ	chr1:151424286-151427823	135	156
MRPL9	chr1:151762025-151762113	48	63
MRPL9	chr1:151762500-151762950	105	126
MRPL9	chr1:151760899-151761447	600	708
MRPL9	chr1:151762025-151762105	15	573
MRPL9	chr1:151762500-151762955	48	123
MRPL9	chr1:151761552-151761962	84	192
TDRKH	chr1:151782019-151782899	486	540
TDRKH	chr1:151779242-151780051	36	138
THEM4	chr1:151890214-151895008	963	1002
GATAD2B	chr1:153819735-153827558	252	789
GATAD2B	chr1:153813950-153816273	615	702
DENND4B	chr1:153934302-153934764	96	168
DENND4B	chr1:153932255-153932642	18	51
DENND4B	chr1:153930857-153931023	30	165
DENND4B	chr1:153934927-153936060	99	168
CRTC2	chr1:153948900-153949115	429	441
CRTC2	chr1:153955166-153958146	162	351
CRTC2	chr1:153948644-153948834	192	549
CRTC2	chr1:153955166-153958061	246	435
RAB13	chr1:153984781-153986017	0	219
TPM3	chr1:154171488-154172029	837	840
TPM3	chr1:154173636-154176115	480	555
TPM3	chr1:154170711-154170791	603	699
TPM3	chr1:154161778-154169305	33	72
TPM3	chr1:154191733-154191902	486	546
TPM3	chr1:154191311-154191629	45	390
C1orf43	chr1:154213303-154213893	735	846
C1orf43	chr1:154212624-154213182	672	765
ADAR	chr1:154598572-154601041	93	171
ADAR	chr1:154586941-154588125	639	762
ADAR	chr1:154589928-154590342	141	171
KCNN3	chr1:154733144-154736843	195	246
PBXIP1	chr1:154945676-154947417	72	105
PBXIP1	chr1:154948401-154951232	234	270
DCST2	chr1:155023959-155026302	192	291
DCST2	chr1:155023620-155023832	207	258
KRTCAP2	chr1:155169857-155172351	204	276
MUC1	chr1:155192310-155192687	6	156
MUC1	chr1:155187576-155188163	348	351
THBS3	chr1:155206406-155206971	639	906
THBS3	chr1:155205316-155205518	645	888
THBS3	chr1:155198261-155198409	87	219
THBS3	chr1:155198737-155199804	225	330
THBS3	chr1:155203305-155203417	87	123
THBS3	chr1:155201137-155201417	90	108
THBS3	chr1:155197953-155198042	15	72
THBS3	chr1:155199852-155199995	87	177
THBS3	chr1:155205263-155206200	186	204
THBS3	chr1:155197209-155197463	165	168
THBS3	chr1:155203592-155204855	24	81
THBS3	chr1:155199856-155199982	15	54
GBA1	chr1:155240077-155240177	444	540
GBA1	chr1:155236082-155236245	366	402
GBA1	chr1:155235311-155235463	213	381
GBA1	chr1:155239962-155240630	36	78
GBA1	chr1:155240299-155240630	333	414
SCAMP3	chr1:155261734-155261946	42	204
SCAMP3	chr1:155257657-155258791	27	165
CLK2	chr1:155268146-155268293	93	138
CLK2	chr1:155269716-155270066	738	912
CLK2	chr1:155263400-155263573	351	468
YY1AP1	chr1:155672727-155675010	81	168
YY1AP1	chr1:155670464-155672521	12	210
YY1AP1	chr1:155676746-155679158	246	354
YY1AP1	chr1:155672757-155675010	81	198
YY1AP1	chr1:155670464-155672272	261	459
YY1AP1	chr1:155672731-155674685	294	411
GON4L	chr1:155822476-155826441	372	588
GON4L	chr1:155813821-155814330	120	186
GON4L	chr1:155795151-155804478	393	663
GON4L	chr1:155821544-155822286	66	69
GON4L	chr1:155773210-155774963	12	210
RIT1	chr1:155904498-155904731	156	186
RIT1	chr1:155904610-155904731	288	300
KHDC4	chr1:155929745-155933633	66	81
KHDC4	chr1:155916709-155917499	84	93
ARHGEF2	chr1:155983200-155983470	918	963
ARHGEF2	chr1:155962711-155962933	51	117
ARHGEF2	chr1:155962341-155962593	111	237
SSR2	chr1:156012565-156014961	717	756
SSR2	chr1:156015069-156018132	114	237
SSR2	chr1:156015073-156018270	102	114
SSR2	chr1:156019266-156020013	963	999
UBQLN4	chr1:156050359-156051110	39	69
UBQLN4	chr1:156051793-156053594	57	87
UBQLN4	chr1:156042377-156042774	207	225
PAQR6	chr1:156245277-156245782	120	135
SMG5	chr1:156259134-156260451	42	129
SMG5	chr1:156279034-156281793	810	888
SMG5	chr1:156266380-156266507	594	600
SMG5	chr1:156273648-156274597	207	288
GLMP	chr1:156293209-156293618	336	618
GLMP	chr1:156293429-156293618	81	459
GLMP	chr1:156293576-156293990	72	258
GLMP	chr1:156293710-156294018	378	390
GLMP	chr1:156294758-156295526	297	393
GLMP	chr1:156294759-156295526	318	393
GLMP	chr1:156294565-156294676	69	201
MEF2D	chr1:156468299-156468758	18	264
IQGAP3	chr1:156565432-156566027	711	816
IQGAP3	chr1:156554392-156555834	549	861
IQGAP3	chr1:156530313-156531160	189	207
IQGAP3	chr1:156561329-156561838	210	396
IQGAP3	chr1:156564691-156565336	573	768
IQGAP3	chr1:156544299-156544389	141	147
IQGAP3	chr1:156556818-156560934	276	285
IQGAP3	chr1:156561021-156561135	663	867
IQGAP3	chr1:156534137-156534501	90	126
IQGAP3	chr1:156554392-156555951	432	744
IQGAP3	chr1:156540855-156543981	111	147
IQGAP3	chr1:156556821-156560934	276	288
IQGAP3	chr1:156554392-156556451	156	159
HDGF	chr1:156744570-156745008	348	408
HDGF	chr1:156744348-156744501	384	648
SH2D2A	chr1:156816053-156816675	138	186
ARHGEF11	chr1:156947897-156948181	120	129
ARHGEF11	chr1:156938513-156939149	351	762
ARHGEF11	chr1:156939285-156939548	684	867
ARHGEF11	chr1:156957846-156958742	12	57
ARHGEF11	chr1:156936928-156937249	90	111
ARHGEF11	chr1:156984948-156986082	585	609
ARHGEF11	chr1:156980486-156984286	33	48
FCRL5	chr1:157518782-157519011	726	759
FCRL5	chr1:157519048-157519743	345	351
FCRL5	chr1:157543022-157544262	138	165
FCRL5	chr1:157547695-157549560	705	753
FCRL5	chr1:157520561-157521017	111	132
FCRL5	chr1:157547165-157549560	78	222
FCRL5	chr1:157520639-157521017	111	210
FCRL4	chr1:157581730-157586168	177	201
FCRL4	chr1:157589916-157596328	696	714
FCRL3	chr1:157676768-157678595	114	261
FCRL3	chr1:157679185-157680702	15	243
FCRL3	chr1:157697329-157697659	147	189
FCRL3	chr1:157697294-157697659	48	156
FCRL2	chr1:157767478-157768414	189	249
FCRL1	chr1:157797132-157797681	72	258
FCRL1	chr1:157797129-157797681	72	258
FCRL1	chr1:157801591-157801915	117	132
AIM2	chr1:159066329-159068363	195	339
CFAP45	chr1:159884563-159886511	66	129
CFAP45	chr1:159876789-159877349	96	234
TAGLN2	chr1:159920537-159923192	240	279
IGSF8	chr1:160092695-160093210	384	414
IGSF8	chr1:160095246-160097712	627	759
IGSF8	chr1:160095246-160097952	387	519
IGSF8	chr1:160095332-160098409	288	465
IGSF8	chr1:160093327-160093710	390	405
DCAF8	chr1:160221210-160222651	126	129
PEX19	chr1:160282502-160282826	78	87
COPA	chr1:160305773-160306455	57	84
COPA	chr1:160312018-160312869	180	300
COPA	chr1:160311989-160313085	66	75
COPA	chr1:160309176-160310042	72	219
COPA	chr1:160313167-160323431	102	105
CD84	chr1:160549979-160550611	318	426
CD84	chr1:160550846-160550938	849	930
CD84	chr1:160553497-160553869	78	120
SLAMF1	chr1:160634892-160637191	258	279
CD244	chr1:160839761-160841210	804	822
CD244	chr1:160838518-160838820	42	66
CD244	chr1:160841397-160841584	144	189
CD244	chr1:160832719-160834051	171	201
F11R	chr1:161000007-161000146	27	132
USF1	chr1:161040330-161040526	27	144
USF1	chr1:161042217-161042586	96	102
ARHGAP30	chr1:161056447-161059614	72	84
ARHGAP30	chr1:161056528-161059614	72	84
ARHGAP30	chr1:161060262-161069528	552	648
DEDD	chr1:161123174-161123839	90	99
DEDD	chr1:161123946-161124133	90	108
MPZ	chr1:161306464-161306883	99	135
ALDH9A1	chr1:165695397-165698250	30	309
TADA1	chr1:166862407-166863824	141	204
ILDR2	chr1:166923192-166927067	597	600
CD247	chr1:167435434-167438187	84	462
CD247	chr1:167438650-167439180	102	219
CD247	chr1:167434098-167435399	39	78
CD247	chr1:167435431-167438187	84	462
NME7	chr1:169298763-169302307	834	891
SELL	chr1:169703440-169704036	522	717
SELL	chr1:169710517-169711069	408	468
SELL	chr1:169710517-169711024	453	513
SELL	chr1:169710517-169711148	330	390
SELL	chr1:169710517-169710637	840	900
SELL	chr1:169704094-169704568	831	840
SCYL3	chr1:169878819-169888664	3	177
SCYL3	chr1:169878819-169888650	15	189
SCYL3	chr1:169862797-169864458	99	186
SCYL3	chr1:169855932-169859041	657	693
SCYL3	chr1:169869128-169870255	57	201
SCYL3	chr1:169869107-169870255	57	180
KIFAP3	chr1:169972810-169978085	246	297
VAMP4	chr1:171709800-171710714	78	135
VAMP4	chr1:171719221-171728035	483	534
RC3H1	chr1:173985155-173992755	654	657
RC3H1	chr1:173982894-173983418	51	168
MRPS14	chr1:175018576-175023272	111	159
COP1	chr1:176168748-176175910	45	60
COP1	chr1:176149074-176175910	45	60
ABL2	chr1:179120270-179121595	66	81
ABL2	chr1:179110845-179112309	522	564
TOR1AIP2	chr1:179848388-179850845	783	855
TOR1AIP2	chr1:179848348-179850845	801	813
GLUL	chr1:182385887-182386362	99	201
EDEM3	chr1:184708210-184710394	9	57
EDEM3	chr1:184708815-184710394	648	663
EDEM3	chr1:184711877-184711960	459	639
EDEM3	chr1:184706827-184708153	138	183
EDEM3	chr1:184723856-184726314	81	105
EDEM3	chr1:184702952-184706643	129	141
NIBAN1	chr1:184894169-184899179	66	93
TRMT1L	chr1:185128747-185137442	96	357
TRMT1L	chr1:185125110-185128394	192	354
TRMT1L	chr1:185147717-185150379	459	537
IVNS1ABP	chr1:185305643-185306485	474	654
TPR	chr1:186356739-186357397	357	456
TPR	chr1:186332327-186333122	81	132
TPR	chr1:186360384-186360765	33	111
GLRX2	chr1:193101204-193105230	162	177
GLRX2	chr1:193101204-193105197	162	177
DENND1B	chr1:197647943-197652235	783	888
DENND1B	chr1:197546822-197553022	3	69
DENND1B	chr1:197772932-197774487	648	669
DENND1B	chr1:197715074-197735306	264	330
DENND1B	chr1:197772932-197774724	411	432
KIF14	chr1:200615609-200618552	225	255
KIF21B	chr1:200977698-200979535	483	489
KIF21B	chr1:200999704-200999883	150	354
KIF21B	chr1:201002350-201003079	462	705
KIF21B	chr1:201005442-201005528	129	135
KIF21B	chr1:201004455-201004755	96	117
TMEM9	chr1:201143951-201146771	69	132
LAD1	chr1:201382805-201383074	144	153
PTPN7	chr1:202157938-202158118	129	138
PTPN7	chr1:202153850-202154186	111	126
UBE2T	chr1:202335058-202335642	39	72
KDM5B	chr1:202740812-202741546	117	138
KDM5B	chr1:202774735-202776105	858	990
KDM5B	chr1:202776220-202777017	51	78
KDM5B	chr1:202773284-202774613	0	165
KDM5B	chr1:202777094-202807963	51	78
ADIPOR1	chr1:202945195-202946439	153	213
CYB5R1	chr1:202966109-202966528	120	132
CYB5R1	chr1:202963727-202964446	150	249
CHI3L1	chr1:203181285-203182177	549	675
CHI3L1	chr1:203182304-203182731	30	75
CHI3L1	chr1:203184044-203184576	399	405
CHI3L1	chr1:203185270-203186316	72	87
CHIT1	chr1:203218091-203219216	294	351
CHIT1	chr1:203217133-203217302	429	564
PIK3C2B	chr1:204446144-204446925	507	654
PIK3C2B	chr1:204459937-204460324	51	60
PIK3C2B	chr1:204457590-204457728	495	552
PIK3C2B	chr1:204456198-204457037	333	342
PIK3C2B	chr1:204449296-204449846	30	111
PIK3C2B	chr1:204447023-204447436	894	939
PIK3C2B	chr1:204457874-204459176	594	768
PIK3C2B	chr1:204441563-204442515	99	132
PIK3C2B	chr1:204432334-204433316	129	135
RBBP5	chr1:205096856-205097326	171	177
RBBP5	chr1:205101662-205103857	27	63
RBBP5	chr1:205101690-205103857	57	90
RBBP5	chr1:205114905-205115858	87	117
RBBP5	chr1:205103963-205105028	72	108
NUAK2	chr1:205305614-205306188	336	414
ELK4	chr1:205616644-205618698	246	375
SLC45A3	chr1:205663618-205663720	483	936
SLC45A3	chr1:205662648-205662833	759	789
RAB29	chr1:205771648-205774833	111	177
FAM72A	chr1:206199879-206201874	27	75
FAM72A	chr1:206195876-206199133	669	753
EIF2D	chr1:206611374-206611456	825	885
EIF2D	chr1:206600308-206608280	18	45
EIF2D	chr1:206594407-206595718	768	789
EIF2D	chr1:206611374-206612175	108	168
EIF2D	chr1:206599092-206600263	18	45
EIF2D	chr1:206605507-206608280	66	108
EIF2D	chr1:206611584-206612287	369	402
EIF2D	chr1:206603204-206604609	576	900
EIF2D	chr1:206611374-206612122	159	219
IL10	chr1:206769894-206770399	339	660
IL10	chr1:206771415-206772106	117	213
IL10	chr1:206769894-206770082	657	978
FCMR	chr1:206913042-206913862	6	114
FCMR	chr1:206909858-206910210	111	135
PIGR	chr1:206930413-206930915	459	642
PIGR	chr1:206931802-206932227	171	351
FCAMR	chr1:206967651-206969227	849	897
NEK2	chr1:211671913-211673483	684	711
NEK2	chr1:211670393-211671202	105	114
LPGAT1	chr1:211750050-211750743	207	327
LPGAT1	chr1:211793190-211829235	93	120
LPGAT1	chr1:211779040-211783229	96	123
INTS7	chr1:212007399-212011375	135	150
INTS7	chr1:211968603-211975166	30	90
INTS7	chr1:212020268-212020721	357	492
INTS7	chr1:211988414-212006639	324	528
INTS7	chr1:212020754-212021083	408	633
PACC1	chr1:212375300-212376794	744	915
PACC1	chr1:212387732-212410425	768	843
PACC1	chr1:212387100-212410126	243	396
BATF3	chr1:212697078-212699673	96	117
NSL1	chr1:212787637-212791534	84	129
ANGEL2	chr1:213013418-213015654	225	324
ANGEL2	chr1:213013418-213015439	96	231
ANGEL2	chr1:213013418-213015149	387	522
ANGEL2	chr1:213000912-213004581	411	873
ANGEL2	chr1:213013418-213015226	309	444
ANGEL2	chr1:213005554-213007129	459	522
BPNT1	chr1:220062954-220067030	258	363
RAB3GAP2	chr1:220193379-220195083	117	138
RAB3GAP2	chr1:220164795-220167293	39	63
RAB3GAP2	chr1:220182350-220182718	93	108
RAB3GAP2	chr1:220171107-220171889	135	216
TAF1A	chr1:222579890-222584128	129	132
TAF1A	chr1:222579825-222584128	36	66
AIDA	chr1:222687068-222687595	84	123
AIDA	chr1:222703217-222711379	825	939
TP53BP2	chr1:223796590-223799899	123	147
TP53BP2	chr1:223802344-223802429	252	465
TP53BP2	chr1:223803417-223804174	48	147
TP53BP2	chr1:223802344-223802670	12	225
TP53BP2	chr1:223814353-223821069	135	297
NVL	chr1:224231296-224232895	273	396
NVL	chr1:224317786-224317878	87	93
NVL	chr1:224232182-224233201	900	957
NVL	chr1:224317925-224326391	15	48
WDR26	chr1:224397326-224398097	210	312
WDR26	chr1:224411565-224413253	210	312
WDR26	chr1:224422044-224424518	210	312
WDR26	chr1:224413335-224418260	210	312
WDR26	chr1:224401069-224402004	210	312
WDR26	chr1:224394013-224397167	210	312
WDR26	chr1:224424719-224431477	129	201
WDR26	chr1:224398593-224399025	21	78
WDR26	chr1:224424719-224431525	210	312
WDR26	chr1:224431777-224433684	54	96
WDR26	chr1:224402109-224404430	210	312
LBR	chr1:225410818-225411337	480	528
TMEM63A	chr1:225849029-225849912	108	132
TMEM63A	chr1:225847213-225848210	225	345
TMEM63A	chr1:225866050-225866574	99	153
TMEM63A	chr1:225862351-225862463	132	135
TMEM63A	chr1:225874338-225877395	9	66
TMEM63A	chr1:225862351-225862459	102	135
TMEM63A	chr1:225860997-225862212	3	138
TMEM63A	chr1:225862347-225862455	102	129
ENSG00000255835	chr1:225923771-225923911	48	198
ENSG00000255835	chr1:225922383-225923001	636	771
PYCR2	chr1:225922383-225923001	636	771
SDE2	chr1:225995383-225998545	507	768
LIN9	chr1:226277906-226286333	36	132
LIN9	chr1:226233523-226238495	426	600
PARP1	chr1:226364070-226364234	687	921
PARP1	chr1:226392980-226402214	741	783
PARP1	chr1:226392498-226402214	282	300
PARP1	chr1:226385680-226386219	174	177
CDC42BPA	chr1:227013126-227016080	66	87
CDC42BPA	chr1:227094086-227100992	108	129
CDC42BPA	chr1:227085744-227091886	108	129
CDC42BPA	chr1:227199648-227213136	60	90
CDC42BPA	chr1:227087296-227091886	108	129
CDC42BPA	chr1:227081017-227087189	108	129
CDC42BPA	chr1:227026152-227029060	36	96
CDC42BPA	chr1:227081017-227084620	108	129
CDC42BPA	chr1:227081017-227085668	108	129
CDC42BPA	chr1:227084729-227091886	108	129
CDC42BPA	chr1:227031459-227033334	120	162
C1orf35	chr1:228101914-228102080	537	576
C1orf35	chr1:228101473-228101735	339	429
TRIM11	chr1:228396567-228396947	18	96
CCSAP	chr1:229327006-229341706	336	759
CCSAP	chr1:229327558-229342099	798	822
NUP133	chr1:229496047-229497684	438	621
NUP133	chr1:229506158-229507919	144	330
NUP133	chr1:229486528-229487022	135	591
ABCB10	chr1:229531731-229538814	633	777
ABCB10	chr1:229540748-229542237	117	141
TTC13	chr1:230954403-230956421	78	93
TTC13	chr1:230933861-230934853	78	93
TTC13	chr1:230954378-230958224	78	117
TTC13	chr1:230933861-230936158	78	93
TTC13	chr1:230956560-230958224	78	93
TTC13	chr1:230907019-230907850	858	942
TTC13	chr1:230931875-230933779	123	141
C1orf131	chr1:231225523-231226391	315	435
EGLN1	chr1:231368187-231370562	510	621
PCNX2	chr1:233095863-233125903	21	36
PCNX2	chr1:233112966-233135013	21	36
PCNX2	chr1:233095863-233112845	21	36
PCNX2	chr1:233139855-233161271	30	33
PCNX2	chr1:233095863-233112799	21	36
PCNX2	chr1:233263122-233295326	102	165
PCNX2	chr1:233126206-233135013	21	36
PCNX2	chr1:233057290-233065445	21	36
PCNX2	chr1:233065661-233090061	21	36
PCNX2	chr1:233208610-233217899	48	93
PCNX2	chr1:233025608-233054268	438	462
PCNX2	chr1:233017154-233054268	21	36
TARBP1	chr1:234393476-234393646	3	114
TARBP1	chr1:234465708-234466738	723	912
TARBP1	chr1:234450566-234457357	288	399
TARBP1	chr1:234401262-234405312	585	786
TARBP1	chr1:234429555-234430087	132	141
TARBP1	chr1:234398553-234400853	303	411
TOMM20	chr1:235113910-235119339	465	561
RBM34	chr1:235155112-235160893	54	60
ARID4B	chr1:235225562-235229231	846	858
B3GALNT2	chr1:235455684-235456973	177	279
B3GALNT2	chr1:235489352-235494681	138	186
B3GALNT2	chr1:235494828-235495986	162	324
B3GALNT2	chr1:235494823-235504141	105	144
B3GALNT2	chr1:235484504-235489168	174	183
NID1	chr1:235980653-235981649	123	156
ERO1B	chr1:236269994-236281467	138	315
ERO1B	chr1:236236398-236242829	567	669
HEATR1	chr1:236590919-236591993	84	96
FH	chr1:241508760-241511967	132	156
FH	chr1:241517316-241519060	492	663
OPN3	chr1:241597997-241604420	213	252
OPN3	chr1:241615936-241639882	306	327
OPN3	chr1:241614164-241615854	306	327
OPN3	chr1:241628493-241639882	306	327
CEP170	chr1:243176816-243185779	21	36
CEP170	chr1:243172846-243176702	21	36
AKT3	chr1:243637708-243645893	30	96
AKT3	chr1:243553090-243563720	312	360
AKT3	chr1:243564387-243572926	597	666
ADSS2	chr1:244424387-244431991	477	606
ADSS2	chr1:244433496-244436825	942	951
HNRNPU	chr1:244848856-244854318	609	726
HNRNPU	chr1:244856096-244856457	156	192
HNRNPU	chr1:244848856-244854382	546	663
HNRNPU	chr1:244848856-244854973	117	126
SMYD3	chr1:245928033-245929512	279	426
AHCTF1	chr1:246898260-246899451	3	51
ZNF695	chr1:246967792-246988121	90	99
ZNF124	chr1:247159867-247171848	126	180
ZNF496	chr1:247309806-247310079	234	378
ZNF496	chr1:247310235-247310324	435	537
SH3BP5L	chr1:248814877-248816534	351	429
SH3BP5L	chr1:248813600-248814449	591	612
SH3BP5L	chr1:248813245-248814449	189	255
ZNF692	chr1:248858065-248858131	126	240
ZNF692	chr1:248857497-248857739	81	123
ZNF692	chr1:248850781-248850863	216	219
ZNF692	chr1:248854002-248855380	24	66
ZNF692	chr1:248858017-248858131	126	192
ZNF692	chr1:248850947-248853937	222	267
ZNF692	chr1:248858034-248858131	174	207
ZNF692	chr1:248854051-248855367	33	114
KLHL17	chr1:962913-963032	120	186
KLHL17	chr1:962471-962616	264	300
KLHL17	chr1:961980-962355	84	117
KLHL17	chr1:964167-964349	177	183
KLHL17	chr1:963823-963920	315	489
AGRN	chr1:1051815-1053725	195	255
SCNN1D	chr1:1280666-1280837	180	462
PUSL1	chr1:1309000-1309086	48	150
ATAD3B	chr1:1477350-1477751	858	993
ATAD3B	chr1:1489274-1489692	618	735
ATAD3B	chr1:1472306-1477274	93	102
ATAD3B	chr1:1489811-1490257	531	606
ATAD3A	chr1:1518990-1519492	795	816
ATAD3A	chr1:1527809-1529223	84	108
ATAD3A	chr1:1519571-1520141	285	651
MIB2	chr1:1623482-1623774	96	108
MIB2	chr1:1624901-1624965	117	222
MIB2	chr1:1625653-1626367	300	387
PRKCZ	chr1:2169604-2171553	600	639
PRKCZ	chr1:2055876-2056484	210	438
PLCH2	chr1:2503643-2503922	108	129
TNFRSF14	chr1:2556997-2557726	216	333
TP73	chr1:3722207-3723359	69	111
DFFB	chr1:3858844-3865643	246	357
DFFB	chr1:3858844-3865762	237	240
DFFB	chr1:3858866-3865812	102	189
DFFB	chr1:3866398-3867974	12	588
DFFB	chr1:3873137-3883507	561	666
KCNAB2	chr1:6095624-6095939	744	816
KCNAB2	chr1:6090475-6090730	501	579
KCNAB2	chr1:6040645-6041168	666	705
KCNAB2	chr1:6094962-6095323	351	564
KCNAB2	chr1:6072798-6073354	327	417
KCNAB2	chr1:6073384-6073733	54	630
KCNAB2	chr1:6096204-6096636	402	675
RNF207	chr1:6206726-6207064	390	450
RNF207	chr1:6212898-6213066	138	216
RNF207	chr1:6212903-6213066	144	222
RNF207	chr1:6211118-6211923	12	132
ESPN	chr1:6441291-6444481	60	357
ESPN	chr1:6460980-6461180	87	90
ZBTB48	chr1:6586030-6586577	123	210
ZBTB48	chr1:6582223-6585919	12	111
ZBTB48	chr1:6588196-6588282	69	162
ZBTB48	chr1:6587291-6587515	69	165
ZBTB48	chr1:6586050-6586695	30	87
ZBTB48	chr1:6588201-6588278	69	165
ZBTB48	chr1:6586030-6586595	123	192
THAP3	chr1:6628691-6629643	615	711
THAP3	chr1:6625292-6627763	807	930
CAMTA1	chr1:6825210-6828314	3	48
VAMP3	chr1:7771916-7773442	525	531
PER3	chr1:7787246-7788045	360	525
PARK7	chr1:7965425-7969085	198	318
H6PD	chr1:9245561-9246784	204	300
H6PD	chr1:9240018-9244933	510	630
H6PD	chr1:9247083-9262027	210	303
TMEM201	chr1:9609911-9610615	159	192
TMEM201	chr1:9602336-9607557	45	270
TMEM201	chr1:9611073-9611753	252	567
PIK3CD	chr1:9716241-9716440	36	180
